team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Miami Marlins,home,Xavier Edwards,669364,777481,"Edwards, Xavier",2025.0,25.0,219.0,249.0,63.0,56.0,6.0,1.0,0.0,37.0,25.0,14.9,10.0,0.288,0.324,0.36,0.684,0.264,0.32,0.311,0.299,27.7
Miami Marlins,home,Agustín Ramírez,682663,777481,"Ramírez, Agustín",2025.0,23.0,186.0,200.0,44.0,23.0,11.0,0.0,10.0,32.0,13.0,16.0,6.5,0.237,0.457,0.285,0.742,0.276,0.489,0.321,0.347,26.6
Miami Marlins,home,Otto Lopez,672640,777481,"Lopez, Otto",2025.0,26.0,202.0,223.0,47.0,34.0,7.0,0.0,6.0,30.0,20.0,13.5,9.0,0.233,0.356,0.305,0.661,0.287,0.477,0.295,0.359,28.4
Miami Marlins,home,Heriberto Hernandez,681715,777481,"Hernandez, Heriberto",2025.0,25.0,32.0,34.0,12.0,9.0,2.0,0.0,1.0,7.0,2.0,20.6,5.9,0.375,0.531,0.412,0.943,0.387,0.628,0.412,0.447,28.4
Miami Marlins,home,Eric Wagaman,676572,777481,"Wagaman, Eric",2025.0,27.0,245.0,265.0,60.0,41.0,14.0,1.0,4.0,51.0,16.0,19.2,6.0,0.245,0.359,0.287,0.646,0.278,0.446,0.284,0.329,27.0
Miami Marlins,home,Connor Norby,681393,777481,"Norby, Connor",2025.0,25.0,178.0,188.0,43.0,29.0,10.0,1.0,3.0,53.0,7.0,28.2,3.7,0.242,0.36,0.282,0.642,0.228,0.415,0.284,0.295,28.8
Miami Marlins,home,Nick Fortes,663743,777481,"Fortes, Nick",2025.0,28.0,82.0,91.0,20.0,14.0,3.0,1.0,2.0,12.0,6.0,13.2,6.6,0.244,0.378,0.3,0.678,0.23,0.365,0.299,0.286,26.8
Miami Marlins,home,Kyle Stowers,669065,777481,"Stowers, Kyle",2025.0,27.0,229.0,257.0,63.0,42.0,8.0,3.0,10.0,74.0,22.0,28.8,8.6,0.275,0.467,0.344,0.811,0.276,0.519,0.352,0.371,26.9
Miami Marlins,home,Javier Sanoja,691594,777481,"Sanoja, Javier",2025.0,22.0,147.0,163.0,35.0,24.0,10.0,0.0,1.0,25.0,10.0,15.3,6.1,0.238,0.327,0.281,0.608,0.261,0.349,0.269,0.288,27.5
Philadelphia Phillies,away,Trea Turner,607208,777481,"Turner, Trea",2025.0,32.0,288.0,316.0,88.0,63.0,15.0,2.0,8.0,52.0,23.0,16.5,7.3,0.306,0.455,0.364,0.819,0.279,0.43,0.36,0.336,29.9
Philadelphia Phillies,away,Kyle Schwarber,656941,777481,"Schwarber, Kyle",2025.0,32.0,262.0,319.0,64.0,32.0,9.0,1.0,22.0,83.0,52.0,26.0,16.3,0.244,0.538,0.379,0.917,0.27,0.593,0.393,0.417,25.8
Philadelphia Phillies,away,Alec Bohm,664761,777481,"Bohm, Alec",2025.0,28.0,270.0,288.0,77.0,59.0,10.0,1.0,7.0,44.0,13.0,15.3,4.5,0.285,0.407,0.323,0.73,0.285,0.433,0.321,0.334,26.7
