team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
New York Yankees,home,Paul Goldschmidt,502671,776627,"Goldschmidt, Paul",L,124,112,45,25,13,0,7,11,14,0.4017857142857143,0.7053571428571429,26.3
New York Yankees,home,Paul Goldschmidt,502671,776627,"Goldschmidt, Paul",R,322,297,71,52,15,1,3,18,70,0.239057239057239,0.3265993265993266,26.3
New York Yankees,home,Aaron Judge,592450,776627,"Judge, Aaron",L,97,85,27,10,6,0,11,11,27,0.3176470588235294,0.7764705882352941,26.9
New York Yankees,home,Aaron Judge,592450,776627,"Judge, Aaron",R,398,340,113,63,19,2,29,51,105,0.3323529411764706,0.6558823529411765,26.9
New York Yankees,home,Cody Bellinger,641355,776627,"Bellinger, Cody",L,129,116,42,27,6,2,7,9,10,0.3620689655172414,0.6293103448275862,28.3
New York Yankees,home,Cody Bellinger,641355,776627,"Bellinger, Cody",R,376,338,82,48,14,3,17,29,55,0.2426035502958579,0.4526627218934911,28.3
New York Yankees,home,Giancarlo Stanton,519317,776627,"Stanton, Giancarlo",L,39,33,10,7,1,0,2,6,10,0.303030303030303,0.5151515151515151,23.7
New York Yankees,home,Giancarlo Stanton,519317,776627,"Stanton, Giancarlo",R,132,118,36,20,3,0,13,12,42,0.3050847457627119,0.6610169491525424,23.7
New York Yankees,home,Amed Rosario,642708,776627,"Rosario, Amed",L,100,94,30,18,9,0,3,5,9,0.3191489361702128,0.5106382978723404,27.3
New York Yankees,home,Amed Rosario,642708,776627,"Rosario, Amed",R,66,60,14,11,1,0,2,4,14,0.2333333333333333,0.35,27.3
New York Yankees,home,Trent Grisham,663757,776627,"Grisham, Trent",L,118,97,19,14,1,0,4,17,29,0.1958762886597938,0.3298969072164948,26.8
New York Yankees,home,Trent Grisham,663757,776627,"Grisham, Trent",R,326,273,75,47,8,1,19,43,65,0.2747252747252747,0.5201465201465202,26.8
New York Yankees,home,Anthony Volpe,683011,776627,"Volpe, Anthony",L,140,124,34,20,9,1,4,13,31,0.2741935483870967,0.4596774193548387,28.4
New York Yankees,home,Anthony Volpe,683011,776627,"Volpe, Anthony",R,366,324,61,27,17,3,14,31,89,0.1882716049382716,0.3888888888888889,28.4
New York Yankees,home,José Caballero,676609,776627,"Caballero, José",L,103,85,21,12,5,1,3,14,30,0.2470588235294117,0.4352941176470588,28.2
New York Yankees,home,José Caballero,676609,776627,"Caballero, José",R,198,167,40,31,8,0,1,23,53,0.2395209580838323,0.3053892215568862,28.2
New York Yankees,home,Austin Wells,669224,776627,"Wells, Austin",L,109,98,24,13,5,1,5,8,24,0.2448979591836734,0.4693877551020408,26.5
New York Yankees,home,Austin Wells,669224,776627,"Wells, Austin",R,251,219,44,21,11,0,12,20,62,0.2009132420091324,0.4155251141552511,26.5
Boston Red Sox,away,Roman Anthony,701350,776627,"Anthony, Roman",L,82,74,20,15,2,0,3,8,32,0.2702702702702703,0.4189189189189189,27.8
Boston Red Sox,away,Roman Anthony,701350,776627,"Anthony, Roman",R,174,138,40,22,15,1,2,34,35,0.2898550724637681,0.4565217391304347,27.8
Boston Red Sox,away,Alex Bregman,608324,776627,"Bregman, Alex",L,98,81,31,26,3,0,2,17,14,0.382716049382716,0.4938271604938271,26.0
Boston Red Sox,away,Alex Bregman,608324,776627,"Bregman, Alex",R,256,227,65,30,21,0,14,25,39,0.2863436123348017,0.5638766519823789,26.0
Boston Red Sox,away,Jarren Duran,680776,776627,"Duran, Jarren",L,181,165,34,22,5,5,2,10,51,0.206060606060606,0.3333333333333333,29.1
Boston Red Sox,away,Jarren Duran,680776,776627,"Duran, Jarren",R,383,328,96,50,29,7,10,47,83,0.2926829268292683,0.5152439024390244,29.1
Boston Red Sox,away,Trevor Story,596115,776627,"Story, Trevor",L,136,124,35,24,6,0,5,7,36,0.282258064516129,0.4516129032258064,28.5
Boston Red Sox,away,Trevor Story,596115,776627,"Story, Trevor",R,380,353,89,60,15,0,14,24,110,0.2521246458923513,0.4135977337110481,28.5
Boston Red Sox,away,Nathaniel Lowe,663993,776627,"Lowe, Nathaniel",L,155,138,24,15,7,0,2,14,47,0.1739130434782608,0.2681159420289855,26.1
Boston Red Sox,away,Nathaniel Lowe,663993,776627,"Lowe, Nathaniel",R,349,307,74,45,12,2,15,36,82,0.2410423452768729,0.4397394136807817,26.1
Boston Red Sox,away,Masataka Yoshida,807799,776627,"Yoshida, Masataka",L,22,20,6,5,1,0,0,1,3,0.3,0.35,26.2
Boston Red Sox,away,Masataka Yoshida,807799,776627,"Yoshida, Masataka",R,76,66,15,8,5,0,2,5,14,0.2272727272727272,0.3939393939393939,26.2
Boston Red Sox,away,Ceddanne Rafaela,678882,776627,"Rafaela, Ceddanne",L,136,123,28,15,6,1,6,9,26,0.2276422764227642,0.4390243902439024,29.1
Boston Red Sox,away,Ceddanne Rafaela,678882,776627,"Rafaela, Ceddanne",R,327,299,78,49,19,2,8,19,61,0.2608695652173913,0.4180602006688963,29.1
Boston Red Sox,away,David Hamilton,666152,776627,"Hamilton, David",L,15,14,3,3,0,0,0,1,2,0.2142857142857142,0.2142857142857142,29.3
Boston Red Sox,away,David Hamilton,666152,776627,"Hamilton, David",R,133,120,21,15,3,0,3,10,31,0.175,0.275,29.3
Boston Red Sox,away,Carlos Narváez,665966,776627,"Narváez, Carlos",L,109,92,23,14,5,0,4,14,23,0.25,0.4347826086956521,25.7
Boston Red Sox,away,Carlos Narváez,665966,776627,"Narváez, Carlos",R,245,220,54,32,16,0,6,20,61,0.2454545454545454,0.4,25.7
Miami Marlins,home,Xavier Edwards,669364,776630,"Edwards, Xavier",L,149,131,35,30,3,2,0,12,22,0.2671755725190839,0.3206106870229007,28.3
Miami Marlins,home,Xavier Edwards,669364,776630,"Edwards, Xavier",R,352,318,101,80,17,2,2,28,45,0.3176100628930817,0.4025157232704403,28.3
Miami Marlins,home,Jakob Marsee,805300,776630,"Marsee, Jakob",L,19,15,4,0,2,0,2,3,6,0.2666666666666666,0.8,27.9
Miami Marlins,home,Jakob Marsee,805300,776630,"Marsee, Jakob",R,60,53,20,10,6,2,2,7,12,0.3773584905660377,0.6792452830188679,27.9
Miami Marlins,home,Agustín Ramírez,682663,776630,"Ramírez, Agustín",L,113,103,23,14,3,1,5,8,33,0.2233009708737864,0.4174757281553398,26.7
