team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,plate_appearances,at_bats,hits,singles,doubles,triples,home_runs,walks,strikeouts,batting_average,slugging_percentage
Detroit Tigers,home,Riley Greene,682985,777121,"Greene, Riley",R,275.0,257.0,79.0,41.0,15.0,1.0,22.0,16.0,86.0,0.3073929961089494,0.6303501945525292
Detroit Tigers,home,Spencer Torkelson,679529,777121,"Torkelson, Spencer",L,107.0,89.0,23.0,8.0,6.0,0.0,9.0,15.0,21.0,0.2584269662921348,0.6292134831460674
Detroit Tigers,home,Spencer Torkelson,679529,777121,"Torkelson, Spencer",R,267.0,232.0,53.0,27.0,14.0,0.0,12.0,32.0,69.0,0.2284482758620689,0.4439655172413793
Detroit Tigers,home,Dillon Dingler,693307,777121,"Dingler, Dillon",L,56.0,55.0,14.0,7.0,5.0,0.0,2.0,1.0,15.0,0.2545454545454545,0.4545454545454545
Detroit Tigers,home,Dillon Dingler,693307,777121,"Dingler, Dillon",R,205.0,187.0,50.0,38.0,5.0,1.0,6.0,14.0,47.0,0.267379679144385,0.4010695187165775
Detroit Tigers,home,Zach McKinstry,656716,777121,"McKinstry, Zach",L,79.0,72.0,25.0,14.0,4.0,6.0,1.0,3.0,20.0,0.3472222222222222,0.6111111111111112
Detroit Tigers,home,Zach McKinstry,656716,777121,"McKinstry, Zach",R,248.0,209.0,57.0,38.0,10.0,2.0,7.0,33.0,50.0,0.2727272727272727,0.4401913875598086
Detroit Tigers,home,Matt Vierling,663837,777121,"Vierling, Matt",L,14.0,11.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.1818181818181818,0.1818181818181818
Detroit Tigers,home,Matt Vierling,663837,777121,"Vierling, Matt",R,31.0,25.0,4.0,3.0,1.0,0.0,0.0,5.0,5.0,0.16,0.2
Detroit Tigers,home,Parker Meadows,678009,777121,"Meadows, Parker",L,20.0,18.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,0.2222222222222222,0.2222222222222222
Detroit Tigers,home,Parker Meadows,678009,777121,"Meadows, Parker",R,95.0,87.0,17.0,12.0,2.0,1.0,2.0,8.0,30.0,0.1954022988505747,0.3103448275862069
Detroit Tigers,home,Javier Báez,595879,777121,"Báez, Javier",L,78.0,74.0,26.0,20.0,4.0,0.0,2.0,3.0,19.0,0.3513513513513513,0.4864864864864865
Detroit Tigers,home,Javier Báez,595879,777121,"Báez, Javier",R,202.0,187.0,46.0,28.0,9.0,1.0,8.0,11.0,43.0,0.2459893048128342,0.4331550802139037
Seattle Mariners,away,J.P. Crawford,641487,777121,"Crawford, J.P.",L,112.0,89.0,19.0,14.0,3.0,0.0,2.0,20.0,15.0,0.2134831460674157,0.3146067415730337
Seattle Mariners,away,J.P. Crawford,641487,777121,"Crawford, J.P.",R,291.0,248.0,79.0,64.0,10.0,0.0,5.0,35.0,52.0,0.3185483870967742,0.4193548387096774
Seattle Mariners,away,Julio Rodríguez,677594,777121,"Rodríguez, Julio",L,104.0,96.0,24.0,13.0,5.0,0.0,6.0,6.0,23.0,0.25,0.4895833333333333
Seattle Mariners,away,Julio Rodríguez,677594,777121,"Rodríguez, Julio",R,321.0,288.0,73.0,52.0,11.0,3.0,7.0,27.0,69.0,0.2534722222222222,0.3854166666666667
Seattle Mariners,away,Cal Raleigh,663728,777121,"Raleigh, Cal",L,109.0,99.0,34.0,13.0,5.0,0.0,16.0,8.0,32.0,0.3434343434343434,0.8787878787878788
Seattle Mariners,away,Cal Raleigh,663728,777121,"Raleigh, Cal",R,292.0,242.0,56.0,23.0,11.0,0.0,22.0,45.0,72.0,0.2314049586776859,0.5495867768595041
Seattle Mariners,away,Randy Arozarena,668227,777121,"Arozarena, Randy",L,104.0,94.0,28.0,17.0,7.0,1.0,3.0,7.0,25.0,0.2978723404255319,0.4893617021276595
Seattle Mariners,away,Randy Arozarena,668227,777121,"Arozarena, Randy",R,305.0,246.0,58.0,32.0,13.0,0.0,13.0,51.0,86.0,0.2357723577235772,0.4471544715447154
Seattle Mariners,away,Luke Raley,670042,777121,"Raley, Luke",L,21.0,18.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0555555555555555,0.0555555555555555
Seattle Mariners,away,Luke Raley,670042,777121,"Raley, Luke",R,130.0,106.0,28.0,18.0,6.0,0.0,4.0,20.0,32.0,0.2641509433962264,0.4339622641509434
Seattle Mariners,away,Mitch Garver,641598,777121,"Garver, Mitch",L,88.0,77.0,17.0,13.0,3.0,0.0,1.0,11.0,26.0,0.2207792207792207,0.2987012987012987
Seattle Mariners,away,Mitch Garver,641598,777121,"Garver, Mitch",R,78.0,69.0,15.0,11.0,1.0,0.0,3.0,9.0,27.0,0.217391304347826,0.3623188405797101
Seattle Mariners,away,Dominic Canzone,686527,777121,"Canzone, Dominic",L,11.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.3636363636363636,0.3636363636363636
Seattle Mariners,away,Dominic Canzone,686527,777121,"Canzone, Dominic",R,82.0,79.0,26.0,15.0,5.0,0.0,6.0,3.0,14.0,0.3291139240506329,0.620253164556962
Seattle Mariners,away,Ben Williamson,810938,777121,"Williamson, Ben",L,75.0,68.0,20.0,16.0,4.0,0.0,0.0,6.0,17.0,0.2941176470588235,0.3529411764705882
Seattle Mariners,away,Ben Williamson,810938,777121,"Williamson, Ben",R,178.0,168.0,43.0,34.0,8.0,0.0,1.0,6.0,43.0,0.2559523809523809,0.3214285714285714
Seattle Mariners,away,Cole Young,702284,777121,"Young, Cole",L,27.0,25.0,4.0,2.0,2.0,0.0,0.0,1.0,9.0,0.16,0.24
Seattle Mariners,away,Cole Young,702284,777121,"Young, Cole",R,97.0,87.0,24.0,20.0,3.0,0.0,1.0,7.0,19.0,0.2758620689655172,0.3448275862068966
Kansas City Royals,home,Jonathan India,663697,777124,"India, Jonathan",L,71.0,59.0,17.0,13.0,3.0,0.0,1.0,10.0,14.0,0.288135593220339,0.3898305084745763
Kansas City Royals,home,Jonathan India,663697,777124,"India, Jonathan",R,311.0,275.0,67.0,46.0,18.0,0.0,3.0,31.0,49.0,0.2436363636363636,0.3418181818181818
Kansas City Royals,home,Bobby Witt Jr.,677951,777124,"Witt Jr., Bobby",L,78.0,70.0,25.0,16.0,8.0,1.0,0.0,5.0,13.0,0.3571428571428571,0.5
Kansas City Royals,home,Bobby Witt Jr.,677951,777124,"Witt Jr., Bobby",R,332.0,300.0,86.0,46.0,24.0,2.0,14.0,22.0,65.0,0.2866666666666667,0.52
Kansas City Royals,home,Vinnie Pasquantino,686469,777124,"Pasquantino, Vinnie",L,97.0,88.0,19.0,13.0,2.0,0.0,4.0,5.0,28.0,0.2159090909090909,0.375
Kansas City Royals,home,Vinnie Pasquantino,686469,777124,"Pasquantino, Vinnie",R,302.0,271.0,81.0,57.0,12.0,1.0,11.0,24.0,40.0,0.2988929889298893,0.4723247232472324
Kansas City Royals,home,Maikel Garcia,672580,777124,"Garcia, Maikel",L,79.0,71.0,25.0,15.0,6.0,1.0,3.0,5.0,15.0,0.352112676056338,0.5915492957746479
Kansas City Royals,home,Maikel Garcia,672580,777124,"Garcia, Maikel",R,306.0,274.0,78.0,53.0,18.0,2.0,5.0,27.0,36.0,0.2846715328467153,0.4197080291970803
Kansas City Royals,home,Salvador Perez,521692,777124,"Perez, Salvador",L,85.0,83.0,19.0,13.0,5.0,0.0,1.0,2.0,18.0,0.2289156626506024,0.3253012048192771
Kansas City Royals,home,Salvador Perez,521692,777124,"Perez, Salvador",R,290.0,269.0,68.0,37.0,19.0,0.0,12.0,16.0,57.0,0.2527881040892193,0.4572490706319702
Kansas City Royals,home,Jac Caglianone,695506,777124,"Caglianone, Jac",L,44.0,42.0,8.0,4.0,1.0,0.0,3.0,2.0,9.0,0.1904761904761904,0.4285714285714285
Kansas City Royals,home,Jac Caglianone,695506,777124,"Caglianone, Jac",R,91.0,85.0,10.0,6.0,3.0,0.0,1.0,6.0,20.0,0.1176470588235294,0.188235294117647
Kansas City Royals,home,John Rave,670231,777124,"Rave, John",L,7.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4
Kansas City Royals,home,John Rave,670231,777124,"Rave, John",R,71.0,61.0,9.0,6.0,3.0,0.0,0.0,8.0,19.0,0.1475409836065573,0.1967213114754098
Kansas City Royals,home,Freddy Fermin,666023,777124,"Fermin, Freddy",L,62.0,59.0,16.0,14.0,1.0,0.0,1.0,3.0,14.0,0.2711864406779661,0.3389830508474576
Kansas City Royals,home,Freddy Fermin,666023,777124,"Fermin, Freddy",R,114.0,102.0,28.0,21.0,6.0,0.0,1.0,10.0,15.0,0.2745098039215686,0.3627450980392157
Kansas City Royals,home,Kyle Isbel,664728,777124,"Isbel, Kyle",L,36.0,32.0,7.0,5.0,2.0,0.0,0.0,0.0,10.0,0.21875,0.28125
Kansas City Royals,home,Kyle Isbel,664728,777124,"Isbel, Kyle",R,211.0,192.0,48.0,33.0,8.0,4.0,3.0,9.0,38.0,0.25,0.3802083333333333
New York Mets,away,Francisco Lindor,596019,777124,"Lindor, Francisco",L,111.0,100.0,25.0,17.0,4.0,0.0,4.0,9.0,16.0,0.25,0.41
New York Mets,away,Francisco Lindor,596019,777124,"Lindor, Francisco",R,312.0,273.0,74.0,45.0,14.0,0.0,15.0,32.0,58.0,0.271062271062271,0.4871794871794871
New York Mets,away,Mark Vientos,668901,777124,"Vientos, Mark",L,61.0,58.0,10.0,6.0,3.0,0.0,1.0,2.0,11.0,0.1724137931034483,0.2758620689655172
New York Mets,away,Mark Vientos,668901,777124,"Vientos, Mark",R,189.0,169.0,40.0,27.0,7.0,1.0,5.0,17.0,51.0,0.2366863905325443,0.378698224852071
New York Mets,away,Juan Soto,665742,777124,"Soto, Juan",L,124.0,97.0,26.0,18.0,4.0,0.0,4.0,21.0,31.0,0.268041237113402,0.4329896907216495
New York Mets,away,Juan Soto,665742,777124,"Soto, Juan",R,288.0,228.0,63.0,33.0,11.0,0.0,19.0,49.0,43.0,0.2763157894736842,0.5745614035087719
New York Mets,away,Pete Alonso,624413,777124,"Alonso, Pete",L,104.0,91.0,20.0,8.0,7.0,0.0,5.0,12.0,30.0,0.2197802197802197,0.4615384615384615
New York Mets,away,Pete Alonso,624413,777124,"Alonso, Pete",R,312.0,268.0,81.0,45.0,19.0,1.0,16.0,40.0,66.0,0.3022388059701492,0.5597014925373134
New York Mets,away,Brandon Nimmo,607043,777124,"Nimmo, Brandon",L,108.0,97.0,24.0,17.0,2.0,0.0,5.0,9.0,24.0,0.2474226804123711,0.422680412371134
New York Mets,away,Brandon Nimmo,607043,777124,"Nimmo, Brandon",R,270.0,243.0,65.0,37.0,15.0,0.0,13.0,23.0,49.0,0.2674897119341564,0.4897119341563786
New York Mets,away,Ronny Mauricio,677595,777124,"Mauricio, Ronny",L,20.0,18.0,2.0,2.0,0.0,0.0,0.0,2.0,7.0,0.1111111111111111,0.1111111111111111
New York Mets,away,Ronny Mauricio,677595,777124,"Mauricio, Ronny",R,78.0,71.0,18.0,11.0,3.0,0.0,4.0,7.0,21.0,0.2535211267605634,0.4647887323943662
New York Mets,away,Tyrone Taylor,621438,777124,"Taylor, Tyrone",L,63.0,55.0,9.0,7.0,2.0,0.0,0.0,6.0,11.0,0.1636363636363636,0.2
New York Mets,away,Tyrone Taylor,621438,777124,"Taylor, Tyrone",R,206.0,189.0,42.0,26.0,11.0,3.0,2.0,12.0,50.0,0.2222222222222222,0.3439153439153439
New York Mets,away,Luis Torrens,620443,777124,"Torrens, Luis",L,40.0,37.0,9.0,4.0,4.0,1.0,0.0,3.0,10.0,0.2432432432432432,0.4054054054054054
New York Mets,away,Luis Torrens,620443,777124,"Torrens, Luis",R,149.0,133.0,27.0,19.0,6.0,0.0,2.0,14.0,35.0,0.2030075187969924,0.2932330827067669
New York Mets,away,Luisangel Acuña,682668,777124,"Acuña, Luisangel",L,45.0,39.0,10.0,8.0,2.0,0.0,0.0,5.0,10.0,0.2564102564102564,0.3076923076923077
New York Mets,away,Luisangel Acuña,682668,777124,"Acuña, Luisangel",R,118.0,110.0,25.0,21.0,4.0,0.0,0.0,6.0,20.0,0.2272727272727272,0.2636363636363636
Houston Astros,home,Isaac Paredes,670623,777125,"Paredes, Isaac",L,68.0,57.0,12.0,8.0,1.0,0.0,3.0,11.0,9.0,0.2105263157894736,0.3859649122807017
Houston Astros,home,Isaac Paredes,670623,777125,"Paredes, Isaac",R,332.0,282.0,75.0,47.0,11.0,1.0,16.0,44.0,56.0,0.2659574468085106,0.4822695035460992
Houston Astros,home,Cam Smith,701358,777125,"Smith, Cam",L,69.0,58.0,19.0,10.0,5.0,0.0,4.0,9.0,18.0,0.3275862068965517,0.6206896551724138
Houston Astros,home,Cam Smith,701358,777125,"Smith, Cam",R,252.0,226.0,62.0,46.0,11.0,2.0,3.0,21.0,68.0,0.2743362831858407,0.3805309734513274
Houston Astros,home,Jose Altuve,514888,777125,"Altuve, Jose",L,61.0,54.0,12.0,8.0,1.0,0.0,3.0,5.0,15.0,0.2222222222222222,0.4074074074074074
Houston Astros,home,Jose Altuve,514888,777125,"Altuve, Jose",R,328.0,291.0,85.0,57.0,13.0,1.0,14.0,26.0,46.0,0.2920962199312715,0.4879725085910653
Houston Astros,home,Christian Walker,572233,777125,"Walker, Christian",L,67.0,61.0,11.0,8.0,2.0,0.0,1.0,4.0,16.0,0.180327868852459,0.2622950819672131
Houston Astros,home,Christian Walker,572233,777125,"Walker, Christian",R,306.0,277.0,68.0,46.0,10.0,1.0,11.0,25.0,85.0,0.2454873646209386,0.407942238267148
Houston Astros,home,Victor Caratini,605170,777125,"Caratini, Victor",L,29.0,27.0,8.0,2.0,3.0,0.0,3.0,2.0,9.0,0.2962962962962963,0.7407407407407407
Houston Astros,home,Victor Caratini,605170,777125,"Caratini, Victor",R,204.0,183.0,46.0,33.0,6.0,0.0,7.0,15.0,31.0,0.2513661202185792,0.3989071038251366
Houston Astros,home,Taylor Trammell,666211,777125,"Trammell, Taylor",L,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.1666666666666666,0.1666666666666666
Houston Astros,home,Taylor Trammell,666211,777125,"Trammell, Taylor",R,27.0,23.0,4.0,1.0,2.0,0.0,1.0,4.0,10.0,0.1739130434782608,0.391304347826087
Houston Astros,home,Mauricio Dubón,643289,777125,"Dubón, Mauricio",L,46.0,43.0,12.0,6.0,5.0,0.0,1.0,2.0,6.0,0.2790697674418604,0.4651162790697674
Houston Astros,home,Mauricio Dubón,643289,777125,"Dubón, Mauricio",R,165.0,153.0,39.0,25.0,9.0,0.0,5.0,9.0,13.0,0.2549019607843137,0.4117647058823529
Houston Astros,home,Cooper Hummel,669450,777125,"Hummel, Cooper",L,29.0,24.0,6.0,4.0,0.0,0.0,2.0,5.0,9.0,0.25,0.5
Houston Astros,home,Cooper Hummel,669450,777125,"Hummel, Cooper",R,44.0,34.0,5.0,5.0,0.0,0.0,0.0,9.0,14.0,0.1470588235294117,0.1470588235294117
Houston Astros,home,Zack Short,670097,777125,"Short, Zack",L,9.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0.375,0.5
Houston Astros,home,Zack Short,670097,777125,"Short, Zack",R,11.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.2,0.3
Texas Rangers,away,Josh Smith,669701,777125,"Smith, Josh",L,74.0,66.0,14.0,12.0,2.0,0.0,0.0,6.0,21.0,0.2121212121212121,0.2424242424242424
Texas Rangers,away,Josh Smith,669701,777125,"Smith, Josh",R,260.0,226.0,70.0,47.0,14.0,1.0,8.0,28.0,34.0,0.3097345132743362,0.4867256637168141
Texas Rangers,away,Corey Seager,608369,777125,"Seager, Corey",L,85.0,77.0,18.0,10.0,3.0,0.0,5.0,8.0,22.0,0.2337662337662337,0.4675324675324675
Texas Rangers,away,Corey Seager,608369,777125,"Seager, Corey",R,192.0,159.0,46.0,30.0,8.0,0.0,8.0,29.0,32.0,0.2893081761006289,0.490566037735849
Texas Rangers,away,Marcus Semien,543760,777125,"Semien, Marcus",L,96.0,82.0,20.0,16.0,2.0,0.0,2.0,13.0,21.0,0.2439024390243902,0.3414634146341463
Texas Rangers,away,Marcus Semien,543760,777125,"Semien, Marcus",R,302.0,263.0,63.0,44.0,9.0,1.0,9.0,30.0,53.0,0.2395437262357414,0.3840304182509506
Texas Rangers,away,Adolis García,666969,777125,"García, Adolis",L,87.0,79.0,17.0,13.0,2.0,0.0,2.0,6.0,25.0,0.2151898734177215,0.3164556962025316
Texas Rangers,away,Adolis García,666969,777125,"García, Adolis",R,283.0,255.0,62.0,35.0,17.0,0.0,10.0,18.0,65.0,0.2431372549019607,0.4274509803921568
Texas Rangers,away,Wyatt Langford,694671,777125,"Langford, Wyatt",L,94.0,78.0,16.0,10.0,2.0,0.0,4.0,14.0,25.0,0.2051282051282051,0.3846153846153846
Texas Rangers,away,Wyatt Langford,694671,777125,"Langford, Wyatt",R,233.0,206.0,55.0,35.0,9.0,0.0,11.0,19.0,62.0,0.2669902912621359,0.470873786407767
Texas Rangers,away,Evan Carter,694497,777125,"Carter, Evan",L,14.0,11.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,0.1818181818181818,0.1818181818181818
Texas Rangers,away,Evan Carter,694497,777125,"Carter, Evan",R,132.0,114.0,32.0,22.0,6.0,0.0,4.0,13.0,25.0,0.2807017543859649,0.4385964912280701
Texas Rangers,away,Kyle Higashioka,543309,777125,"Higashioka, Kyle",L,57.0,53.0,12.0,8.0,3.0,0.0,1.0,2.0,12.0,0.2264150943396226,0.3396226415094339
Texas Rangers,away,Kyle Higashioka,543309,777125,"Higashioka, Kyle",R,118.0,106.0,26.0,18.0,5.0,0.0,3.0,10.0,19.0,0.2452830188679245,0.3773584905660377
Texas Rangers,away,Alejandro Osuna,696030,777125,"Osuna, Alejandro",L,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Texas Rangers,away,Alejandro Osuna,696030,777125,"Osuna, Alejandro",R,74.0,63.0,11.0,9.0,1.0,0.0,1.0,9.0,16.0,0.1746031746031746,0.238095238095238
Texas Rangers,away,Ezequiel Duran,677649,777125,"Duran, Ezequiel",L,36.0,35.0,3.0,2.0,1.0,0.0,0.0,1.0,16.0,0.0857142857142857,0.1142857142857142
Texas Rangers,away,Ezequiel Duran,677649,777125,"Duran, Ezequiel",R,50.0,42.0,7.0,3.0,4.0,0.0,0.0,6.0,11.0,0.1666666666666666,0.2619047619047619
Minnesota Twins,home,Byron Buxton,621439,777113,"Buxton, Byron",L,63.0,56.0,18.0,8.0,4.0,1.0,5.0,6.0,15.0,0.3214285714285714,0.6964285714285714
Minnesota Twins,home,Byron Buxton,621439,777113,"Buxton, Byron",R,264.0,234.0,66.0,38.0,9.0,3.0,16.0,23.0,72.0,0.282051282051282,0.5512820512820513
Minnesota Twins,home,Willi Castro,650489,777113,"Castro, Willi",L,82.0,75.0,23.0,13.0,5.0,1.0,4.0,7.0,17.0,0.3066666666666666,0.56
Minnesota Twins,home,Willi Castro,650489,777113,"Castro, Willi",R,203.0,174.0,44.0,30.0,9.0,0.0,5.0,28.0,53.0,0.2528735632183908,0.3908045977011494
Minnesota Twins,home,Trevor Larnach,663616,777113,"Larnach, Trevor",L,70.0,63.0,11.0,7.0,3.0,0.0,1.0,4.0,18.0,0.1746031746031746,0.2698412698412698
Minnesota Twins,home,Trevor Larnach,663616,777113,"Larnach, Trevor",R,292.0,257.0,70.0,45.0,12.0,1.0,12.0,28.0,64.0,0.2723735408560311,0.4669260700389105
Minnesota Twins,home,Carlos Correa,621043,777113,"Correa, Carlos",L,74.0,68.0,20.0,12.0,4.0,0.0,4.0,6.0,14.0,0.2941176470588235,0.5294117647058824
Minnesota Twins,home,Carlos Correa,621043,777113,"Correa, Carlos",R,245.0,228.0,58.0,43.0,12.0,0.0,3.0,12.0,48.0,0.2543859649122807,0.3464912280701754
Minnesota Twins,home,Matt Wallner,670242,777113,"Wallner, Matt",L,37.0,31.0,8.0,2.0,3.0,0.0,3.0,4.0,10.0,0.2580645161290322,0.6451612903225806
Minnesota Twins,home,Matt Wallner,670242,777113,"Wallner, Matt",R,162.0,139.0,28.0,13.0,6.0,2.0,7.0,20.0,49.0,0.2014388489208633,0.4244604316546763
Minnesota Twins,home,Royce Lewis,668904,777113,"Lewis, Royce",L,41.0,33.0,8.0,7.0,0.0,0.0,1.0,6.0,6.0,0.2424242424242424,0.3333333333333333
Minnesota Twins,home,Royce Lewis,668904,777113,"Lewis, Royce",R,109.0,101.0,22.0,15.0,6.0,0.0,1.0,7.0,15.0,0.2178217821782178,0.3069306930693069
Minnesota Twins,home,Kody Clemens,665019,777113,"Clemens, Kody",L,22.0,15.0,3.0,3.0,0.0,0.0,0.0,4.0,4.0,0.2,0.2
Minnesota Twins,home,Kody Clemens,665019,777113,"Clemens, Kody",R,146.0,131.0,29.0,11.0,5.0,1.0,12.0,14.0,38.0,0.2213740458015267,0.549618320610687
Minnesota Twins,home,Harrison Bader,664056,777113,"Bader, Harrison",L,76.0,70.0,17.0,11.0,2.0,0.0,4.0,6.0,27.0,0.2428571428571428,0.4428571428571428
Minnesota Twins,home,Harrison Bader,664056,777113,"Bader, Harrison",R,189.0,159.0,41.0,26.0,8.0,0.0,7.0,22.0,38.0,0.2578616352201258,0.440251572327044
Minnesota Twins,home,Christian Vázquez,543877,777113,"Vázquez, Christian",L,44.0,36.0,3.0,2.0,1.0,0.0,0.0,5.0,9.0,0.0833333333333333,0.1111111111111111
Minnesota Twins,home,Christian Vázquez,543877,777113,"Vázquez, Christian",R,117.0,103.0,21.0,14.0,5.0,0.0,2.0,9.0,19.0,0.203883495145631,0.3106796116504854
Pittsburgh Pirates,away,Spencer Horwitz,687462,777113,"Horwitz, Spencer",L,24.0,23.0,3.0,2.0,1.0,0.0,0.0,1.0,10.0,0.1304347826086956,0.1739130434782608
Pittsburgh Pirates,away,Spencer Horwitz,687462,777113,"Horwitz, Spencer",R,151.0,137.0,35.0,24.0,9.0,0.0,2.0,13.0,31.0,0.2554744525547445,0.364963503649635
Pittsburgh Pirates,away,Andrew McCutchen,457705,777113,"McCutchen, Andrew",L,97.0,86.0,26.0,19.0,6.0,0.0,1.0,10.0,24.0,0.3023255813953488,0.4069767441860465
Pittsburgh Pirates,away,Andrew McCutchen,457705,777113,"McCutchen, Andrew",R,242.0,207.0,50.0,35.0,8.0,0.0,7.0,26.0,48.0,0.2415458937198067,0.3816425120772946
Pittsburgh Pirates,away,Bryan Reynolds,668804,777113,"Reynolds, Bryan",L,103.0,95.0,23.0,12.0,5.0,0.0,6.0,7.0,35.0,0.2421052631578947,0.4842105263157895
Pittsburgh Pirates,away,Bryan Reynolds,668804,777113,"Reynolds, Bryan",R,282.0,254.0,56.0,39.0,11.0,2.0,4.0,24.0,70.0,0.2204724409448819,0.326771653543307
Pittsburgh Pirates,away,Nick Gonzales,693304,777113,"Gonzales, Nick",L,33.0,30.0,7.0,3.0,2.0,1.0,1.0,3.0,5.0,0.2333333333333333,0.4666666666666667
Pittsburgh Pirates,away,Nick Gonzales,693304,777113,"Gonzales, Nick",R,107.0,95.0,28.0,21.0,3.0,1.0,3.0,8.0,15.0,0.2947368421052631,0.4421052631578947
Pittsburgh Pirates,away,Tommy Pham,502054,777113,"Pham, Tommy",L,59.0,53.0,11.0,10.0,0.0,0.0,1.0,4.0,15.0,0.2075471698113207,0.2641509433962264
Pittsburgh Pirates,away,Tommy Pham,502054,777113,"Pham, Tommy",R,171.0,146.0,40.0,30.0,8.0,0.0,2.0,18.0,42.0,0.273972602739726,0.3698630136986301
Pittsburgh Pirates,away,Jack Suwinski,669261,777113,"Suwinski, Jack",L,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pittsburgh Pirates,away,Jack Suwinski,669261,777113,"Suwinski, Jack",R,53.0,46.0,6.0,4.0,1.0,0.0,1.0,6.0,21.0,0.1304347826086956,0.217391304347826
Pittsburgh Pirates,away,Ke'Bryan Hayes,663647,777113,"Hayes, Ke'Bryan",L,82.0,78.0,17.0,14.0,3.0,0.0,0.0,2.0,18.0,0.2179487179487179,0.2564102564102564
Pittsburgh Pirates,away,Ke'Bryan Hayes,663647,777113,"Hayes, Ke'Bryan",R,264.0,239.0,59.0,50.0,5.0,2.0,2.0,19.0,55.0,0.2468619246861924,0.309623430962343
Pittsburgh Pirates,away,Henry Davis,680779,777113,"Davis, Henry",L,36.0,33.0,6.0,4.0,0.0,0.0,2.0,3.0,9.0,0.1818181818181818,0.3636363636363636
Pittsburgh Pirates,away,Henry Davis,680779,777113,"Davis, Henry",R,107.0,93.0,20.0,13.0,5.0,0.0,2.0,8.0,24.0,0.2150537634408602,0.3333333333333333
Pittsburgh Pirates,away,Isiah Kiner-Falefa,643396,777113,"Kiner-Falefa, Isiah",L,79.0,74.0,17.0,16.0,0.0,0.0,1.0,3.0,12.0,0.2297297297297297,0.2702702702702703
Pittsburgh Pirates,away,Isiah Kiner-Falefa,643396,777113,"Kiner-Falefa, Isiah",R,217.0,193.0,55.0,42.0,11.0,2.0,0.0,15.0,35.0,0.2849740932642487,0.3626943005181347
Chicago White Sox,home,Chase Meidroth,805367,777120,"Meidroth, Chase",L,84.0,73.0,19.0,18.0,0.0,0.0,1.0,9.0,14.0,0.2602739726027397,0.3013698630136986
Chicago White Sox,home,Chase Meidroth,805367,777120,"Meidroth, Chase",R,207.0,175.0,43.0,36.0,6.0,0.0,1.0,26.0,25.0,0.2457142857142857,0.2971428571428571
Chicago White Sox,home,Austin Slater,596103,777120,"Slater, Austin",L,57.0,48.0,11.0,6.0,1.0,1.0,3.0,7.0,17.0,0.2291666666666666,0.4791666666666667
Chicago White Sox,home,Austin Slater,596103,777120,"Slater, Austin",R,51.0,47.0,11.0,6.0,5.0,0.0,0.0,2.0,15.0,0.2340425531914893,0.3404255319148936
Chicago White Sox,home,Edgar Quero,700337,777120,"Quero, Edgar",L,69.0,62.0,27.0,20.0,7.0,0.0,0.0,5.0,12.0,0.4354838709677419,0.5483870967741935
Chicago White Sox,home,Edgar Quero,700337,777120,"Quero, Edgar",R,137.0,116.0,22.0,19.0,2.0,0.0,1.0,18.0,24.0,0.1896551724137931,0.2327586206896551
Chicago White Sox,home,Lenyn Sosa,672820,777120,"Sosa, Lenyn",L,81.0,76.0,20.0,15.0,4.0,0.0,1.0,2.0,22.0,0.2631578947368421,0.3552631578947368
Chicago White Sox,home,Lenyn Sosa,672820,777120,"Sosa, Lenyn",R,212.0,202.0,57.0,38.0,10.0,1.0,8.0,7.0,47.0,0.2821782178217821,0.4603960396039604
Chicago White Sox,home,Andrew Benintendi,643217,777120,"Benintendi, Andrew",L,46.0,42.0,9.0,3.0,2.0,1.0,3.0,1.0,12.0,0.2142857142857142,0.5238095238095238
Chicago White Sox,home,Andrew Benintendi,643217,777120,"Benintendi, Andrew",R,220.0,191.0,44.0,28.0,8.0,1.0,7.0,21.0,30.0,0.2303664921465968,0.3926701570680628
Chicago White Sox,home,Luis Robert Jr.,673357,777120,"Robert Jr., Luis",L,74.0,58.0,16.0,10.0,2.0,0.0,4.0,12.0,17.0,0.2758620689655172,0.5172413793103449
Chicago White Sox,home,Luis Robert Jr.,673357,777120,"Robert Jr., Luis",R,225.0,198.0,34.0,23.0,6.0,0.0,5.0,17.0,74.0,0.1717171717171717,0.2777777777777778
Chicago White Sox,home,Miguel Vargas,678246,777120,"Vargas, Miguel",L,94.0,85.0,17.0,7.0,8.0,1.0,1.0,7.0,23.0,0.2,0.3529411764705882
Chicago White Sox,home,Miguel Vargas,678246,777120,"Vargas, Miguel",R,283.0,247.0,56.0,33.0,13.0,1.0,9.0,32.0,42.0,0.2267206477732793,0.3967611336032389
