team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Miami Marlins,home,Xavier Edwards,669364,777263,"Edwards, Xavier",2025.0,25.0,272.0,309.0,77.0,67.0,9.0,1.0,0.0,47.0,32.0,15.2,10.4,0.283,0.324,0.358,0.682,0.262,0.324,0.309,0.301,28.0
Miami Marlins,home,Jesús Sánchez,660821,777263,"Sánchez, Jesús",2025.0,27.0,229.0,255.0,57.0,37.0,10.0,3.0,7.0,56.0,23.0,22.0,9.0,0.249,0.41,0.318,0.728,0.272,0.508,0.319,0.361,27.1
Miami Marlins,home,Otto Lopez,672640,777263,"Lopez, Otto",2025.0,26.0,257.0,286.0,65.0,48.0,9.0,0.0,8.0,39.0,26.0,13.6,9.1,0.253,0.381,0.325,0.706,0.3,0.494,0.312,0.371,28.4
Miami Marlins,home,Agustín Ramírez,682663,777263,"Ramírez, Agustín",2025.0,23.0,238.0,256.0,59.0,31.0,15.0,1.0,12.0,48.0,17.0,18.8,6.6,0.248,0.471,0.297,0.768,0.281,0.511,0.329,0.356,26.7
Miami Marlins,home,Kyle Stowers,669065,777263,"Stowers, Kyle",2025.0,27.0,273.0,309.0,78.0,47.0,13.0,3.0,15.0,88.0,30.0,28.5,9.7,0.286,0.52,0.36,0.88,0.279,0.548,0.378,0.386,27.0
Miami Marlins,home,Eric Wagaman,676572,777263,"Wagaman, Eric",2025.0,27.0,295.0,316.0,74.0,49.0,19.0,1.0,5.0,61.0,17.0,19.3,5.4,0.251,0.373,0.288,0.661,0.28,0.441,0.289,0.326,26.8
Miami Marlins,home,Liam Hicks,689414,777263,"Hicks, Liam",2025.0,26.0,147.0,171.0,40.0,27.0,8.0,1.0,4.0,26.0,18.0,15.2,10.5,0.272,0.422,0.361,0.783,0.263,0.378,0.347,0.327,26.0
Miami Marlins,home,Connor Norby,681393,777263,"Norby, Connor",2025.0,25.0,225.0,242.0,55.0,39.0,11.0,1.0,4.0,66.0,13.0,27.3,5.4,0.244,0.356,0.293,0.649,0.241,0.42,0.287,0.307,28.8
Miami Marlins,home,Derek Hill,656537,777263,"Hill, Derek",2025.0,29.0,73.0,82.0,17.0,11.0,4.0,0.0,2.0,29.0,6.0,35.4,7.3,0.233,0.37,0.3,0.67,0.222,0.369,0.298,0.291,29.6
Minnesota Twins,away,Byron Buxton,621439,777263,"Buxton, Byron",2025.0,31.0,264.0,296.0,73.0,41.0,10.0,3.0,19.0,79.0,25.0,26.7,8.4,0.277,0.553,0.341,0.894,0.254,0.52,0.378,0.357,30.3
Minnesota Twins,away,Trevor Larnach,663616,777263,"Larnach, Trevor",2025.0,28.0,300.0,333.0,74.0,49.0,12.0,1.0,12.0,74.0,27.0,22.2,8.1,0.247,0.413,0.313,0.726,0.262,0.422,0.318,0.326,26.1
Minnesota Twins,away,Willi Castro,650489,777263,"Castro, Willi",2025.0,28.0,218.0,247.0,60.0,39.0,13.0,1.0,7.0,61.0,22.0,24.7,8.9,0.275,0.44,0.358,0.798,0.263,0.393,0.351,0.327,28.0
Minnesota Twins,away,Brooks Lee,686797,777263,"Lee, Brooks",2025.0,24.0,248.0,264.0,68.0,51.0,9.0,0.0,8.0,51.0,12.0,19.3,4.5,0.274,0.407,0.307,0.714,0.244,0.385,0.311,0.291,25.8
Minnesota Twins,away,Ty France,664034,777263,"France, Ty",2025.0,30.0,301.0,330.0,78.0,57.0,15.0,0.0,6.0,51.0,14.0,15.5,4.2,0.259,0.369,0.321,0.69,0.274,0.459,0.308,0.346,24.9
Minnesota Twins,away,Matt Wallner,670242,777263,"Wallner, Matt",2025.0,27.0,147.0,169.0,29.0,11.0,9.0,2.0,7.0,49.0,18.0,29.0,10.7,0.197,0.429,0.296,0.725,0.223,0.431,0.316,0.329,27.2
Minnesota Twins,away,Royce Lewis,668904,777263,"Lewis, Royce",2025.0,26.0,103.0,115.0,21.0,14.0,5.0,0.0,2.0,17.0,12.0,14.8,10.4,0.204,0.311,0.287,0.598,0.258,0.45,0.271,0.341,25.7
Minnesota Twins,away,Harrison Bader,664056,777263,"Bader, Harrison",2025.0,31.0,212.0,240.0,52.0,35.0,10.0,0.0,7.0,59.0,20.0,24.6,8.3,0.245,0.392,0.325,0.717,0.218,0.359,0.318,0.294,28.5
Minnesota Twins,away,Christian Vázquez,543877,777263,"Vázquez, Christian",2025.0,34.0,131.0,146.0,22.0,14.0,6.0,0.0,2.0,26.0,13.0,17.8,8.9,0.168,0.26,0.247,0.507,0.209,0.309,0.232,0.268,24.8
Colorado Rockies,home,Tyler Freeman,671289,777264,"Freeman, Tyler",2025.0,26.0,124.0,148.0,40.0,30.0,8.0,1.0,1.0,13.0,15.0,8.8,10.1,0.323,0.427,0.412,0.839,0.308,0.407,0.373,0.368,28.2
Colorado Rockies,home,Kyle Farmer,571657,777264,"Farmer, Kyle",2025.0,34.0,191.0,202.0,43.0,26.0,14.0,0.0,3.0,43.0,9.0,21.3,4.5,0.225,0.346,0.262,0.608,0.223,0.338,0.267,0.268,26.1
Colorado Rockies,home,Jordan Beck,687597,777264,"Beck, Jordan",2025.0,24.0,278.0,303.0,75.0,44.0,17.0,4.0,10.0,84.0,21.0,27.7,6.9,0.27,0.468,0.327,0.795,0.248,0.446,0.344,0.328,28.7
Colorado Rockies,home,Thairo Estrada,642731,777264,"Estrada, Thairo",2025.0,29.0,97.0,105.0,29.0,22.0,6.0,0.0,1.0,16.0,3.0,15.2,2.9,0.299,0.392,0.324,0.716,0.246,0.326,0.311,0.268,27.8
Colorado Rockies,home,Ryan McMahon,641857,777264,"McMahon, Ryan",2025.0,30.0,292.0,337.0,63.0,38.0,12.0,1.0,12.0,108.0,43.0,32.0,12.8,0.216,0.387,0.318,0.705,0.229,0.452,0.313,0.34,26.7
Colorado Rockies,home,Brenton Doyle,686668,777264,"Doyle, Brenton",2025.0,27.0,280.0,302.0,55.0,35.0,12.0,2.0,6.0,76.0,20.0,25.2,6.6,0.196,0.318,0.248,0.566,0.244,0.418,0.251,0.308,29.4
Colorado Rockies,home,Orlando Arcia,606115,777264,"Arcia, Orlando",2025.0,30.0,99.0,104.0,19.0,14.0,2.0,1.0,2.0,21.0,5.0,20.2,4.8,0.192,0.293,0.231,0.524,0.211,0.306,0.232,0.245,25.2
Colorado Rockies,home,Austin Nola,543592,777264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rockies,home,Ryan Ritter,690022,777264,"Ritter, Ryan",2025.0,24.0,70.0,78.0,17.0,12.0,3.0,2.0,0.0,28.0,5.0,35.9,6.4,0.243,0.343,0.299,0.642,0.21,0.257,0.284,0.244,29.0
Houston Astros,away,Isaac Paredes,670623,777264,"Paredes, Isaac",2025.0,26.0,304.0,356.0,77.0,49.0,10.0,1.0,17.0,61.0,43.0,17.1,12.1,0.253,0.461,0.357,0.818,0.245,0.398,0.359,0.333,25.7
Houston Astros,away,Jake Meyers,676694,777264,"Meyers, Jake",2025.0,29.0,275.0,307.0,83.0,65.0,14.0,1.0,3.0,54.0,26.0,17.6,8.5,0.302,0.393,0.364,0.757,0.277,0.404,0.337,0.33,28.3
