team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Baltimore Orioles,home,Jackson Holliday,702616,776948,"Holliday, Jackson",L,115.0,108.0,25.0,18.0,5.0,0.0,2.0,7.0,34.0,0.2314814814814814,0.3333333333333333,28.6
Baltimore Orioles,home,Jackson Holliday,702616,776948,"Holliday, Jackson",R,311.0,285.0,78.0,54.0,10.0,2.0,12.0,21.0,67.0,0.2736842105263158,0.4491228070175438,28.6
Baltimore Orioles,home,Jordan Westburg,676059,776948,"Westburg, Jordan",L,73.0,66.0,17.0,12.0,2.0,0.0,3.0,5.0,15.0,0.2575757575757575,0.4242424242424242,29.1
Baltimore Orioles,home,Jordan Westburg,676059,776948,"Westburg, Jordan",R,160.0,147.0,42.0,26.0,7.0,1.0,8.0,10.0,36.0,0.2857142857142857,0.5102040816326531,29.1
Baltimore Orioles,home,Gunnar Henderson,683002,776948,"Henderson, Gunnar",L,139.0,126.0,28.0,21.0,5.0,0.0,2.0,12.0,36.0,0.2222222222222222,0.3095238095238095,28.4
Baltimore Orioles,home,Gunnar Henderson,683002,776948,"Henderson, Gunnar",R,281.0,249.0,80.0,46.0,20.0,4.0,10.0,26.0,58.0,0.321285140562249,0.5542168674698795,28.4
Baltimore Orioles,home,Adley Rutschman,668939,776948,"Rutschman, Adley",L,87.0,74.0,21.0,16.0,3.0,1.0,1.0,12.0,13.0,0.2837837837837837,0.3918918918918919,26.8
Baltimore Orioles,home,Adley Rutschman,668939,776948,"Rutschman, Adley",R,199.0,174.0,38.0,22.0,9.0,0.0,7.0,21.0,33.0,0.2183908045977011,0.3908045977011494,26.8
Baltimore Orioles,home,Ryan O'Hearn,656811,776948,"O'Hearn, Ryan",L,63.0,55.0,13.0,8.0,4.0,1.0,0.0,8.0,14.0,0.2363636363636363,0.3454545454545454,27.6
Baltimore Orioles,home,Ryan O'Hearn,656811,776948,"O'Hearn, Ryan",R,293.0,249.0,74.0,51.0,11.0,0.0,12.0,35.0,46.0,0.2971887550200803,0.4859437751004016,27.6
Baltimore Orioles,home,Colton Cowser,681297,776948,"Cowser, Colton",L,51.0,45.0,8.0,6.0,0.0,0.0,2.0,6.0,16.0,0.1777777777777777,0.3111111111111111,27.2
Baltimore Orioles,home,Colton Cowser,681297,776948,"Cowser, Colton",R,139.0,129.0,31.0,16.0,8.0,0.0,7.0,10.0,40.0,0.2403100775193798,0.4651162790697674,27.2
Baltimore Orioles,home,Cedric Mullins,656775,776948,"Mullins, Cedric",L,100.0,83.0,24.0,16.0,5.0,0.0,3.0,14.0,15.0,0.2891566265060241,0.4578313253012048,28.4
Baltimore Orioles,home,Cedric Mullins,656775,776948,"Mullins, Cedric",R,251.0,224.0,46.0,21.0,13.0,0.0,12.0,22.0,68.0,0.2053571428571428,0.4241071428571428,28.4
Baltimore Orioles,home,Dylan Carlson,666185,776948,"Carlson, Dylan",L,39.0,37.0,8.0,7.0,0.0,0.0,1.0,1.0,10.0,0.2162162162162162,0.2972972972972973,27.5
Baltimore Orioles,home,Dylan Carlson,666185,776948,"Carlson, Dylan",R,94.0,83.0,20.0,13.0,4.0,0.0,3.0,7.0,24.0,0.2409638554216867,0.3975903614457831,27.5
Baltimore Orioles,home,Alex Jackson,656577,776948,"Jackson, Alex",L,10.0,10.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.3,0.8,27.5
Baltimore Orioles,home,Alex Jackson,656577,776948,"Jackson, Alex",R,21.0,20.0,4.0,0.0,2.0,0.0,2.0,1.0,10.0,0.2,0.6,27.5
Toronto Blue Jays,away,Joey Loperfido,694388,776948,"Loperfido, Joey",L,14.0,12.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,0.4166666666666667,0.4166666666666667,28.3
Toronto Blue Jays,away,Joey Loperfido,694388,776948,"Loperfido, Joey",R,39.0,35.0,13.0,9.0,1.0,0.0,3.0,3.0,8.0,0.3714285714285714,0.6571428571428571,28.3
Toronto Blue Jays,away,Ernie Clement,676391,776948,"Clement, Ernie",L,130.0,118.0,42.0,24.0,13.0,1.0,4.0,7.0,11.0,0.3559322033898305,0.5847457627118644,28.6
Toronto Blue Jays,away,Ernie Clement,676391,776948,"Clement, Ernie",R,268.0,245.0,60.0,52.0,7.0,0.0,1.0,14.0,30.0,0.2448979591836734,0.2857142857142857,28.6
Toronto Blue Jays,away,Vladimir Guerrero Jr.,665489,776948,"Guerrero Jr., Vladimir",L,108.0,93.0,32.0,21.0,7.0,0.0,4.0,14.0,15.0,0.3440860215053763,0.5483870967741935,26.9
Toronto Blue Jays,away,Vladimir Guerrero Jr.,665489,776948,"Guerrero Jr., Vladimir",R,358.0,299.0,85.0,58.0,16.0,0.0,11.0,50.0,50.0,0.2842809364548495,0.4481605351170568,26.9
Toronto Blue Jays,away,Bo Bichette,666182,776948,"Bichette, Bo",L,106.0,98.0,27.0,16.0,8.0,0.0,3.0,6.0,12.0,0.2755102040816326,0.4489795918367347,26.2
Toronto Blue Jays,away,Bo Bichette,666182,776948,"Bichette, Bo",R,373.0,346.0,104.0,69.0,24.0,1.0,10.0,20.0,63.0,0.3005780346820809,0.4624277456647399,26.2
Toronto Blue Jays,away,Addison Barger,680718,776948,"Barger, Addison",L,60.0,56.0,12.0,6.0,4.0,1.0,1.0,4.0,20.0,0.2142857142857142,0.375,27.7
Toronto Blue Jays,away,Addison Barger,680718,776948,"Barger, Addison",R,255.0,239.0,67.0,32.0,21.0,0.0,14.0,14.0,59.0,0.2803347280334728,0.5439330543933054,27.7
Toronto Blue Jays,away,Davis Schneider,676914,776948,"Schneider, Davis",L,72.0,56.0,13.0,7.0,3.0,0.0,3.0,15.0,20.0,0.2321428571428571,0.4464285714285714,27.7
Toronto Blue Jays,away,Davis Schneider,676914,776948,"Schneider, Davis",R,44.0,36.0,8.0,6.0,0.0,0.0,2.0,7.0,11.0,0.2222222222222222,0.3888888888888889,27.7
Toronto Blue Jays,away,Will Wagner,695238,776948,"Wagner, Will",L,16.0,14.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.1428571428571428,0.2142857142857142,26.7
Toronto Blue Jays,away,Will Wagner,695238,776948,"Wagner, Will",R,114.0,93.0,25.0,19.0,6.0,0.0,0.0,15.0,21.0,0.2688172043010752,0.3333333333333333,26.7
Toronto Blue Jays,away,Myles Straw,664702,776948,"Straw, Myles",L,103.0,94.0,27.0,20.0,7.0,0.0,0.0,6.0,16.0,0.2872340425531915,0.3617021276595745,29.3
Toronto Blue Jays,away,Myles Straw,664702,776948,"Straw, Myles",R,109.0,92.0,19.0,15.0,3.0,0.0,1.0,7.0,15.0,0.2065217391304347,0.2717391304347826,29.3
Toronto Blue Jays,away,Ali Sánchez,645305,776948,"Sánchez, Ali",L,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,25.4
Toronto Blue Jays,away,Ali Sánchez,645305,776948,"Sánchez, Ali",R,14.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.1428571428571428,0.2142857142857142,25.4
Detroit Tigers,home,Colt Keith,690993,776940,"Keith, Colt",L,44.0,38.0,6.0,5.0,1.0,0.0,0.0,3.0,12.0,0.1578947368421052,0.1842105263157894,28.0
Detroit Tigers,home,Colt Keith,690993,776940,"Keith, Colt",R,286.0,248.0,65.0,40.0,15.0,2.0,8.0,35.0,56.0,0.2620967741935484,0.4354838709677419,28.0
Detroit Tigers,home,Gleyber Torres,650402,776940,"Torres, Gleyber",L,105.0,85.0,23.0,12.0,8.0,0.0,3.0,18.0,8.0,0.2705882352941176,0.4705882352941176,26.1
Detroit Tigers,home,Gleyber Torres,650402,776940,"Torres, Gleyber",R,305.0,255.0,73.0,56.0,9.0,0.0,8.0,41.0,47.0,0.2862745098039215,0.4156862745098039,26.1
Detroit Tigers,home,Kerry Carpenter,681481,776940,"Carpenter, Kerry",L,40.0,39.0,9.0,5.0,2.0,0.0,2.0,0.0,11.0,0.2307692307692307,0.4358974358974359,26.7
Detroit Tigers,home,Kerry Carpenter,681481,776940,"Carpenter, Kerry",R,248.0,231.0,62.0,35.0,11.0,2.0,14.0,11.0,51.0,0.2683982683982684,0.5151515151515151,26.7
