team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Pittsburgh Pirates,home,Ronny Simon,682927,776610,"Simon, Ronny",L,14.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.1666666666666666,0.1666666666666666,28.6
Pittsburgh Pirates,home,Ronny Simon,682927,776610,"Simon, Ronny",R,66.0,55.0,13.0,11.0,2.0,0.0,0.0,7.0,11.0,0.2363636363636363,0.2727272727272727,28.6
Pittsburgh Pirates,home,Nick Gonzales,693304,776610,"Gonzales, Nick",L,64.0,58.0,15.0,9.0,3.0,1.0,2.0,5.0,11.0,0.2586206896551724,0.4482758620689655,28.9
Pittsburgh Pirates,home,Nick Gonzales,693304,776610,"Gonzales, Nick",R,218.0,196.0,58.0,47.0,7.0,1.0,3.0,13.0,38.0,0.2959183673469387,0.3877551020408163,28.9
Pittsburgh Pirates,home,Bryan Reynolds,668804,776610,"Reynolds, Bryan",L,131.0,118.0,29.0,15.0,8.0,0.0,6.0,11.0,41.0,0.2457627118644068,0.4661016949152542,28.0
Pittsburgh Pirates,home,Bryan Reynolds,668804,776610,"Reynolds, Bryan",R,393.0,358.0,89.0,56.0,23.0,3.0,7.0,30.0,100.0,0.2486033519553072,0.388268156424581,28.0
Pittsburgh Pirates,home,Spencer Horwitz,687462,776610,"Horwitz, Spencer",L,39.0,35.0,6.0,4.0,1.0,0.0,1.0,4.0,13.0,0.1714285714285714,0.2857142857142857,25.3
Pittsburgh Pirates,home,Spencer Horwitz,687462,776610,"Horwitz, Spencer",R,263.0,239.0,65.0,43.0,17.0,0.0,5.0,23.0,47.0,0.2719665271966527,0.405857740585774,25.3
Pittsburgh Pirates,home,Andrew McCutchen,457705,776610,"McCutchen, Andrew",L,120.0,107.0,30.0,21.0,6.0,0.0,3.0,12.0,29.0,0.2803738317757009,0.4205607476635514,27.1
Pittsburgh Pirates,home,Andrew McCutchen,457705,776610,"McCutchen, Andrew",R,327.0,278.0,64.0,42.0,13.0,0.0,9.0,38.0,68.0,0.2302158273381295,0.3741007194244604,27.1
Pittsburgh Pirates,home,Jack Suwinski,669261,776610,"Suwinski, Jack",L,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.5
Pittsburgh Pirates,home,Jack Suwinski,669261,776610,"Suwinski, Jack",R,127.0,102.0,14.0,8.0,3.0,0.0,3.0,22.0,41.0,0.1372549019607843,0.2549019607843137,28.5
Pittsburgh Pirates,home,Jared Triolo,669707,776610,"Triolo, Jared",L,79.0,66.0,17.0,9.0,5.0,1.0,2.0,9.0,13.0,0.2575757575757575,0.4545454545454545,28.7
Pittsburgh Pirates,home,Jared Triolo,669707,776610,"Triolo, Jared",R,158.0,133.0,25.0,18.0,5.0,0.0,2.0,18.0,32.0,0.18796992481203,0.2706766917293233,28.7
Pittsburgh Pirates,home,Henry Davis,680779,776610,"Davis, Henry",L,47.0,43.0,7.0,4.0,0.0,0.0,3.0,4.0,11.0,0.1627906976744186,0.3720930232558139,28.2
Pittsburgh Pirates,home,Henry Davis,680779,776610,"Davis, Henry",R,171.0,147.0,27.0,18.0,7.0,0.0,2.0,16.0,43.0,0.1836734693877551,0.272108843537415,28.2
Pittsburgh Pirates,home,Isiah Kiner-Falefa,643396,776610,"Kiner-Falefa, Isiah",L,98.0,92.0,22.0,20.0,1.0,0.0,1.0,3.0,14.0,0.2391304347826087,0.2826086956521739,27.3
Pittsburgh Pirates,home,Isiah Kiner-Falefa,643396,776610,"Kiner-Falefa, Isiah",R,307.0,277.0,78.0,59.0,17.0,2.0,0.0,18.0,49.0,0.2815884476534296,0.3574007220216607,27.3
Colorado Rockies,away,Tyler Freeman,671289,776610,"Freeman, Tyler",L,89.0,83.0,22.0,15.0,6.0,0.0,1.0,5.0,10.0,0.2650602409638554,0.3734939759036144,28.4
Colorado Rockies,away,Tyler Freeman,671289,776610,"Freeman, Tyler",R,231.0,195.0,59.0,45.0,11.0,2.0,1.0,30.0,22.0,0.3025641025641025,0.3948717948717948,28.4
Colorado Rockies,away,Mickey Moniak,666160,776610,"Moniak, Mickey",L,48.0,43.0,10.0,7.0,2.0,0.0,1.0,4.0,13.0,0.2325581395348837,0.3488372093023256,28.4
Colorado Rockies,away,Mickey Moniak,666160,776610,"Moniak, Mickey",R,310.0,291.0,77.0,42.0,12.0,6.0,17.0,15.0,74.0,0.2646048109965636,0.5223367697594502,28.4
Colorado Rockies,away,Hunter Goodman,696100,776610,"Goodman, Hunter",L,118.0,107.0,28.0,12.0,8.0,0.0,8.0,9.0,29.0,0.2616822429906542,0.5607476635514018,27.4
Colorado Rockies,away,Hunter Goodman,696100,776610,"Goodman, Hunter",R,342.0,315.0,89.0,54.0,14.0,4.0,17.0,23.0,91.0,0.2825396825396825,0.5142857142857142,27.4
Colorado Rockies,away,Jordan Beck,687597,776610,"Beck, Jordan",L,116.0,107.0,34.0,20.0,8.0,1.0,5.0,9.0,32.0,0.3177570093457944,0.5514018691588785,28.7
Colorado Rockies,away,Jordan Beck,687597,776610,"Beck, Jordan",R,353.0,316.0,84.0,56.0,15.0,4.0,9.0,31.0,98.0,0.2658227848101265,0.4240506329113924,28.7
Colorado Rockies,away,Brenton Doyle,686668,776610,"Doyle, Brenton",L,114.0,101.0,34.0,23.0,5.0,1.0,5.0,10.0,21.0,0.3366336633663366,0.5544554455445545,29.5
Colorado Rockies,away,Brenton Doyle,686668,776610,"Doyle, Brenton",R,313.0,291.0,64.0,43.0,11.0,1.0,9.0,16.0,84.0,0.2199312714776632,0.3573883161512027,29.5
Colorado Rockies,away,Ezequiel Tovar,678662,776610,"Tovar, Ezequiel",L,68.0,62.0,18.0,13.0,3.0,0.0,2.0,5.0,19.0,0.2903225806451613,0.4354838709677419,27.6
Colorado Rockies,away,Ezequiel Tovar,678662,776610,"Tovar, Ezequiel",R,197.0,184.0,48.0,27.0,13.0,3.0,5.0,8.0,44.0,0.2608695652173913,0.4456521739130434,27.6
Colorado Rockies,away,Warming Bernabel,682653,776610,"Bernabel, Warming",L,22.0,22.0,7.0,6.0,0.0,0.0,1.0,0.0,2.0,0.3181818181818182,0.4545454545454545,28.5
Colorado Rockies,away,Warming Bernabel,682653,776610,"Bernabel, Warming",R,77.0,70.0,21.0,10.0,7.0,1.0,3.0,4.0,11.0,0.3,0.5571428571428572,28.5
Colorado Rockies,away,Kyle Karros,691720,776610,"Karros, Kyle",L,12.0,10.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.3,27.5
Colorado Rockies,away,Kyle Karros,691720,776610,"Karros, Kyle",R,39.0,33.0,10.0,7.0,2.0,0.0,1.0,6.0,10.0,0.303030303030303,0.4545454545454545,27.5
Colorado Rockies,away,Braxton Fulford,690924,776610,"Fulford, Braxton",L,27.0,26.0,8.0,5.0,2.0,1.0,0.0,1.0,6.0,0.3076923076923077,0.4615384615384615,28.8
Colorado Rockies,away,Braxton Fulford,690924,776610,"Fulford, Braxton",R,51.0,44.0,8.0,6.0,1.0,0.0,1.0,4.0,19.0,0.1818181818181818,0.2727272727272727,28.8
Tampa Bay Rays,home,Chandler Simpson,802415,776606,"Simpson, Chandler",L,74.0,68.0,22.0,22.0,0.0,0.0,0.0,4.0,7.0,0.3235294117647059,0.3235294117647059,29.8
Tampa Bay Rays,home,Chandler Simpson,802415,776606,"Simpson, Chandler",R,241.0,220.0,67.0,54.0,11.0,2.0,0.0,13.0,24.0,0.3045454545454545,0.3727272727272727,29.8
Tampa Bay Rays,home,Junior Caminero,691406,776606,"Caminero, Junior",L,148.0,132.0,32.0,18.0,4.0,0.0,10.0,10.0,29.0,0.2424242424242424,0.5,26.6
Tampa Bay Rays,home,Junior Caminero,691406,776606,"Caminero, Junior",R,373.0,337.0,91.0,48.0,17.0,0.0,26.0,22.0,76.0,0.2700296735905044,0.5519287833827893,26.6
