team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Miami Marlins,home,Otto Lopez,672640,777652,"Lopez, Otto",2025.0,26.0,159.0,176.0,37.0,26.0,7.0,0.0,4.0,23.0,16.0,13.1,9.1,0.233,0.352,0.307,0.659,0.278,0.458,0.294,0.349,28.4
Miami Marlins,home,Agustín Ramírez,682663,777652,"Ramírez, Agustín",2025.0,23.0,142.0,155.0,35.0,17.0,11.0,0.0,7.0,24.0,13.0,15.5,8.4,0.246,0.472,0.31,0.782,0.278,0.478,0.34,0.352,26.6
Miami Marlins,home,Connor Norby,681393,777652,"Norby, Connor",2025.0,25.0,143.0,151.0,36.0,23.0,9.0,1.0,3.0,45.0,5.0,29.8,3.3,0.252,0.392,0.291,0.683,0.219,0.418,0.301,0.292,28.8
Miami Marlins,home,Eric Wagaman,676572,777652,"Wagaman, Eric",2025.0,27.0,205.0,222.0,51.0,34.0,12.0,1.0,4.0,38.0,15.0,17.1,6.8,0.249,0.376,0.297,0.673,0.284,0.46,0.296,0.341,27.0
Miami Marlins,home,Heriberto Hernandez,681715,777652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Marlins,home,Dane Myers,667472,777652,"Myers, Dane",2025.0,29.0,95.0,102.0,29.0,22.0,4.0,0.0,3.0,23.0,7.0,22.5,6.9,0.305,0.442,0.353,0.795,0.317,0.503,0.35,0.374,28.2
Miami Marlins,home,Nick Fortes,663743,777652,"Fortes, Nick",2025.0,28.0,62.0,69.0,11.0,7.0,2.0,1.0,1.0,11.0,5.0,15.9,7.2,0.177,0.29,0.25,0.54,0.221,0.358,0.245,0.287,26.3
Miami Marlins,home,Javier Sanoja,691594,777652,"Sanoja, Javier",2025.0,22.0,124.0,139.0,30.0,21.0,8.0,0.0,1.0,22.0,10.0,15.8,7.2,0.242,0.331,0.292,0.623,0.262,0.35,0.276,0.292,27.6
Miami Marlins,home,Jack Winkler,676466,777652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colorado Rockies,away,Jordan Beck,687597,777652,"Beck, Jordan",2025.0,24.0,181.0,198.0,46.0,26.0,8.0,4.0,8.0,58.0,14.0,29.3,7.1,0.254,0.475,0.313,0.788,0.248,0.472,0.341,0.338,28.6
