team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
New York Yankees,home,Trent Grisham,663757,776570,"Grisham, Trent",L,124,103,20,15,1,0,4,17,30,0.1941747572815534,0.3203883495145631,26.8
New York Yankees,home,Trent Grisham,663757,776570,"Grisham, Trent",R,337,279,78,48,8,1,21,48,67,0.2795698924731182,0.5412186379928315,26.8
New York Yankees,home,Ben Rice,700250,776570,"Rice, Ben",L,90,79,16,5,5,1,5,7,23,0.2025316455696202,0.4810126582278481,27.6
New York Yankees,home,Ben Rice,700250,776570,"Rice, Ben",R,334,284,72,38,16,2,16,48,60,0.2535211267605634,0.4929577464788732,27.6
New York Yankees,home,Aaron Judge,592450,776570,"Judge, Aaron",L,104,91,27,10,6,0,11,12,30,0.2967032967032967,0.7252747252747253,26.9
New York Yankees,home,Aaron Judge,592450,776570,"Judge, Aaron",R,408,348,115,63,21,2,29,53,108,0.3304597701149425,0.6522988505747126,26.9
New York Yankees,home,Cody Bellinger,641355,776570,"Bellinger, Cody",L,135,121,44,28,7,2,7,10,11,0.3636363636363636,0.628099173553719,28.3
New York Yankees,home,Cody Bellinger,641355,776570,"Bellinger, Cody",R,386,347,86,52,14,3,17,29,55,0.2478386167146974,0.4524495677233429,28.3
New York Yankees,home,Jazz Chisholm Jr.,665862,776570,"Chisholm Jr., Jazz",L,110,95,22,18,2,0,2,11,30,0.231578947368421,0.3157894736842105,27.7
New York Yankees,home,Jazz Chisholm Jr.,665862,776570,"Chisholm Jr., Jazz",R,303,256,64,30,10,1,23,40,85,0.25,0.56640625,27.7
New York Yankees,home,Jasson Domínguez,691176,776570,"Domínguez, Jasson",L,102,87,18,12,5,0,1,10,33,0.2068965517241379,0.2988505747126437,28.7
New York Yankees,home,Jasson Domínguez,691176,776570,"Domínguez, Jasson",R,299,263,73,52,11,1,9,30,76,0.2775665399239543,0.4296577946768061,28.7
New York Yankees,home,Anthony Volpe,683011,776570,"Volpe, Anthony",L,146,129,34,20,9,1,4,13,33,0.2635658914728682,0.4418604651162791,28.4
