team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Cleveland Guardians,home,Steven Kwan,680757,777068,"Kwan, Steven",L,140.0,124.0,32.0,26.0,6.0,0.0,0.0,9.0,14.0,0.2580645161290322,0.3064516129032258,26.9
Cleveland Guardians,home,Steven Kwan,680757,777068,"Kwan, Steven",R,267.0,233.0,71.0,50.0,14.0,1.0,6.0,26.0,20.0,0.3047210300429184,0.4506437768240343,26.9
Cleveland Guardians,home,Angel Martínez,682657,777068,"Martínez, Angel",L,100.0,89.0,28.0,17.0,7.0,0.0,4.0,6.0,23.0,0.3146067415730337,0.5280898876404494,27.6
Cleveland Guardians,home,Angel Martínez,682657,777068,"Martínez, Angel",R,198.0,187.0,41.0,25.0,10.0,1.0,5.0,4.0,42.0,0.2192513368983957,0.3636363636363636,27.6
Cleveland Guardians,home,José Ramírez,608070,777068,"Ramírez, José",L,120.0,111.0,38.0,25.0,8.0,1.0,4.0,7.0,11.0,0.3423423423423423,0.5405405405405406,28.4
Cleveland Guardians,home,José Ramírez,608070,777068,"Ramírez, José",R,271.0,240.0,67.0,41.0,10.0,1.0,15.0,23.0,34.0,0.2791666666666667,0.5166666666666667,28.4
Cleveland Guardians,home,Kyle Manzardo,700932,777068,"Manzardo, Kyle",L,53.0,46.0,9.0,2.0,2.0,1.0,4.0,5.0,13.0,0.1956521739130435,0.5434782608695652,25.4
Cleveland Guardians,home,Kyle Manzardo,700932,777068,"Manzardo, Kyle",R,251.0,224.0,49.0,28.0,9.0,1.0,11.0,24.0,63.0,0.21875,0.4151785714285714,25.4
Cleveland Guardians,home,Carlos Santana,467793,777068,"Santana, Carlos",L,115.0,99.0,24.0,18.0,2.0,0.0,4.0,12.0,17.0,0.2424242424242424,0.3838383838383838,25.4
Cleveland Guardians,home,Carlos Santana,467793,777068,"Santana, Carlos",R,260.0,217.0,49.0,37.0,5.0,0.0,7.0,35.0,52.0,0.2258064516129032,0.3456221198156682,25.4
Cleveland Guardians,home,Nolan Jones,666134,777068,"Jones, Nolan",L,51.0,43.0,8.0,7.0,1.0,0.0,0.0,7.0,17.0,0.1860465116279069,0.2093023255813953,27.5
Cleveland Guardians,home,Nolan Jones,666134,777068,"Jones, Nolan",R,224.0,193.0,46.0,32.0,9.0,2.0,3.0,24.0,54.0,0.238341968911917,0.3523316062176165,27.5
Cleveland Guardians,home,Daniel Schneemann,682177,777068,"Schneemann, Daniel",L,39.0,34.0,6.0,5.0,1.0,0.0,0.0,4.0,13.0,0.1764705882352941,0.2058823529411764,28.0
Cleveland Guardians,home,Daniel Schneemann,682177,777068,"Schneemann, Daniel",R,204.0,181.0,41.0,23.0,9.0,0.0,9.0,19.0,49.0,0.2265193370165746,0.425414364640884,28.0
Cleveland Guardians,home,Brayan Rocchio,677587,777068,"Rocchio, Brayan",L,56.0,46.0,8.0,5.0,3.0,0.0,0.0,5.0,16.0,0.1739130434782608,0.2391304347826087,26.8
Cleveland Guardians,home,Brayan Rocchio,677587,777068,"Rocchio, Brayan",R,97.0,88.0,19.0,11.0,7.0,0.0,1.0,6.0,13.0,0.2159090909090909,0.3295454545454545,26.8
Cleveland Guardians,home,Bo Naylor,666310,777068,"Naylor, Bo",L,57.0,49.0,9.0,7.0,1.0,0.0,1.0,5.0,8.0,0.1836734693877551,0.2653061224489796,27.2
Cleveland Guardians,home,Bo Naylor,666310,777068,"Naylor, Bo",R,194.0,164.0,27.0,10.0,8.0,1.0,8.0,26.0,60.0,0.1646341463414634,0.3719512195121951,27.2
Baltimore Orioles,away,Jackson Holliday,702616,777068,"Holliday, Jackson",L,97.0,91.0,22.0,16.0,4.0,0.0,2.0,6.0,31.0,0.2417582417582417,0.3516483516483517,28.6
Baltimore Orioles,away,Jackson Holliday,702616,777068,"Holliday, Jackson",R,290.0,266.0,71.0,48.0,10.0,2.0,11.0,20.0,63.0,0.2669172932330827,0.4436090225563909,28.6
