team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Washington Nationals,home,Luis García Jr.,671277,776708,"García Jr., Luis",L,87.0,77.0,14.0,11.0,3.0,0.0,0.0,6.0,14.0,0.1818181818181818,0.2207792207792207,26.5
Washington Nationals,home,Luis García Jr.,671277,776708,"García Jr., Luis",R,326.0,297.0,84.0,53.0,21.0,1.0,9.0,18.0,46.0,0.2828282828282828,0.4511784511784512,26.5
Washington Nationals,home,CJ Abrams,682928,776708,"Abrams, CJ",L,145.0,134.0,36.0,26.0,5.0,1.0,4.0,11.0,31.0,0.2686567164179104,0.4104477611940298,28.2
Washington Nationals,home,CJ Abrams,682928,776708,"Abrams, CJ",R,338.0,299.0,80.0,43.0,21.0,4.0,12.0,30.0,53.0,0.2675585284280936,0.4849498327759197,28.2
Washington Nationals,home,Paul DeJong,657557,776708,"DeJong, Paul",L,43.0,40.0,9.0,2.0,2.0,0.0,5.0,3.0,15.0,0.225,0.65,26.4
Washington Nationals,home,Paul DeJong,657557,776708,"DeJong, Paul",R,89.0,82.0,22.0,17.0,5.0,0.0,0.0,6.0,22.0,0.2682926829268293,0.3292682926829268,26.4
Washington Nationals,home,Daylen Lile,695734,776708,"Lile, Daylen",L,43.0,41.0,10.0,8.0,1.0,0.0,1.0,2.0,12.0,0.2439024390243902,0.3414634146341463,28.9
Washington Nationals,home,Daylen Lile,695734,776708,"Lile, Daylen",R,175.0,154.0,41.0,25.0,10.0,4.0,2.0,12.0,26.0,0.2662337662337662,0.422077922077922,28.9
Washington Nationals,home,Dylan Crews,686611,776708,"Crews, Dylan",L,46.0,43.0,8.0,7.0,1.0,0.0,0.0,3.0,15.0,0.1860465116279069,0.2093023255813953,29.4
Washington Nationals,home,Dylan Crews,686611,776708,"Crews, Dylan",R,138.0,122.0,25.0,16.0,1.0,1.0,7.0,14.0,35.0,0.2049180327868852,0.4016393442622951,29.4
Washington Nationals,home,José Tena,677588,776708,"Tena, José",L,16.0,13.0,5.0,2.0,3.0,0.0,0.0,2.0,2.0,0.3846153846153846,0.6153846153846154,27.7
Washington Nationals,home,José Tena,677588,776708,"Tena, José",R,149.0,133.0,31.0,20.0,9.0,2.0,0.0,14.0,33.0,0.2330827067669172,0.3308270676691729,27.7
Washington Nationals,home,Drew Millas,686452,776708,"Millas, Drew",L,11.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.2,0.3,27.5
Washington Nationals,home,Drew Millas,686452,776708,"Millas, Drew",R,33.0,29.0,11.0,8.0,3.0,0.0,0.0,2.0,1.0,0.3793103448275862,0.4827586206896552,27.5
Washington Nationals,home,Brady House,691781,776708,"House, Brady",L,52.0,50.0,9.0,6.0,3.0,0.0,0.0,1.0,19.0,0.18,0.24,27.7
Washington Nationals,home,Brady House,691781,776708,"House, Brady",R,120.0,113.0,31.0,25.0,4.0,0.0,2.0,4.0,26.0,0.2743362831858407,0.3628318584070796,27.7
Washington Nationals,home,Robert Hassell III,690987,776708,"Hassell III, Robert",L,24.0,22.0,7.0,6.0,1.0,0.0,0.0,1.0,6.0,0.3181818181818182,0.3636363636363636,28.4
Washington Nationals,home,Robert Hassell III,690987,776708,"Hassell III, Robert",R,86.0,84.0,19.0,13.0,4.0,0.0,2.0,1.0,22.0,0.2261904761904762,0.3452380952380952,28.4
