team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Toronto Blue Jays,home,Nathan Lukes,664770,777094,"Lukes, Nathan",L,23,17,3,2,1,0,0,3,4,0.1764705882352941,0.2352941176470588,26.7
Toronto Blue Jays,home,Nathan Lukes,664770,777094,"Lukes, Nathan",R,196,164,48,37,6,0,5,23,23,0.2926829268292683,0.4207317073170731,26.7
Toronto Blue Jays,home,George Springer,543807,777094,"Springer, George",L,97,77,16,10,1,0,5,15,18,0.2077922077922078,0.4155844155844156,27.9
Toronto Blue Jays,home,George Springer,543807,777094,"Springer, George",R,262,226,68,41,15,1,11,30,52,0.3008849557522124,0.5221238938053098,27.9
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777094,"Guerrero Jr., Vladimir",L,94,83,27,18,6,0,3,11,14,0.3253012048192771,0.5060240963855421,27.0
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777094,"Guerrero Jr., Vladimir",R,317,263,70,48,13,0,9,45,44,0.2661596958174905,0.4182509505703422,27.0
Toronto Blue Jays,home,Bo Bichette,666182,777094,"Bichette, Bo",L,92,85,22,15,4,0,3,5,12,0.2588235294117647,0.4117647058823529,26.1
Toronto Blue Jays,home,Bo Bichette,666182,777094,"Bichette, Bo",R,332,307,89,58,21,1,9,19,57,0.2899022801302932,0.4527687296416938,26.1
Toronto Blue Jays,home,Addison Barger,680718,777094,"Barger, Addison",L,47,43,9,5,3,0,1,4,15,0.2093023255813953,0.3488372093023256,27.7
Toronto Blue Jays,home,Addison Barger,680718,777094,"Barger, Addison",R,220,205,56,26,18,0,12,13,51,0.2731707317073171,0.5365853658536586,27.7
Toronto Blue Jays,home,Joey Loperfido,694388,777094,"Loperfido, Joey",L,7,6,3,3,0,0,0,1,1,0.5,0.5,27.6
Toronto Blue Jays,home,Joey Loperfido,694388,777094,"Loperfido, Joey",R,12,11,4,2,1,0,1,1,2,0.3636363636363636,0.7272727272727273,27.6
Toronto Blue Jays,home,Ernie Clement,676391,777094,"Clement, Ernie",L,112,101,39,23,12,0,4,7,8,0.3861386138613861,0.6237623762376238,28.6
Toronto Blue Jays,home,Ernie Clement,676391,777094,"Clement, Ernie",R,233,212,51,44,7,0,0,13,27,0.240566037735849,0.2735849056603773,28.6
Toronto Blue Jays,home,Will Wagner,695238,777094,"Wagner, Will",L,14,12,2,1,1,0,0,1,4,0.1666666666666666,0.25,26.5
Toronto Blue Jays,home,Will Wagner,695238,777094,"Wagner, Will",R,89,72,18,13,5,0,0,13,17,0.25,0.3194444444444444,26.5
Toronto Blue Jays,home,Tyler Heineman,623168,777094,"Heineman, Tyler",L,34,30,13,9,3,0,1,2,5,0.4333333333333333,0.6333333333333333,26.6
Toronto Blue Jays,home,Tyler Heineman,623168,777094,"Heineman, Tyler",R,60,51,14,11,2,0,1,6,13,0.2745098039215686,0.3725490196078431,26.6
San Francisco Giants,away,Heliot Ramos,671218,777094,"Ramos, Heliot",L,107,95,23,12,8,0,3,10,31,0.2421052631578947,0.4210526315789473,27.4
San Francisco Giants,away,Heliot Ramos,671218,777094,"Ramos, Heliot",R,308,272,75,54,9,1,11,31,69,0.2757352941176471,0.4375,27.4
San Francisco Giants,away,Rafael Devers,646240,777094,"Devers, Rafael",L,153,133,37,23,9,0,5,16,39,0.2781954887218045,0.4586466165413533,25.4
San Francisco Giants,away,Rafael Devers,646240,777094,"Devers, Rafael",R,288,229,57,30,15,0,12,53,71,0.2489082969432314,0.4716157205240174,25.4
San Francisco Giants,away,Wilmer Flores,527038,777094,"Flores, Wilmer",L,92,85,20,15,2,0,3,6,17,0.2352941176470588,0.3647058823529411,24.4
San Francisco Giants,away,Wilmer Flores,527038,777094,"Flores, Wilmer",R,256,218,56,42,6,0,8,29,42,0.2568807339449541,0.3944954128440367,24.4
San Francisco Giants,away,Matt Chapman,656305,777094,"Chapman, Matt",L,69,58,16,12,3,0,1,11,11,0.2758620689655172,0.3793103448275862,28.2
San Francisco Giants,away,Matt Chapman,656305,777094,"Chapman, Matt",R,243,207,46,25,10,0,11,34,63,0.2222222222222222,0.429951690821256,28.2
San Francisco Giants,away,Willy Adames,642715,777094,"Adames, Willy",L,108,96,15,9,2,1,3,9,33,0.15625,0.2916666666666667,27.8
San Francisco Giants,away,Willy Adames,642715,777094,"Adames, Willy",R,302,258,64,42,12,1,9,36,75,0.2480620155038759,0.4069767441860465,27.8
San Francisco Giants,away,Casey Schmitt,669477,777094,"Schmitt, Casey",L,52,44,10,8,2,0,0,7,13,0.2272727272727272,0.2727272727272727,27.3
San Francisco Giants,away,Casey Schmitt,669477,777094,"Schmitt, Casey",R,87,75,21,14,3,0,4,9,22,0.28,0.48,27.3
San Francisco Giants,away,Jung Hoo Lee,808982,777094,"Lee, Jung Hoo",L,99,91,24,15,3,3,3,7,20,0.2637362637362637,0.4615384615384615,28.1
San Francisco Giants,away,Jung Hoo Lee,808982,777094,"Lee, Jung Hoo",R,290,252,63,39,16,5,3,29,24,0.25,0.3888888888888889,28.1
San Francisco Giants,away,Luis Matos,682641,777094,"Matos, Luis",L,51,49,7,1,2,0,4,1,12,0.1428571428571428,0.4285714285714285,27.5
San Francisco Giants,away,Luis Matos,682641,777094,"Matos, Luis",R,48,44,9,5,3,0,1,4,5,0.2045454545454545,0.3409090909090909,27.5
San Francisco Giants,away,Patrick Bailey,672275,777094,"Bailey, Patrick",L,65,61,12,8,2,2,0,3,23,0.1967213114754098,0.2950819672131147,25.6
San Francisco Giants,away,Patrick Bailey,672275,777094,"Bailey, Patrick",R,189,163,35,24,9,0,2,18,56,0.2147239263803681,0.3067484662576687,25.6
New York Mets,home,Brandon Nimmo,607043,777092,"Nimmo, Brandon",L,115,103,27,19,3,0,5,10,25,0.2621359223300971,0.4368932038834951,27.3
New York Mets,home,Brandon Nimmo,607043,777092,"Nimmo, Brandon",R,271,244,65,37,15,0,13,23,49,0.2663934426229508,0.4877049180327868,27.3
New York Mets,home,Francisco Lindor,596019,777092,"Lindor, Francisco",L,117,106,25,17,4,0,4,9,18,0.2358490566037736,0.3867924528301887,27.3
New York Mets,home,Francisco Lindor,596019,777092,"Lindor, Francisco",R,316,277,74,45,14,0,15,32,58,0.2671480144404332,0.4801444043321299,27.3
New York Mets,home,Juan Soto,665742,777092,"Soto, Juan",L,131,104,27,18,4,0,5,21,35,0.2596153846153846,0.4423076923076923,26.0
New York Mets,home,Juan Soto,665742,777092,"Soto, Juan",R,289,229,63,33,11,0,19,49,44,0.2751091703056768,0.5720524017467249,26.0
New York Mets,home,Pete Alonso,624413,777092,"Alonso, Pete",L,110,96,20,8,7,0,5,13,31,0.2083333333333333,0.4375,25.7
New York Mets,home,Pete Alonso,624413,777092,"Alonso, Pete",R,313,268,81,45,19,1,16,41,66,0.3022388059701492,0.5597014925373134,25.7
New York Mets,home,Mark Vientos,668901,777092,"Vientos, Mark",L,67,64,12,7,3,1,1,2,12,0.1875,0.3125,26.0
New York Mets,home,Mark Vientos,668901,777092,"Vientos, Mark",R,191,171,40,27,7,1,5,17,52,0.2339181286549707,0.3742690058479532,26.0
New York Mets,home,Jeff McNeil,643446,777092,"McNeil, Jeff",L,38,34,10,8,0,2,0,4,5,0.2941176470588235,0.4117647058823529,26.0
New York Mets,home,Jeff McNeil,643446,777092,"McNeil, Jeff",R,192,164,41,23,7,2,9,22,20,0.25,0.4817073170731707,26.0
New York Mets,home,Ronny Mauricio,677595,777092,"Mauricio, Ronny",L,27,24,3,3,0,0,0,2,9,0.125,0.125,25.8
New York Mets,home,Ronny Mauricio,677595,777092,"Mauricio, Ronny",R,79,72,19,11,4,0,4,7,21,0.2638888888888889,0.4861111111111111,25.8
New York Mets,home,Brett Baty,683146,777092,"Baty, Brett",L,35,32,6,6,0,0,0,3,6,0.1875,0.1875,27.2
New York Mets,home,Brett Baty,683146,777092,"Baty, Brett",R,208,185,45,26,8,2,9,15,54,0.2432432432432432,0.4540540540540541,27.2
New York Mets,home,Luis Torrens,620443,777092,"Torrens, Luis",L,45,42,10,5,4,1,0,3,11,0.238095238095238,0.3809523809523809,26.7
New York Mets,home,Luis Torrens,620443,777092,"Torrens, Luis",R,151,135,28,20,6,0,2,14,35,0.2074074074074074,0.2962962962962963,26.7
Cincinnati Reds,away,TJ Friedl,670770,777092,"Friedl, TJ",L,117,98,25,20,1,1,3,14,19,0.2551020408163265,0.3775510204081632,26.8
