team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba
Philadelphia Phillies,home,Johan Rojas,679032,777953,"Rojas, Johan",2025.0,24.0,74.0,84.0,21.0,17.0,2.0,1.0,1.0,24.0,6.0,28.6,7.1,0.284,0.378,0.329,0.707,0.227,0.304,0.313,0.261
St. Louis Cardinals,away,Lars Nootbaar,663457,777953,"Nootbaar, Lars",2025.0,27.0,156.0,187.0,38.0,23.0,9.0,0.0,6.0,28.0,30.0,15.0,16.0,0.244,0.417,0.369,0.786,0.274,0.473,0.35,0.377
St. Louis Cardinals,away,Masyn Winn,691026,777953,"Winn, Masyn",2025.0,23.0,103.0,118.0,26.0,17.0,6.0,0.0,3.0,30.0,12.0,25.4,10.2,0.252,0.398,0.339,0.737,0.235,0.351,0.33,0.303
St. Louis Cardinals,away,Brendan Donovan,680977,777953,"Donovan, Brendan",2025.0,28.0,151.0,168.0,48.0,33.0,12.0,0.0,3.0,17.0,13.0,10.1,7.7,0.318,0.457,0.377,0.834,0.335,0.519,0.369,0.399
St. Louis Cardinals,away,Nolan Arenado,571448,777953,"Arenado, Nolan",2025.0,34.0,141.0,159.0,38.0,24.0,10.0,0.0,4.0,17.0,16.0,10.7,10.1,0.27,0.426,0.352,0.778,0.259,0.365,0.34,0.311
St. Louis Cardinals,away,Willson Contreras,575929,777953,"Contreras, Willson",2025.0,33.0,149.0,171.0,38.0,26.0,6.0,0.0,6.0,42.0,15.0,24.6,8.8,0.255,0.416,0.347,0.763,0.277,0.493,0.34,0.371
St. Louis Cardinals,away,Iván Herrera,671056,777953,"Herrera, Iván",2025.0,25.0,28.0,33.0,10.0,3.0,3.0,0.0,4.0,7.0,4.0,21.2,12.1,0.357,0.893,0.424,1.317,0.315,0.779,0.534,0.478
St. Louis Cardinals,away,Pedro Pagés,686780,777953,"Pagés, Pedro",2025.0,26.0,98.0,105.0,24.0,14.0,8.0,0.0,2.0,23.0,5.0,21.9,4.8,0.245,0.388,0.286,0.674,0.23,0.341,0.296,0.272
St. Louis Cardinals,away,Jordan Walker,691023,777953,"Walker, Jordan",2025.0,23.0,118.0,131.0,22.0,18.0,2.0,0.0,2.0,41.0,10.0,31.3,7.6,0.186,0.254,0.26,0.514,0.194,0.307,0.239,0.26
St. Louis Cardinals,away,Jose Barrero,676480,777953,"Barrero, Jose",2025.0,27.0,13.0,14.0,3.0,1.0,1.0,0.0,1.0,5.0,0.0,35.7,0.0,0.231,0.538,0.286,0.824,0.167,0.324,0.356,0.244
New York Mets,home,Francisco Lindor,596019,777950,"Lindor, Francisco",2025.0,31.0,163.0,185.0,49.0,33.0,7.0,0.0,9.0,29.0,13.0,15.7,7.0,0.301,0.509,0.368,0.877,0.289,0.507,0.382,0.377
New York Mets,home,Juan Soto,665742,777950,"Soto, Juan",2025.0,26.0,151.0,183.0,38.0,21.0,9.0,0.0,8.0,29.0,30.0,15.8,16.4,0.252,0.47,0.372,0.842,0.312,0.624,0.367,0.439
