team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Toronto Blue Jays,home,Ernie Clement,676391,777079,"Clement, Ernie",L,112.0,101.0,39.0,23.0,12.0,0.0,4.0,7.0,8.0,0.3861386138613861,0.6237623762376238,28.6
Toronto Blue Jays,home,Ernie Clement,676391,777079,"Clement, Ernie",R,237.0,215.0,52.0,45.0,7.0,0.0,0.0,13.0,27.0,0.241860465116279,0.2744186046511628,28.6
Toronto Blue Jays,home,George Springer,543807,777079,"Springer, George",L,97.0,77.0,16.0,10.0,1.0,0.0,5.0,15.0,18.0,0.2077922077922078,0.4155844155844156,27.9
Toronto Blue Jays,home,George Springer,543807,777079,"Springer, George",R,267.0,230.0,69.0,42.0,15.0,1.0,11.0,31.0,52.0,0.3,0.5173913043478261,27.9
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777079,"Guerrero Jr., Vladimir",L,94.0,83.0,27.0,18.0,6.0,0.0,3.0,11.0,14.0,0.3253012048192771,0.5060240963855421,27.0
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777079,"Guerrero Jr., Vladimir",R,321.0,267.0,71.0,49.0,13.0,0.0,9.0,45.0,44.0,0.2659176029962546,0.4157303370786517,27.0
Toronto Blue Jays,home,Bo Bichette,666182,777079,"Bichette, Bo",L,92.0,85.0,22.0,15.0,4.0,0.0,3.0,5.0,12.0,0.2588235294117647,0.4117647058823529,26.1
Toronto Blue Jays,home,Bo Bichette,666182,777079,"Bichette, Bo",R,336.0,310.0,90.0,59.0,21.0,1.0,9.0,19.0,58.0,0.2903225806451613,0.4516129032258064,26.1
Toronto Blue Jays,home,Alejandro Kirk,672386,777079,"Kirk, Alejandro",L,86.0,77.0,22.0,19.0,2.0,0.0,1.0,7.0,12.0,0.2857142857142857,0.3506493506493506,24.0
Toronto Blue Jays,home,Alejandro Kirk,672386,777079,"Kirk, Alejandro",R,235.0,209.0,67.0,54.0,7.0,0.0,6.0,19.0,17.0,0.3205741626794258,0.4401913875598086,24.0
Toronto Blue Jays,home,Addison Barger,680718,777079,"Barger, Addison",L,47.0,43.0,9.0,5.0,3.0,0.0,1.0,4.0,15.0,0.2093023255813953,0.3488372093023256,27.7
Toronto Blue Jays,home,Addison Barger,680718,777079,"Barger, Addison",R,224.0,209.0,60.0,29.0,19.0,0.0,12.0,13.0,51.0,0.2870813397129186,0.5502392344497608,27.7
Toronto Blue Jays,home,Davis Schneider,676914,777079,"Schneider, Davis",L,58.0,47.0,12.0,7.0,2.0,0.0,3.0,10.0,19.0,0.2553191489361702,0.4893617021276595,27.6
Toronto Blue Jays,home,Davis Schneider,676914,777079,"Schneider, Davis",R,35.0,29.0,5.0,3.0,0.0,0.0,2.0,5.0,10.0,0.1724137931034483,0.3793103448275862,27.6
Toronto Blue Jays,home,Leo Jiménez,677870,777079,"Jiménez, Leo",L,10.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.2,0.5,25.6
Toronto Blue Jays,home,Leo Jiménez,677870,777079,"Jiménez, Leo",R,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.6
Toronto Blue Jays,home,Myles Straw,664702,777079,"Straw, Myles",L,88.0,81.0,23.0,17.0,6.0,0.0,0.0,5.0,12.0,0.2839506172839506,0.3580246913580246,29.2
Toronto Blue Jays,home,Myles Straw,664702,777079,"Straw, Myles",R,101.0,87.0,19.0,15.0,3.0,0.0,1.0,6.0,15.0,0.2183908045977011,0.2873563218390804,29.2
San Francisco Giants,away,Jung Hoo Lee,808982,777079,"Lee, Jung Hoo",L,102.0,94.0,24.0,15.0,3.0,3.0,3.0,7.0,20.0,0.2553191489361702,0.4468085106382978,28.1
San Francisco Giants,away,Jung Hoo Lee,808982,777079,"Lee, Jung Hoo",R,290.0,252.0,63.0,39.0,16.0,5.0,3.0,29.0,24.0,0.25,0.3888888888888889,28.1
San Francisco Giants,away,Heliot Ramos,671218,777079,"Ramos, Heliot",L,110.0,97.0,23.0,12.0,8.0,0.0,3.0,10.0,32.0,0.2371134020618556,0.4123711340206185,27.4
San Francisco Giants,away,Heliot Ramos,671218,777079,"Ramos, Heliot",R,309.0,273.0,76.0,55.0,9.0,1.0,11.0,31.0,69.0,0.2783882783882784,0.4395604395604395,27.4
San Francisco Giants,away,Rafael Devers,646240,777079,"Devers, Rafael",L,156.0,136.0,37.0,23.0,9.0,0.0,5.0,16.0,39.0,0.2720588235294117,0.4485294117647059,25.4
San Francisco Giants,away,Rafael Devers,646240,777079,"Devers, Rafael",R,289.0,230.0,57.0,30.0,15.0,0.0,12.0,53.0,72.0,0.2478260869565217,0.4695652173913043,25.4
San Francisco Giants,away,Willy Adames,642715,777079,"Adames, Willy",L,110.0,98.0,16.0,9.0,2.0,1.0,4.0,9.0,34.0,0.1632653061224489,0.3265306122448979,27.9
San Francisco Giants,away,Willy Adames,642715,777079,"Adames, Willy",R,303.0,259.0,65.0,42.0,12.0,1.0,10.0,36.0,75.0,0.2509652509652509,0.4208494208494208,27.9
San Francisco Giants,away,Mike Yastrzemski,573262,777079,"Yastrzemski, Mike",L,72.0,65.0,10.0,7.0,2.0,0.0,1.0,3.0,20.0,0.1538461538461538,0.2307692307692307,26.9
San Francisco Giants,away,Mike Yastrzemski,573262,777079,"Yastrzemski, Mike",R,264.0,223.0,62.0,42.0,12.0,1.0,7.0,37.0,58.0,0.2780269058295964,0.4349775784753363,26.9
San Francisco Giants,away,Matt Chapman,656305,777079,"Chapman, Matt",L,71.0,60.0,16.0,12.0,3.0,0.0,1.0,11.0,13.0,0.2666666666666666,0.3666666666666666,28.2
San Francisco Giants,away,Matt Chapman,656305,777079,"Chapman, Matt",R,244.0,208.0,46.0,25.0,10.0,0.0,11.0,34.0,63.0,0.2211538461538461,0.4278846153846153,28.2
San Francisco Giants,away,Dominic Smith,642086,777079,"Smith, Dominic",L,15.0,14.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.2142857142857142,0.2857142857142857,25.8
San Francisco Giants,away,Dominic Smith,642086,777079,"Smith, Dominic",R,82.0,70.0,17.0,11.0,4.0,0.0,2.0,9.0,17.0,0.2428571428571428,0.3857142857142857,25.8
San Francisco Giants,away,Brett Wisely,689172,777079,"Wisely, Brett",L,7.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.5,27.6
San Francisco Giants,away,Brett Wisely,689172,777079,"Wisely, Brett",R,34.0,30.0,6.0,3.0,2.0,0.0,1.0,2.0,7.0,0.2,0.3666666666666666,27.6
San Francisco Giants,away,Andrew Knizner,668800,777079,"Knizner, Andrew",L,12.0,12.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.25,0.5,25.0
San Francisco Giants,away,Andrew Knizner,668800,777079,"Knizner, Andrew",R,31.0,27.0,3.0,3.0,0.0,0.0,0.0,1.0,5.0,0.1111111111111111,0.1111111111111111,25.0
Tampa Bay Rays,home,Chandler Simpson,802415,777076,"Simpson, Chandler",L,50.0,46.0,15.0,15.0,0.0,0.0,0.0,2.0,4.0,0.3260869565217391,0.3260869565217391,29.9
Tampa Bay Rays,home,Chandler Simpson,802415,777076,"Simpson, Chandler",R,158.0,142.0,46.0,38.0,7.0,1.0,0.0,8.0,15.0,0.323943661971831,0.3873239436619718,29.9
Tampa Bay Rays,home,Ha-Seong Kim,673490,777076,"Kim, Ha-Seong",L,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6
Tampa Bay Rays,home,Ha-Seong Kim,673490,777076,"Kim, Ha-Seong",R,24.0,23.0,7.0,5.0,1.0,0.0,1.0,1.0,6.0,0.3043478260869565,0.4782608695652174,27.6
Tampa Bay Rays,home,Yandy Díaz,650490,777076,"Díaz, Yandy",L,109.0,95.0,22.0,13.0,4.0,0.0,5.0,12.0,8.0,0.231578947368421,0.431578947368421,26.1
Tampa Bay Rays,home,Yandy Díaz,650490,777076,"Díaz, Yandy",R,301.0,272.0,87.0,62.0,14.0,1.0,10.0,20.0,46.0,0.3198529411764705,0.4889705882352941,26.1
Tampa Bay Rays,home,Junior Caminero,691406,777076,"Caminero, Junior",L,104.0,95.0,23.0,13.0,4.0,0.0,6.0,4.0,21.0,0.2421052631578947,0.4736842105263157,26.6
Tampa Bay Rays,home,Junior Caminero,691406,777076,"Caminero, Junior",R,288.0,262.0,71.0,36.0,16.0,0.0,19.0,17.0,56.0,0.2709923664122137,0.549618320610687,26.6
Tampa Bay Rays,home,Christopher Morel,666624,777076,"Morel, Christopher",L,81.0,73.0,14.0,6.0,5.0,0.0,3.0,6.0,29.0,0.1917808219178082,0.3835616438356164,28.1
Tampa Bay Rays,home,Christopher Morel,666624,777076,"Morel, Christopher",R,108.0,96.0,24.0,14.0,6.0,0.0,4.0,11.0,35.0,0.25,0.4375,28.1
Tampa Bay Rays,home,Jake Mangum,663968,777076,"Mangum, Jake",L,68.0,60.0,17.0,15.0,2.0,0.0,0.0,3.0,6.0,0.2833333333333333,0.3166666666666666,28.9
Tampa Bay Rays,home,Jake Mangum,663968,777076,"Mangum, Jake",R,170.0,157.0,51.0,40.0,8.0,1.0,2.0,11.0,24.0,0.3248407643312102,0.4267515923566879,28.9
Tampa Bay Rays,home,Danny Jansen,643376,777076,"Jansen, Danny",L,85.0,65.0,13.0,5.0,4.0,0.0,4.0,17.0,29.0,0.2,0.4461538461538462,26.0
Tampa Bay Rays,home,Danny Jansen,643376,777076,"Jansen, Danny",R,155.0,138.0,30.0,20.0,4.0,0.0,6.0,13.0,31.0,0.217391304347826,0.3768115942028985,26.0
Tampa Bay Rays,home,José Caballero,676609,777076,"Caballero, José",L,83.0,69.0,17.0,10.0,4.0,1.0,2.0,12.0,26.0,0.2463768115942029,0.4202898550724637,28.0
Tampa Bay Rays,home,José Caballero,676609,777076,"Caballero, José",R,161.0,137.0,29.0,21.0,8.0,0.0,0.0,17.0,47.0,0.2116788321167883,0.2700729927007299,28.0
Tampa Bay Rays,home,Taylor Walls,670764,777076,"Walls, Taylor",L,81.0,73.0,20.0,17.0,3.0,0.0,0.0,4.0,16.0,0.273972602739726,0.3150684931506849,28.1
Tampa Bay Rays,home,Taylor Walls,670764,777076,"Walls, Taylor",R,179.0,151.0,29.0,21.0,4.0,1.0,3.0,20.0,37.0,0.1920529801324503,0.2913907284768212,28.1
