team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Pittsburgh Pirates,home,Ronny Simon,682927,776661,"Simon, Ronny",L,13.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0909090909090909,0.0909090909090909,28.6
Pittsburgh Pirates,home,Ronny Simon,682927,776661,"Simon, Ronny",R,63.0,52.0,13.0,11.0,2.0,0.0,0.0,7.0,9.0,0.25,0.2884615384615384,28.6
Pittsburgh Pirates,home,Nick Gonzales,693304,776661,"Gonzales, Nick",L,58.0,53.0,14.0,9.0,2.0,1.0,2.0,4.0,9.0,0.2641509433962264,0.4528301886792453,28.9
Pittsburgh Pirates,home,Nick Gonzales,693304,776661,"Gonzales, Nick",R,211.0,189.0,56.0,45.0,7.0,1.0,3.0,13.0,36.0,0.2962962962962963,0.3915343915343915,28.9
Pittsburgh Pirates,home,Bryan Reynolds,668804,776661,"Reynolds, Bryan",L,126.0,115.0,28.0,15.0,7.0,0.0,6.0,9.0,40.0,0.2434782608695652,0.4608695652173913,28.0
Pittsburgh Pirates,home,Bryan Reynolds,668804,776661,"Reynolds, Bryan",R,386.0,352.0,87.0,56.0,21.0,3.0,7.0,29.0,98.0,0.2471590909090909,0.3835227272727273,28.0
Pittsburgh Pirates,home,Spencer Horwitz,687462,776661,"Horwitz, Spencer",L,38.0,34.0,5.0,3.0,1.0,0.0,1.0,4.0,13.0,0.1470588235294117,0.2647058823529412,25.3
Pittsburgh Pirates,home,Spencer Horwitz,687462,776661,"Horwitz, Spencer",R,255.0,232.0,63.0,43.0,16.0,0.0,4.0,22.0,46.0,0.271551724137931,0.3922413793103448,25.3
Pittsburgh Pirates,home,Tommy Pham,502054,776661,"Pham, Tommy",L,81.0,70.0,17.0,14.0,1.0,0.0,2.0,8.0,18.0,0.2428571428571428,0.3428571428571428,27.4
Pittsburgh Pirates,home,Tommy Pham,502054,776661,"Pham, Tommy",R,254.0,219.0,60.0,44.0,11.0,1.0,4.0,25.0,57.0,0.273972602739726,0.3881278538812785,27.4
Pittsburgh Pirates,home,Jack Suwinski,669261,776661,"Suwinski, Jack",L,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.6
Pittsburgh Pirates,home,Jack Suwinski,669261,776661,"Suwinski, Jack",R,118.0,95.0,14.0,8.0,3.0,0.0,3.0,21.0,37.0,0.1473684210526315,0.2736842105263158,28.6
Pittsburgh Pirates,home,Jared Triolo,669707,776661,"Triolo, Jared",L,75.0,62.0,15.0,9.0,5.0,0.0,1.0,9.0,13.0,0.2419354838709677,0.3709677419354839,28.7
Pittsburgh Pirates,home,Jared Triolo,669707,776661,"Triolo, Jared",R,149.0,126.0,22.0,15.0,5.0,0.0,2.0,17.0,30.0,0.1746031746031746,0.2619047619047619,28.7
Pittsburgh Pirates,home,Henry Davis,680779,776661,"Davis, Henry",L,47.0,43.0,7.0,4.0,0.0,0.0,3.0,4.0,11.0,0.1627906976744186,0.3720930232558139,28.3
Pittsburgh Pirates,home,Henry Davis,680779,776661,"Davis, Henry",R,163.0,140.0,25.0,17.0,6.0,0.0,2.0,15.0,42.0,0.1785714285714285,0.2642857142857143,28.3
Pittsburgh Pirates,home,Liover Peguero,678894,776661,"Peguero, Liover",L,22.0,18.0,5.0,3.0,0.0,0.0,2.0,4.0,7.0,0.2777777777777778,0.6111111111111112,29.1
Pittsburgh Pirates,home,Liover Peguero,678894,776661,"Peguero, Liover",R,36.0,34.0,6.0,3.0,1.0,0.0,2.0,1.0,9.0,0.1764705882352941,0.3823529411764705,29.1
Toronto Blue Jays,away,George Springer,543807,776661,"Springer, George",L,115.0,92.0,21.0,13.0,1.0,0.0,7.0,18.0,23.0,0.2282608695652173,0.4673913043478261,27.9
Toronto Blue Jays,away,George Springer,543807,776661,"Springer, George",R,310.0,267.0,84.0,53.0,17.0,1.0,13.0,37.0,56.0,0.3146067415730337,0.5318352059925093,27.9
Toronto Blue Jays,away,Addison Barger,680718,776661,"Barger, Addison",L,75.0,70.0,17.0,11.0,4.0,1.0,1.0,5.0,23.0,0.2428571428571428,0.3714285714285714,27.7
Toronto Blue Jays,away,Addison Barger,680718,776661,"Barger, Addison",R,308.0,287.0,76.0,37.0,22.0,0.0,17.0,18.0,75.0,0.2648083623693379,0.519163763066202,27.7
Toronto Blue Jays,away,Bo Bichette,666182,776661,"Bichette, Bo",L,130.0,122.0,36.0,20.0,10.0,0.0,6.0,6.0,13.0,0.2950819672131147,0.5245901639344263,26.2
Toronto Blue Jays,away,Bo Bichette,666182,776661,"Bichette, Bo",R,430.0,394.0,119.0,81.0,27.0,1.0,10.0,27.0,69.0,0.3020304568527919,0.4517766497461929,26.2
Toronto Blue Jays,away,Alejandro Kirk,672386,776661,"Kirk, Alejandro",L,114.0,102.0,29.0,22.0,5.0,0.0,2.0,10.0,16.0,0.284313725490196,0.392156862745098,24.1
Toronto Blue Jays,away,Alejandro Kirk,672386,776661,"Kirk, Alejandro",R,281.0,251.0,77.0,61.0,8.0,0.0,8.0,23.0,23.0,0.3067729083665338,0.4342629482071713,24.1
Toronto Blue Jays,away,Daulton Varsho,662139,776661,"Varsho, Daulton",L,33.0,29.0,6.0,6.0,0.0,0.0,0.0,3.0,10.0,0.2068965517241379,0.2068965517241379,28.0
Toronto Blue Jays,away,Daulton Varsho,662139,776661,"Varsho, Daulton",R,118.0,105.0,26.0,5.0,7.0,1.0,13.0,9.0,37.0,0.2476190476190476,0.7047619047619048,28.0
Toronto Blue Jays,away,Ty France,664034,776661,"France, Ty",L,121.0,110.0,29.0,18.0,9.0,0.0,2.0,9.0,19.0,0.2636363636363636,0.4,25.0
Toronto Blue Jays,away,Ty France,664034,776661,"France, Ty",R,314.0,273.0,73.0,54.0,15.0,0.0,4.0,31.0,52.0,0.2673992673992674,0.3663003663003663,25.0
Toronto Blue Jays,away,Nathan Lukes,664770,776661,"Lukes, Nathan",L,39.0,30.0,8.0,4.0,3.0,1.0,0.0,6.0,8.0,0.2666666666666666,0.4333333333333333,27.0
Toronto Blue Jays,away,Nathan Lukes,664770,776661,"Lukes, Nathan",R,287.0,248.0,64.0,46.0,8.0,0.0,10.0,27.0,30.0,0.2580645161290322,0.4112903225806452,27.0
Toronto Blue Jays,away,Davis Schneider,676914,776661,"Schneider, Davis",L,100.0,80.0,21.0,13.0,4.0,0.0,4.0,18.0,28.0,0.2625,0.4625,27.7
Toronto Blue Jays,away,Davis Schneider,676914,776661,"Schneider, Davis",R,57.0,48.0,12.0,7.0,1.0,0.0,4.0,8.0,14.0,0.25,0.5208333333333334,27.7
Toronto Blue Jays,away,Andrés Giménez,665926,776661,"Giménez, Andrés",L,69.0,62.0,10.0,7.0,2.0,0.0,1.0,6.0,13.0,0.1612903225806451,0.2419354838709677,28.1
Toronto Blue Jays,away,Andrés Giménez,665926,776661,"Giménez, Andrés",R,192.0,165.0,41.0,32.0,5.0,0.0,4.0,22.0,32.0,0.2484848484848484,0.3515151515151515,28.1
Philadelphia Phillies,home,Trea Turner,607208,776662,"Turner, Trea",L,177.0,161.0,47.0,35.0,6.0,3.0,3.0,13.0,28.0,0.2919254658385093,0.422360248447205,30.2
Philadelphia Phillies,home,Trea Turner,607208,776662,"Turner, Trea",R,387.0,343.0,105.0,72.0,22.0,1.0,10.0,31.0,65.0,0.3061224489795918,0.4635568513119533,30.2
Philadelphia Phillies,home,Kyle Schwarber,656941,776662,"Schwarber, Kyle",L,209.0,171.0,44.0,19.0,7.0,1.0,17.0,34.0,56.0,0.2573099415204678,0.6081871345029239,25.8
Philadelphia Phillies,home,Kyle Schwarber,656941,776662,"Schwarber, Kyle",R,347.0,293.0,73.0,34.0,12.0,0.0,27.0,51.0,96.0,0.2491467576791808,0.5665529010238908,25.8
