team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Minnesota Twins,home,Byron Buxton,621439,777230,"Buxton, Byron",2025.0,31.0,272.0,304.0,74.0,41.0,11.0,3.0,19.0,82.0,25.0,27.0,8.2,0.272,0.544,0.336,0.88,0.252,0.511,0.372,0.353,30.3
Minnesota Twins,home,Willi Castro,650489,777230,"Castro, Willi",2025.0,28.0,223.0,255.0,61.0,40.0,13.0,1.0,7.0,62.0,24.0,24.3,9.4,0.274,0.435,0.362,0.797,0.266,0.403,0.352,0.335,28.1
Minnesota Twins,home,Trevor Larnach,663616,777230,"Larnach, Trevor",2025.0,28.0,307.0,340.0,77.0,51.0,13.0,1.0,12.0,76.0,27.0,22.4,7.9,0.251,0.417,0.316,0.733,0.261,0.421,0.32,0.325,26.1
Minnesota Twins,home,Carlos Correa,621043,777230,"Correa, Carlos",2025.0,30.0,278.0,295.0,71.0,50.0,14.0,0.0,7.0,59.0,16.0,20.0,5.4,0.255,0.381,0.295,0.676,0.27,0.423,0.297,0.318,26.5
Minnesota Twins,home,Ryan Jeffers,680777,777230,"Jeffers, Ryan",2025.0,28.0,232.0,267.0,53.0,32.0,15.0,0.0,6.0,50.0,31.0,18.7,11.6,0.228,0.371,0.33,0.701,0.255,0.451,0.314,0.35,25.7
Minnesota Twins,home,Matt Wallner,670242,777230,"Wallner, Matt",2025.0,27.0,154.0,177.0,31.0,12.0,9.0,2.0,8.0,52.0,19.0,29.4,10.7,0.201,0.442,0.299,0.741,0.227,0.445,0.322,0.335,27.2
Minnesota Twins,home,Royce Lewis,668904,777230,"Lewis, Royce",2025.0,26.0,110.0,122.0,23.0,16.0,5.0,0.0,2.0,18.0,12.0,14.8,9.8,0.209,0.309,0.287,0.596,0.256,0.448,0.27,0.337,25.8
Minnesota Twins,home,Kody Clemens,665019,777230,"Clemens, Kody",2025.0,29.0,130.0,150.0,27.0,12.0,5.0,1.0,9.0,35.0,14.0,23.3,9.3,0.208,0.469,0.302,0.771,0.265,0.53,0.334,0.377,27.4
Minnesota Twins,home,Harrison Bader,664056,777230,"Bader, Harrison",2025.0,31.0,219.0,247.0,55.0,36.0,10.0,0.0,9.0,62.0,20.0,25.1,8.1,0.251,0.42,0.328,0.748,0.222,0.377,0.329,0.3,28.5
Tampa Bay Rays,away,Yandy Díaz,650490,777230,"Díaz, Yandy",2025.0,33.0,330.0,364.0,96.0,64.0,17.0,1.0,14.0,50.0,28.0,13.7,7.7,0.291,0.476,0.349,0.825,0.306,0.516,0.355,0.377,26.0
Tampa Bay Rays,away,Brandon Lowe,664040,777230,"Lowe, Brandon",2025.0,30.0,311.0,337.0,85.0,55.0,11.0,0.0,19.0,83.0,23.0,24.6,6.8,0.273,0.492,0.323,0.815,0.277,0.52,0.351,0.359,26.6
Tampa Bay Rays,away,Junior Caminero,691406,777230,"Caminero, Junior",2025.0,21.0,321.0,346.0,84.0,44.0,19.0,0.0,21.0,64.0,21.0,18.5,6.1,0.262,0.517,0.306,0.823,0.267,0.485,0.351,0.342,26.6
Tampa Bay Rays,away,Jonathan Aranda,666018,777230,"Aranda, Jonathan",2025.0,27.0,282.0,323.0,89.0,63.0,16.0,0.0,10.0,77.0,32.0,23.8,9.9,0.316,0.479,0.396,0.875,0.312,0.542,0.382,0.404,25.9
Tampa Bay Rays,away,Jake Mangum,663968,777230,"Mangum, Jake",2025.0,29.0,183.0,194.0,56.0,45.0,8.0,1.0,2.0,25.0,9.0,12.9,4.6,0.306,0.393,0.342,0.735,0.267,0.385,0.325,0.302,28.8
Tampa Bay Rays,away,Josh Lowe,666139,777230,"Lowe, Josh",2025.0,27.0,160.0,177.0,44.0,29.0,9.0,0.0,6.0,37.0,15.0,20.9,8.5,0.275,0.444,0.341,0.785,0.292,0.446,0.344,0.351,27.9
Tampa Bay Rays,away,Taylor Walls,670764,777230,"Walls, Taylor",2025.0,28.0,199.0,228.0,41.0,31.0,7.0,1.0,2.0,49.0,22.0,21.5,9.6,0.206,0.281,0.278,0.559,0.206,0.286,0.253,0.258,28.1
Tampa Bay Rays,away,Chandler Simpson,802415,777230,"Simpson, Chandler",2025.0,24.0,155.0,168.0,46.0,41.0,4.0,1.0,0.0,15.0,9.0,8.9,5.4,0.297,0.335,0.333,0.668,0.309,0.354,0.299,0.315,30.0
Tampa Bay Rays,away,Danny Jansen,643376,777230,"Jansen, Danny",2025.0,30.0,185.0,213.0,36.0,22.0,5.0,0.0,9.0,53.0,23.0,24.9,10.8,0.195,0.368,0.292,0.66,0.202,0.36,0.295,0.296,26.0
Chicago Cubs,home,Ian Happ,664023,777229,"Happ, Ian",2025.0,30.0,322.0,371.0,75.0,48.0,15.0,0.0,12.0,84.0,45.0,22.6,12.1,0.233,0.391,0.326,0.717,0.255,0.429,0.319,0.342,27.2
Chicago Cubs,home,Kyle Tucker,663656,777229,"Tucker, Kyle",2025.0,28.0,328.0,387.0,93.0,54.0,18.0,4.0,17.0,55.0,55.0,14.2,14.2,0.284,0.518,0.388,0.906,0.289,0.544,0.387,0.395,26.5
Chicago Cubs,home,Seiya Suzuki,673548,777229,"Suzuki, Seiya",2025.0,30.0,337.0,372.0,88.0,41.0,20.0,3.0,24.0,99.0,30.0,26.6,8.1,0.261,0.552,0.317,0.869,0.272,0.543,0.367,0.367,28.0
Chicago Cubs,home,Pete Crow-Armstrong,691718,777229,"Crow-Armstrong, Pete",2025.0,23.0,340.0,366.0,93.0,46.0,20.0,4.0,23.0,85.0,16.0,23.2,4.4,0.274,0.559,0.309,0.868,0.267,0.532,0.368,0.354,29.6
Chicago Cubs,home,Dansby Swanson,621020,777229,"Swanson, Dansby",2025.0,31.0,335.0,366.0,85.0,56.0,12.0,2.0,15.0,95.0,26.0,26.0,7.1,0.254,0.436,0.304,0.74,0.273,0.491,0.32,0.352,28.4
Chicago Cubs,home,Carson Kelly,608348,777229,"Kelly, Carson",2025.0,30.0,178.0,211.0,47.0,28.0,8.0,1.0,10.0,35.0,30.0,16.6,14.2,0.264,0.489,0.37,0.859,0.261,0.462,0.373,0.36,26.0
Chicago Cubs,home,Michael Busch,683737,777229,"Busch, Michael",2025.0,27.0,271.0,308.0,78.0,45.0,13.0,3.0,17.0,69.0,32.0,22.4,10.4,0.288,0.546,0.373,0.919,0.277,0.57,0.395,0.396,26.8
Chicago Cubs,home,Nico Hoerner,663538,777229,"Hoerner, Nico",2025.0,28.0,320.0,346.0,90.0,69.0,17.0,1.0,3.0,24.0,19.0,6.9,5.5,0.281,0.369,0.329,0.698,0.277,0.366,0.31,0.305,28.3
Chicago Cubs,home,Matt Shaw,807713,777229,"Shaw, Matt",2025.0,23.0,192.0,215.0,41.0,28.0,11.0,0.0,2.0,42.0,20.0,19.5,9.3,0.214,0.302,0.293,0.595,0.253,0.358,0.271,0.31,28.9
St. Louis Cardinals,away,Brendan Donovan,680977,777229,"Donovan, Brendan",2025.0,28.0,314.0,353.0,92.0,63.0,22.0,0.0,7.0,50.0,30.0,14.2,8.5,0.293,0.43,0.364,0.794,0.299,0.472,0.347,0.365,26.6
St. Louis Cardinals,away,Masyn Winn,691026,777229,"Winn, Masyn",2025.0,23.0,292.0,323.0,75.0,52.0,16.0,0.0,7.0,58.0,25.0,18.0,7.7,0.257,0.384,0.32,0.704,0.256,0.379,0.312,0.307,28.4
St. Louis Cardinals,away,Willson Contreras,575929,777229,"Contreras, Willson",2025.0,33.0,305.0,351.0,75.0,45.0,19.0,0.0,11.0,84.0,29.0,23.9,8.3,0.246,0.416,0.337,0.753,0.271,0.504,0.333,0.372,27.3
St. Louis Cardinals,away,Alec Burleson,676475,777229,"Burleson, Alec",2025.0,26.0,260.0,282.0,75.0,51.0,14.0,0.0,10.0,37.0,18.0,13.1,6.4,0.288,0.458,0.331,0.789,0.284,0.473,0.341,0.35,25.1
St. Louis Cardinals,away,Thomas Saggese,695336,777229,"Saggese, Thomas",2025.0,23.0,67.0,70.0,16.0,11.0,4.0,0.0,1.0,15.0,2.0,21.4,2.9,0.239,0.343,0.257,0.6,0.242,0.364,0.261,0.269,28.7
St. Louis Cardinals,away,Lars Nootbaar,663457,777229,"Nootbaar, Lars",2025.0,27.0,309.0,362.0,70.0,46.0,13.0,0.0,11.0,78.0,46.0,21.5,12.7,0.227,0.375,0.334,0.709,0.244,0.414,0.317,0.336,27.2
St. Louis Cardinals,away,Nolan Gorman,669357,777229,"Gorman, Nolan",2025.0,25.0,178.0,206.0,38.0,22.0,8.0,1.0,7.0,60.0,25.0,29.1,12.1,0.213,0.388,0.306,0.694,0.234,0.466,0.304,0.344,25.9
St. Louis Cardinals,away,Pedro Pagés,686780,777229,"Pagés, Pedro",2025.0,26.0,207.0,226.0,45.0,29.0,10.0,0.0,6.0,56.0,14.0,24.8,6.2,0.217,0.353,0.268,0.621,0.204,0.326,0.273,0.258,25.5
St. Louis Cardinals,away,Victor Scott II,687363,777229,"Scott II, Victor",2025.0,24.0,256.0,295.0,61.0,47.0,9.0,1.0,4.0,79.0,25.0,26.8,8.5,0.238,0.328,0.323,0.651,0.234,0.318,0.296,0.29,30.1
Toronto Blue Jays,home,Nathan Lukes,664770,777231,"Lukes, Nathan",2025.0,30.0,158.0,188.0,42.0,33.0,5.0,0.0,4.0,23.0,23.0,12.2,12.2,0.266,0.373,0.364,0.737,0.278,0.375,0.329,0.333,26.5
Toronto Blue Jays,home,George Springer,543807,777231,"Springer III, George",2025.0,35.0,271.0,325.0,77.0,46.0,15.0,1.0,15.0,65.0,42.0,20.0,12.9,0.284,0.513,0.379,0.892,0.286,0.564,0.384,0.402,27.8
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777231,"Guerrero Jr., Vladimir",2025.0,26.0,321.0,378.0,88.0,59.0,17.0,0.0,12.0,53.0,49.0,14.0,13.0,0.274,0.439,0.378,0.817,0.322,0.536,0.357,0.41,27.0
Toronto Blue Jays,home,Bo Bichette,666182,777231,"Bichette, Bo",2025.0,27.0,361.0,384.0,98.0,66.0,20.0,1.0,11.0,62.0,19.0,16.1,4.9,0.271,0.424,0.31,0.734,0.308,0.505,0.319,0.366,26.2
Toronto Blue Jays,home,Addison Barger,680718,777231,"Barger, Addison",2025.0,25.0,217.0,237.0,58.0,27.0,20.0,0.0,11.0,57.0,18.0,24.1,7.6,0.267,0.512,0.326,0.838,0.295,0.546,0.358,0.38,27.8
Toronto Blue Jays,home,Alejandro Kirk,672386,777231,"Kirk, Alejandro",2025.0,26.0,263.0,289.0,80.0,64.0,9.0,0.0,7.0,29.0,22.0,10.0,7.6,0.304,0.418,0.356,0.774,0.303,0.497,0.34,0.368,24.0
Toronto Blue Jays,home,Will Wagner,695238,777231,"Wagner, Will",2025.0,26.0,72.0,84.0,15.0,11.0,4.0,0.0,0.0,19.0,11.0,22.6,13.1,0.208,0.264,0.313,0.577,0.231,0.304,0.27,0.293,26.7
Toronto Blue Jays,home,Ernie Clement,676391,777231,"Clement, Ernie",2025.0,29.0,284.0,311.0,84.0,63.0,17.0,0.0,4.0,32.0,19.0,10.3,6.1,0.296,0.398,0.339,0.737,0.273,0.363,0.323,0.301,28.7
Toronto Blue Jays,home,Davis Schneider,676914,777231,"Schneider, Davis",2025.0,26.0,63.0,78.0,14.0,9.0,2.0,0.0,3.0,22.0,13.0,28.2,16.7,0.222,0.397,0.372,0.769,0.151,0.324,0.348,0.295,27.5
Los Angeles Angels,away,Zach Neto,687263,777231,"Neto, Zach",2025.0,24.0,267.0,285.0,71.0,41.0,16.0,1.0,13.0,75.0,12.0,26.3,4.2,0.266,0.479,0.309,0.788,0.279,0.536,0.339,0.365,28.0
Los Angeles Angels,away,Nolan Schanuel,694384,777231,"Schanuel, Nolan",2025.0,23.0,308.0,358.0,83.0,58.0,16.0,1.0,8.0,44.0,40.0,12.3,11.2,0.269,0.406,0.363,0.769,0.275,0.418,0.339,0.344,25.9
Los Angeles Angels,away,Mike Trout,545361,777231,"Trout, Mike",2025.0,33.0,214.0,258.0,49.0,32.0,3.0,1.0,13.0,72.0,38.0,27.9,14.7,0.229,0.435,0.349,0.784,0.274,0.552,0.337,0.396,28.2
Los Angeles Angels,away,Taylor Ward,621493,777231,"Ward, Taylor",2025.0,31.0,325.0,367.0,72.0,30.0,20.0,2.0,20.0,99.0,35.0,27.0,9.5,0.222,0.48,0.297,0.777,0.234,0.473,0.332,0.334,27.2
Los Angeles Angels,away,Jo Adell,666176,777231,"Adell, Jo",2025.0,26.0,260.0,288.0,66.0,37.0,10.0,0.0,19.0,68.0,19.0,23.6,6.6,0.254,0.512,0.324,0.836,0.291,0.588,0.361,0.401,27.8
Los Angeles Angels,away,Jorge Soler,624585,777231,"Soler, Jorge",2025.0,33.0,248.0,279.0,51.0,31.0,11.0,0.0,9.0,86.0,24.0,30.8,8.6,0.206,0.359,0.284,0.643,0.204,0.368,0.286,0.289,26.1
