team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Baltimore Orioles,home,Jackson Holliday,702616,776966,"Holliday, Jackson",L,110,103,24,17,5,0,2,7,33,0.233009708737864,0.3398058252427184,28.6
Baltimore Orioles,home,Jackson Holliday,702616,776966,"Holliday, Jackson",R,306,281,78,54,10,2,12,21,64,0.2775800711743772,0.4555160142348754,28.6
Baltimore Orioles,home,Jordan Westburg,676059,776966,"Westburg, Jordan",L,69,62,15,11,1,0,3,5,15,0.2419354838709677,0.4032258064516129,29.1
Baltimore Orioles,home,Jordan Westburg,676059,776966,"Westburg, Jordan",R,153,140,37,22,6,1,8,10,36,0.2642857142857143,0.4928571428571429,29.1
Baltimore Orioles,home,Gunnar Henderson,683002,776966,"Henderson, Gunnar",L,133,121,27,20,5,0,2,11,34,0.2231404958677686,0.3140495867768595,28.3
Baltimore Orioles,home,Gunnar Henderson,683002,776966,"Henderson, Gunnar",R,273,243,77,45,19,4,9,25,58,0.3168724279835391,0.5390946502057613,28.3
Baltimore Orioles,home,Adley Rutschman,668939,776966,"Rutschman, Adley",L,84,71,20,16,2,1,1,12,13,0.2816901408450704,0.380281690140845,26.8
Baltimore Orioles,home,Adley Rutschman,668939,776966,"Rutschman, Adley",R,193,168,35,21,7,0,7,21,32,0.2083333333333333,0.375,26.8
Baltimore Orioles,home,Ryan O'Hearn,656811,776966,"O'Hearn, Ryan",L,60,52,11,8,3,0,0,8,13,0.2115384615384615,0.2692307692307692,27.5
Baltimore Orioles,home,Ryan O'Hearn,656811,776966,"O'Hearn, Ryan",R,287,243,73,50,11,0,12,35,45,0.3004115226337449,0.4938271604938271,27.5
Baltimore Orioles,home,Ramón Laureano,657656,776966,"Laureano, Ramón",L,98,82,20,12,4,0,4,10,22,0.2439024390243902,0.4390243902439024,27.7
Baltimore Orioles,home,Ramón Laureano,657656,776966,"Laureano, Ramón",R,177,158,48,25,13,0,10,14,44,0.3037974683544304,0.5759493670886076,27.7
Baltimore Orioles,home,Colton Cowser,681297,776966,"Cowser, Colton",L,47,42,7,6,0,0,1,5,15,0.1666666666666666,0.238095238095238,27.2
Baltimore Orioles,home,Colton Cowser,681297,776966,"Cowser, Colton",R,133,124,29,15,7,0,7,9,38,0.2338709677419354,0.4596774193548387,27.2
Baltimore Orioles,home,Cedric Mullins,656775,776966,"Mullins, Cedric",L,95,81,23,16,4,0,3,13,15,0.2839506172839506,0.4444444444444444,28.5
Baltimore Orioles,home,Cedric Mullins,656775,776966,"Mullins, Cedric",R,247,220,43,21,11,0,11,22,68,0.1954545454545454,0.3954545454545454,28.5
Baltimore Orioles,home,Coby Mayo,691723,776966,"Mayo, Coby",L,43,37,9,5,3,0,1,6,8,0.2432432432432432,0.4054054054054054,28.2
