team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Chicago Cubs,home,Michael Busch,683737,777459,"Busch, Michael",L,77.0,69.0,13.0,9.0,2.0,0.0,2.0,6.0,22.0,0.1884057971014492,0.3043478260869565,26.6
Chicago Cubs,home,Michael Busch,683737,777459,"Busch, Michael",R,358.0,312.0,89.0,50.0,14.0,3.0,22.0,41.0,83.0,0.2852564102564102,0.5608974358974359,26.6
Chicago Cubs,home,Kyle Tucker,663656,777459,"Tucker, Kyle",L,170.0,145.0,39.0,27.0,5.0,1.0,6.0,24.0,26.0,0.2689655172413793,0.4413793103448276,26.5
Chicago Cubs,home,Kyle Tucker,663656,777459,"Tucker, Kyle",R,343.0,286.0,76.0,46.0,15.0,3.0,12.0,50.0,51.0,0.2657342657342657,0.465034965034965,26.5
Chicago Cubs,home,Seiya Suzuki,673548,777459,"Suzuki, Seiya",L,147.0,124.0,35.0,18.0,8.0,0.0,9.0,20.0,33.0,0.282258064516129,0.5645161290322581,28.1
Chicago Cubs,home,Seiya Suzuki,673548,777459,"Suzuki, Seiya",R,355.0,319.0,79.0,39.0,19.0,3.0,18.0,28.0,95.0,0.2476489028213166,0.4952978056426332,28.1
Chicago Cubs,home,Pete Crow-Armstrong,691718,777459,"Crow-Armstrong, Pete",L,159.0,146.0,29.0,12.0,9.0,1.0,7.0,7.0,49.0,0.1986301369863013,0.4178082191780822,29.6
Chicago Cubs,home,Pete Crow-Armstrong,691718,777459,"Crow-Armstrong, Pete",R,336.0,306.0,92.0,46.0,23.0,3.0,20.0,21.0,69.0,0.3006535947712418,0.5915032679738562,29.6
Chicago Cubs,home,Carson Kelly,608348,777459,"Kelly, Carson",L,99.0,87.0,22.0,15.0,3.0,1.0,3.0,11.0,13.0,0.2528735632183908,0.4137931034482758,26.0
Chicago Cubs,home,Carson Kelly,608348,777459,"Kelly, Carson",R,214.0,176.0,50.0,31.0,9.0,0.0,10.0,30.0,37.0,0.2840909090909091,0.5056818181818182,26.0
Chicago Cubs,home,Owen Caissie,683357,777459,"Caissie, Owen",R,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Chicago Cubs,home,Nico Hoerner,663538,777459,"Hoerner, Nico",L,114.0,106.0,36.0,25.0,7.0,2.0,2.0,6.0,6.0,0.3396226415094339,0.5,28.4
Chicago Cubs,home,Nico Hoerner,663538,777459,"Hoerner, Nico",R,376.0,334.0,96.0,80.0,13.0,1.0,2.0,28.0,30.0,0.2874251497005988,0.3502994011976048,28.4
Chicago Cubs,home,Willi Castro,650489,777459,"Castro, Willi",L,104.0,96.0,26.0,15.0,6.0,1.0,4.0,8.0,21.0,0.2708333333333333,0.4791666666666667,28.2
