team,side,player_name_x,player_id,game_id,player_name_y,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent,sprint_speed
Baltimore Orioles,home,Jackson Holliday,702616,776564,"Holliday, Jackson",L,148,138,28,20,5,0,3,10,39,0.2028985507246377,0.3043478260869565,28.5
Baltimore Orioles,home,Jackson Holliday,702616,776564,"Holliday, Jackson",R,389,348,90,64,12,2,12,34,81,0.2586206896551724,0.4080459770114942,28.5
Baltimore Orioles,home,Jeremiah Jackson,669236,776564,"Jackson, Jeremiah",L,22,22,7,5,1,1,0,0,6,0.3181818181818182,0.4545454545454545,27.5
Baltimore Orioles,home,Jeremiah Jackson,669236,776564,"Jackson, Jeremiah",R,54,51,17,13,2,1,1,2,10,0.3333333333333333,0.4705882352941176,27.5
Baltimore Orioles,home,Gunnar Henderson,683002,776564,"Henderson, Gunnar",L,174,158,35,25,6,1,3,14,47,0.2215189873417721,0.3291139240506329,28.4
Baltimore Orioles,home,Gunnar Henderson,683002,776564,"Henderson, Gunnar",R,352,308,97,56,24,4,13,35,69,0.3149350649350649,0.5454545454545454,28.4
Baltimore Orioles,home,Ryan Mountcastle,663624,776564,"Mountcastle, Ryan",L,68,60,15,14,1,0,0,4,13,0.25,0.2666666666666666,27.6
Baltimore Orioles,home,Ryan Mountcastle,663624,776564,"Mountcastle, Ryan",R,202,183,48,31,13,0,4,11,55,0.2622950819672131,0.3989071038251366,27.6
Baltimore Orioles,home,Emmanuel Rivera,656896,776564,"Rivera, Emmanuel",L,17,14,1,1,0,0,0,2,3,0.0714285714285714,0.0714285714285714,25.9
Baltimore Orioles,home,Emmanuel Rivera,656896,776564,"Rivera, Emmanuel",R,61,55,15,12,3,0,0,5,9,0.2727272727272727,0.3272727272727272,25.9
Baltimore Orioles,home,Colton Cowser,681297,776564,"Cowser, Colton",L,71,64,12,8,2,0,2,7,25,0.1875,0.3125,27.2
Baltimore Orioles,home,Colton Cowser,681297,776564,"Cowser, Colton",R,189,175,41,22,9,0,10,14,60,0.2342857142857143,0.4571428571428571,27.2
Baltimore Orioles,home,Coby Mayo,691723,776564,"Mayo, Coby",L,69,62,15,9,3,0,3,7,19,0.2419354838709677,0.4354838709677419,28.0
Baltimore Orioles,home,Coby Mayo,691723,776564,"Mayo, Coby",R,128,116,19,11,6,0,2,12,38,0.1637931034482758,0.2672413793103448,28.0
Baltimore Orioles,home,Dylan Carlson,666185,776564,"Carlson, Dylan",L,61,58,11,9,1,0,1,2,15,0.1896551724137931,0.2586206896551724,27.6
Baltimore Orioles,home,Dylan Carlson,666185,776564,"Carlson, Dylan",R,142,125,28,16,6,1,5,13,31,0.224,0.408,27.6
Baltimore Orioles,home,Alex Jackson,656577,776564,"Jackson, Alex",L,14,13,4,0,3,0,1,1,4,0.3076923076923077,0.7692307692307693,27.6
Baltimore Orioles,home,Alex Jackson,656577,776564,"Jackson, Alex",R,47,44,10,4,4,0,2,3,16,0.2272727272727272,0.4545454545454545,27.6
Boston Red Sox,away,Roman Anthony,701350,776564,"Anthony, Roman",L,90,82,21,15,2,0,4,8,36,0.2560975609756097,0.4268292682926829,27.8
Boston Red Sox,away,Roman Anthony,701350,776564,"Anthony, Roman",R,188,150,46,26,16,1,3,35,40,0.3066666666666666,0.4866666666666667,27.8
Boston Red Sox,away,Alex Bregman,608324,776564,"Bregman, Alex",L,104,86,32,27,3,0,2,18,15,0.3720930232558139,0.4767441860465116,25.9
Boston Red Sox,away,Alex Bregman,608324,776564,"Bregman, Alex",R,272,240,66,31,21,0,14,27,41,0.275,0.5375,25.9
Boston Red Sox,away,Trevor Story,596115,776564,"Story, Trevor",L,143,129,35,24,6,0,5,9,36,0.2713178294573643,0.4341085271317829,28.5
Boston Red Sox,away,Trevor Story,596115,776564,"Story, Trevor",R,394,367,94,62,16,0,16,24,113,0.2561307901907357,0.4305177111716621,28.5
Boston Red Sox,away,Romy Gonzalez,663853,776564,"Gonzalez, Romy",L,119,106,35,18,9,2,6,10,31,0.330188679245283,0.6226415094339622,28.3
Boston Red Sox,away,Romy Gonzalez,663853,776564,"Gonzalez, Romy",R,125,115,29,16,10,1,2,5,31,0.2521739130434782,0.408695652173913,28.3
Boston Red Sox,away,Rob Refsnyder,608701,776564,"Refsnyder, Rob",L,112,92,27,15,7,0,5,15,28,0.2934782608695652,0.532608695652174,26.6
Boston Red Sox,away,Rob Refsnyder,608701,776564,"Refsnyder, Rob",R,46,42,10,7,2,0,1,3,13,0.238095238095238,0.3571428571428571,26.6
Boston Red Sox,away,Nate Eaton,681987,776564,"Eaton, Nate",L,29,24,6,4,2,0,0,3,7,0.25,0.3333333333333333,29.3
Boston Red Sox,away,Nate Eaton,681987,776564,"Eaton, Nate",R,6,6,1,1,0,0,0,0,3,0.1666666666666666,0.1666666666666666,29.3
Boston Red Sox,away,Carlos Narváez,665966,776564,"Narváez, Carlos",L,112,95,24,15,5,0,4,14,24,0.2526315789473684,0.431578947368421,25.7
Boston Red Sox,away,Carlos Narváez,665966,776564,"Narváez, Carlos",R,255,228,57,34,16,0,7,21,65,0.25,0.4122807017543859,25.7
Boston Red Sox,away,Ceddanne Rafaela,678882,776564,"Rafaela, Ceddanne",L,141,128,29,15,6,1,7,9,26,0.2265625,0.453125,29.1
Boston Red Sox,away,Ceddanne Rafaela,678882,776564,"Rafaela, Ceddanne",R,343,315,83,50,23,2,8,19,66,0.2634920634920635,0.4253968253968254,29.1
Boston Red Sox,away,Jhostynxon Garcia,691373,776564,"Garcia, Jhostynxon",L,5,3,0,0,0,0,0,2,3,0.0,0.0,0.0
Boston Red Sox,away,Jhostynxon Garcia,691373,776564,"Garcia, Jhostynxon",R,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0
