player_id,player_name,Pitcher Handedness,pa,ab,hit,single,double,triple,home_run,walk,strikeout,batting_avg,slg_percent
669221,"Murphy, Sean",L,90,74,16,5,4,0,7,15,30,0.21621621621621623,0.5540540540540541
669221,"Murphy, Sean",R,207,181,39,22,8,0,9,22,62,0.2154696132596685,0.4088397790055249
669224,"Wells, Austin",L,108,97,24,13,5,1,5,8,23,0.24742268041237114,0.4742268041237113
669224,"Wells, Austin",R,238,206,40,19,11,0,10,20,58,0.1941747572815534,0.3932038834951456
669257,"Smith, Will",L,95,82,22,13,5,0,4,13,23,0.2682926829268293,0.47560975609756095
669257,"Smith, Will",R,266,220,72,48,13,1,10,38,47,0.32727272727272727,0.5318181818181819
669261,"Suwinski, Jack",L,5,5,0,0,0,0,0,0,1,0.0,0.0
669261,"Suwinski, Jack",R,103,83,11,7,2,0,2,18,35,0.13253012048192772,0.2289156626506024
669288,"Johnson, Daniel",L,1,1,0,0,0,0,0,0,0,0.0,0.0
669288,"Johnson, Daniel",R,30,28,5,2,2,0,1,2,8,0.17857142857142858,0.35714285714285715
669289,"Espinal, Santiago",L,113,103,30,21,9,0,0,9,9,0.2912621359223301,0.3786407766990291
669289,"Espinal, Santiago",R,193,171,41,38,3,0,0,13,25,0.23976608187134502,0.2573099415204678
669326,"Teodosio, Bryce",L,3,2,1,0,1,0,0,0,1,0.5,1.0
669326,"Teodosio, Bryce",R,23,21,7,5,2,0,0,1,8,0.3333333333333333,0.42857142857142855
669357,"Gorman, Nolan",L,61,51,10,7,0,0,3,8,17,0.19607843137254902,0.37254901960784315
669357,"Gorman, Nolan",R,195,171,41,24,9,1,7,22,60,0.23976608187134502,0.4269005847953216
669364,"Edwards, Xavier",L,140,122,34,29,3,2,0,11,20,0.2786885245901639,0.3360655737704918
669364,"Edwards, Xavier",R,325,292,94,76,16,1,1,27,42,0.3219178082191781,0.3938356164383562
669394,"Burger, Jake",L,71,62,17,9,5,0,3,5,12,0.27419354838709675,0.5
669394,"Burger, Jake",R,226,213,48,30,10,0,8,8,59,0.22535211267605634,0.38497652582159625
