game_id,date,away_team,away_score,home_team,home_score,winner
776829,2025-08-08,Cincinnati Reds,2,Pittsburgh Pirates,3,Pittsburgh Pirates
776831,2025-08-08,Athletics,2,Baltimore Orioles,3,Baltimore Orioles
776835,2025-08-08,Houston Astros,5,New York Yankees,3,Houston Astros
776832,2025-08-08,Los Angeles Angels,5,Detroit Tigers,6,Detroit Tigers
776834,2025-08-08,Miami Marlins,5,Atlanta Braves,1,Miami Marlins
776833,2025-08-08,Cleveland Guardians,9,Chicago White Sox,5,Cleveland Guardians
776821,2025-08-08,Philadelphia Phillies,9,Texas Rangers,1,Philadelphia Phillies
776827,2025-08-08,Kansas City Royals,4,Minnesota Twins,9,Minnesota Twins
776828,2025-08-08,New York Mets,2,Milwaukee Brewers,3,Milwaukee Brewers
776826,2025-08-08,Chicago Cubs,0,St. Louis Cardinals,5,St. Louis Cardinals
776825,2025-08-08,Colorado Rockies,1,Arizona Diamondbacks,6,Arizona Diamondbacks
776820,2025-08-08,Boston Red Sox,10,San Diego Padres,2,Boston Red Sox
776824,2025-08-08,Tampa Bay Rays,2,Seattle Mariners,3,Seattle Mariners
776823,2025-08-08,Toronto Blue Jays,1,Los Angeles Dodgers,5,Los Angeles Dodgers
776822,2025-08-08,Washington Nationals,0,San Francisco Giants,5,San Francisco Giants
