game_id,date,away_team,away_score,home_team,home_score,winner
777481,2025-06-17,Philadelphia Phillies,3,Miami Marlins,8,Miami Marlins
777475,2025-06-17,Pittsburgh Pirates,3,Detroit Tigers,7,Detroit Tigers
777480,2025-06-17,Colorado Rockies,10,Washington Nationals,6,Colorado Rockies
777476,2025-06-17,Los Angeles Angels,4,New York Yankees,0,Los Angeles Angels
777479,2025-06-17,Arizona Diamondbacks,4,Toronto Blue Jays,5,Toronto Blue Jays
777478,2025-06-17,Minnesota Twins,5,Cincinnati Reds,6,Cincinnati Reds
777489,2025-06-17,New York Mets,4,Atlanta Braves,5,Atlanta Braves
777477,2025-06-17,Baltimore Orioles,5,Tampa Bay Rays,1,Baltimore Orioles
777467,2025-06-17,St. Louis Cardinals,12,Chicago White Sox,2,St. Louis Cardinals
777468,2025-06-17,Kansas City Royals,6,Texas Rangers,1,Kansas City Royals
777482,2025-06-17,Milwaukee Brewers,3,Chicago Cubs,5,Chicago Cubs
777473,2025-06-17,Boston Red Sox,0,Seattle Mariners,8,Seattle Mariners
777472,2025-06-17,Cleveland Guardians,3,San Francisco Giants,2,Cleveland Guardians
777469,2025-06-17,Houston Astros,13,Athletics,3,Houston Astros
777471,2025-06-17,San Diego Padres,6,Los Angeles Dodgers,8,Los Angeles Dodgers
