game_id,date,away_team,away_score,home_team,home_score,winner
776570,2025-08-27,Washington Nationals,2,New York Yankees,11,New York Yankees
776580,2025-08-27,Tampa Bay Rays,3,Cleveland Guardians,4,Cleveland Guardians
776565,2025-08-27,Atlanta Braves,12,Miami Marlins,1,Atlanta Braves
776561,2025-08-27,San Diego Padres,3,Seattle Mariners,4,Seattle Mariners
776579,2025-08-27,Boston Red Sox,3,Baltimore Orioles,2,Boston Red Sox
776567,2025-08-27,Minnesota Twins,8,Toronto Blue Jays,9,Toronto Blue Jays
776566,2025-08-27,Philadelphia Phillies,0,New York Mets,6,New York Mets
776569,2025-08-27,Kansas City Royals,12,Chicago White Sox,1,Kansas City Royals
776572,2025-08-27,Arizona Diamondbacks,3,Milwaukee Brewers,2,Arizona Diamondbacks
776568,2025-08-27,Pittsburgh Pirates,2,St. Louis Cardinals,1,Pittsburgh Pirates
776563,2025-08-27,Los Angeles Angels,3,Texas Rangers,20,Texas Rangers
776571,2025-08-27,Colorado Rockies,0,Houston Astros,4,Houston Astros
776562,2025-08-27,Cincinnati Reds,1,Los Angeles Dodgers,5,Los Angeles Dodgers
776557,2025-08-27,Chicago Cubs,3,San Francisco Giants,12,San Francisco Giants
776559,2025-08-27,Detroit Tigers,0,Athletics,7,Athletics
