game_id,date,away_team,away_score,home_team,home_score,winner
777142,2025-07-12,Chicago Cubs,5,New York Yankees,2,Chicago Cubs
777145,2025-07-12,Seattle Mariners,15,Detroit Tigers,7,Seattle Mariners
777134,2025-07-12,Pittsburgh Pirates,4,Minnesota Twins,12,Minnesota Twins
777133,2025-07-12,Atlanta Braves,7,St. Louis Cardinals,6,Atlanta Braves
777127,2025-07-12,Los Angeles Dodgers,2,San Francisco Giants,1,Los Angeles Dodgers
777141,2025-07-12,Miami Marlins,6,Baltimore Orioles,0,Miami Marlins
777140,2025-07-12,Colorado Rockies,3,Cincinnati Reds,4,Cincinnati Reds
777136,2025-07-12,New York Mets,3,Kansas City Royals,1,New York Mets
777144,2025-07-12,Tampa Bay Rays,0,Boston Red Sox,1,Boston Red Sox
777138,2025-07-12,Cleveland Guardians,6,Chicago White Sox,2,Cleveland Guardians
777135,2025-07-12,Washington Nationals,5,Milwaukee Brewers,6,Milwaukee Brewers
777137,2025-07-12,Texas Rangers,4,Houston Astros,5,Houston Astros
777126,2025-07-12,Philadelphia Phillies,4,San Diego Padres,5,San Diego Padres
777131,2025-07-12,Arizona Diamondbacks,5,Los Angeles Angels,10,Los Angeles Angels
777132,2025-07-12,Toronto Blue Jays,3,Athletics,4,Athletics
