game_id,date,away_team,away_score,home_team,home_score,winner
776796,2025-08-10,Kansas City Royals,3,Minnesota Twins,5,Minnesota Twins
776804,2025-08-10,Athletics,3,Baltimore Orioles,2,Athletics
776801,2025-08-10,Cincinnati Reds,14,Pittsburgh Pirates,8,Cincinnati Reds
776803,2025-08-10,Miami Marlins,1,Atlanta Braves,7,Atlanta Braves
776797,2025-08-10,Houston Astros,7,New York Yankees,1,Houston Astros
776806,2025-08-10,Los Angeles Angels,5,Detroit Tigers,9,Detroit Tigers
776798,2025-08-10,Cleveland Guardians,4,Chicago White Sox,6,Chicago White Sox
776799,2025-08-10,New York Mets,6,Milwaukee Brewers,7,Milwaukee Brewers
776800,2025-08-10,Philadelphia Phillies,4,Texas Rangers,2,Philadelphia Phillies
776793,2025-08-10,Washington Nationals,8,San Francisco Giants,0,Washington Nationals
776794,2025-08-10,Colorado Rockies,6,Arizona Diamondbacks,13,Arizona Diamondbacks
776789,2025-08-10,Boston Red Sox,2,San Diego Padres,6,San Diego Padres
776791,2025-08-10,Tampa Bay Rays,3,Seattle Mariners,6,Seattle Mariners
776788,2025-08-10,Toronto Blue Jays,5,Los Angeles Dodgers,4,Toronto Blue Jays
776795,2025-08-10,Chicago Cubs,2,St. Louis Cardinals,3,St. Louis Cardinals
