game_id,date,away_team,away_score,home_team,home_score,winner
778431,2025-08-09,Miami Marlins,1,Atlanta Braves,7,Atlanta Braves
776819,2025-08-09,Miami Marlins,6,Atlanta Braves,8,Atlanta Braves
776815,2025-08-09,Houston Astros,4,New York Yankees,5,New York Yankees
776802,2025-08-09,Washington Nationals,4,San Francisco Giants,2,Washington Nationals
776813,2025-08-09,Los Angeles Angels,7,Detroit Tigers,4,Los Angeles Angels
776812,2025-08-09,Cincinnati Reds,2,Pittsburgh Pirates,1,Cincinnati Reds
776811,2025-08-09,Athletics,11,Baltimore Orioles,3,Athletics
776816,2025-08-09,Kansas City Royals,2,Minnesota Twins,0,Kansas City Royals
776814,2025-08-09,Cleveland Guardians,3,Chicago White Sox,1,Cleveland Guardians
776817,2025-08-09,New York Mets,4,Milwaukee Brewers,7,Milwaukee Brewers
776818,2025-08-09,Chicago Cubs,9,St. Louis Cardinals,1,Chicago Cubs
776810,2025-08-09,Philadelphia Phillies,3,Texas Rangers,2,Philadelphia Phillies
776809,2025-08-09,Colorado Rockies,5,Arizona Diamondbacks,6,Arizona Diamondbacks
776807,2025-08-09,Boston Red Sox,4,San Diego Padres,5,San Diego Padres
776808,2025-08-09,Toronto Blue Jays,1,Los Angeles Dodgers,9,Los Angeles Dodgers
776805,2025-08-09,Tampa Bay Rays,4,Seattle Mariners,7,Seattle Mariners
