game_id,date,away_team,away_score,home_team,home_score,winner
776895,2025-08-03,Houston Astros,1,Boston Red Sox,6,Boston Red Sox
776889,2025-08-03,Los Angeles Dodgers,3,Tampa Bay Rays,0,Los Angeles Dodgers
776907,2025-08-03,Atlanta Braves,4,Cincinnati Reds,2,Atlanta Braves
776894,2025-08-03,Milwaukee Brewers,14,Washington Nationals,3,Milwaukee Brewers
776893,2025-08-03,Kansas City Royals,7,Toronto Blue Jays,4,Kansas City Royals
776887,2025-08-03,San Francisco Giants,12,New York Mets,4,San Francisco Giants
776892,2025-08-03,Minnesota Twins,5,Cleveland Guardians,4,Minnesota Twins
776891,2025-08-03,New York Yankees,3,Miami Marlins,7,Miami Marlins
776888,2025-08-03,Baltimore Orioles,3,Chicago Cubs,5,Chicago Cubs
776886,2025-08-03,Pittsburgh Pirates,9,Colorado Rockies,5,Pittsburgh Pirates
776881,2025-08-03,Arizona Diamondbacks,6,Athletics,4,Arizona Diamondbacks
776885,2025-08-03,Chicago White Sox,5,Los Angeles Angels,8,Los Angeles Angels
776884,2025-08-03,St. Louis Cardinals,3,San Diego Padres,7,San Diego Padres
776883,2025-08-03,Texas Rangers,4,Seattle Mariners,5,Seattle Mariners
776890,2025-08-03,Detroit Tigers,0,Philadelphia Phillies,2,Philadelphia Phillies
