game_id,date,away_team,away_score,home_team,home_score,winner
777008,2025-07-25,Miami Marlins,5,Milwaukee Brewers,1,Miami Marlins
777014,2025-07-25,Arizona Diamondbacks,1,Pittsburgh Pirates,0,Arizona Diamondbacks
777020,2025-07-25,Colorado Rockies,6,Baltimore Orioles,5,Colorado Rockies
777015,2025-07-25,Philadelphia Phillies,12,New York Yankees,5,Philadelphia Phillies
777012,2025-07-25,Los Angeles Dodgers,5,Boston Red Sox,2,Los Angeles Dodgers
777013,2025-07-25,Tampa Bay Rays,2,Cincinnati Reds,7,Cincinnati Reds
777016,2025-07-25,Toronto Blue Jays,6,Detroit Tigers,2,Toronto Blue Jays
777005,2025-07-25,San Diego Padres,0,St. Louis Cardinals,3,St. Louis Cardinals
777017,2025-07-25,Chicago Cubs,5,Chicago White Sox,12,Chicago White Sox
777009,2025-07-25,Atlanta Braves,3,Texas Rangers,8,Texas Rangers
777007,2025-07-25,Athletics,15,Houston Astros,3,Athletics
777011,2025-07-25,Washington Nationals,0,Minnesota Twins,1,Minnesota Twins
777006,2025-07-25,Seattle Mariners,2,Los Angeles Angels,3,Los Angeles Angels
777004,2025-07-25,New York Mets,8,San Francisco Giants,1,New York Mets
