game_id,date,away_team,away_score,home_team,home_score,winner
776627,2025-08-23,Boston Red Sox,12,New York Yankees,1,Boston Red Sox
776630,2025-08-23,Toronto Blue Jays,7,Miami Marlins,6,Toronto Blue Jays
776628,2025-08-23,Washington Nationals,4,Philadelphia Phillies,6,Philadelphia Phillies
776625,2025-08-23,Kansas City Royals,2,Detroit Tigers,4,Detroit Tigers
776632,2025-08-23,Colorado Rockies,1,Pittsburgh Pirates,5,Pittsburgh Pirates
776629,2025-08-23,Houston Astros,9,Baltimore Orioles,8,Houston Astros
776623,2025-08-23,Cleveland Guardians,0,Texas Rangers,10,Texas Rangers
776619,2025-08-23,Minnesota Twins,3,Chicago White Sox,7,Chicago White Sox
776621,2025-08-23,San Francisco Giants,7,Milwaukee Brewers,1,San Francisco Giants
776626,2025-08-23,New York Mets,9,Atlanta Braves,2,New York Mets
776622,2025-08-23,Cincinnati Reds,1,Arizona Diamondbacks,10,Arizona Diamondbacks
776617,2025-08-23,Los Angeles Dodgers,1,San Diego Padres,5,San Diego Padres
776618,2025-08-23,Chicago Cubs,12,Los Angeles Angels,1,Chicago Cubs
776620,2025-08-23,Athletics,2,Seattle Mariners,1,Athletics
