game_id,date,away_team,away_score,home_team,home_score,winner
777026,2025-07-23,Cincinnati Reds,5,Washington Nationals,0,Cincinnati Reds
777037,2025-07-23,San Diego Padres,2,Miami Marlins,3,Miami Marlins
777041,2025-07-23,San Francisco Giants,9,Atlanta Braves,3,San Francisco Giants
777029,2025-07-23,Detroit Tigers,1,Pittsburgh Pirates,6,Pittsburgh Pirates
777034,2025-07-23,Los Angeles Angels,3,New York Mets,6,New York Mets
777031,2025-07-23,Kansas City Royals,8,Chicago Cubs,4,Kansas City Royals
777028,2025-07-23,St. Louis Cardinals,0,Colorado Rockies,6,Colorado Rockies
777032,2025-07-23,Houston Astros,4,Arizona Diamondbacks,3,Houston Astros
777024,2025-07-23,Milwaukee Brewers,10,Seattle Mariners,2,Milwaukee Brewers
777022,2025-07-23,Minnesota Twins,3,Los Angeles Dodgers,4,Los Angeles Dodgers
777036,2025-07-23,Baltimore Orioles,2,Cleveland Guardians,3,Cleveland Guardians
777027,2025-07-23,New York Yankees,4,Toronto Blue Jays,8,Toronto Blue Jays
777038,2025-07-23,Boston Red Sox,9,Philadelphia Phillies,8,Boston Red Sox
777030,2025-07-23,Chicago White Sox,11,Tampa Bay Rays,9,Chicago White Sox
777033,2025-07-23,Athletics,1,Texas Rangers,2,Texas Rangers
