game_id,date,away_team,away_score,home_team,home_score,winner
777079,2025-07-20,San Francisco Giants,6,Toronto Blue Jays,8,Toronto Blue Jays
777076,2025-07-20,Baltimore Orioles,5,Tampa Bay Rays,3,Baltimore Orioles
777077,2025-07-20,San Diego Padres,8,Washington Nationals,1,San Diego Padres
777078,2025-07-20,Los Angeles Angels,8,Philadelphia Phillies,2,Los Angeles Angels
777074,2025-07-20,Chicago White Sox,7,Pittsburgh Pirates,2,Chicago White Sox
777083,2025-07-20,New York Yankees,4,Atlanta Braves,2,New York Yankees
777087,2025-07-20,Cincinnati Reds,2,New York Mets,3,New York Mets
777084,2025-07-20,Athletics,2,Cleveland Guardians,8,Cleveland Guardians
777082,2025-07-20,Kansas City Royals,7,Miami Marlins,4,Kansas City Royals
777075,2025-07-20,Boston Red Sox,6,Chicago Cubs,1,Boston Red Sox
777072,2025-07-20,Minnesota Twins,7,Colorado Rockies,1,Minnesota Twins
777067,2025-07-20,Houston Astros,11,Seattle Mariners,3,Houston Astros
777071,2025-07-20,St. Louis Cardinals,3,Arizona Diamondbacks,5,Arizona Diamondbacks
777070,2025-07-20,Milwaukee Brewers,6,Los Angeles Dodgers,5,Milwaukee Brewers
777073,2025-07-20,Detroit Tigers,2,Texas Rangers,1,Detroit Tigers
