game_id,date,away_team,away_score,home_team,home_score,winner
777900,2025-05-16,Chicago White Sox,3,Chicago Cubs,13,Chicago Cubs
777902,2025-05-16,Cleveland Guardians,4,Cincinnati Reds,5,Cincinnati Reds
777905,2025-05-16,Pittsburgh Pirates,4,Philadelphia Phillies,8,Philadelphia Phillies
777907,2025-05-16,Washington Nationals,4,Baltimore Orioles,3,Washington Nationals
777904,2025-05-16,New York Mets,2,New York Yankees,6,New York Yankees
777906,2025-05-16,Detroit Tigers,5,Toronto Blue Jays,4,Detroit Tigers
777908,2025-05-16,Atlanta Braves,4,Boston Red Sox,2,Atlanta Braves
777903,2025-05-16,Tampa Bay Rays,4,Miami Marlins,9,Miami Marlins
777901,2025-05-16,St. Louis Cardinals,10,Kansas City Royals,3,St. Louis Cardinals
777895,2025-05-16,Houston Astros,6,Texas Rangers,3,Houston Astros
777898,2025-05-16,Minnesota Twins,3,Milwaukee Brewers,0,Minnesota Twins
777897,2025-05-16,Colorado Rockies,0,Arizona Diamondbacks,8,Arizona Diamondbacks
777896,2025-05-16,Seattle Mariners,5,San Diego Padres,1,Seattle Mariners
777899,2025-05-16,Los Angeles Angels,6,Los Angeles Dodgers,2,Los Angeles Angels
777891,2025-05-16,Athletics,1,San Francisco Giants,9,San Francisco Giants
