game_id,date,away_team,away_score,home_team,home_score,winner
776551,2025-08-29,St. Louis Cardinals,7,Cincinnati Reds,5,St. Louis Cardinals
776545,2025-08-29,Tampa Bay Rays,4,Washington Nationals,1,Tampa Bay Rays
776552,2025-08-29,Atlanta Braves,1,Philadelphia Phillies,2,Philadelphia Phillies
776546,2025-08-29,Milwaukee Brewers,7,Toronto Blue Jays,2,Milwaukee Brewers
776549,2025-08-29,Pittsburgh Pirates,4,Boston Red Sox,2,Pittsburgh Pirates
776547,2025-08-29,Seattle Mariners,4,Cleveland Guardians,5,Cleveland Guardians
776548,2025-08-29,Miami Marlins,9,New York Mets,19,New York Mets
776544,2025-08-29,New York Yankees,10,Chicago White Sox,2,New York Yankees
776543,2025-08-29,Los Angeles Angels,0,Houston Astros,2,Houston Astros
776540,2025-08-29,Detroit Tigers,5,Kansas City Royals,3,Detroit Tigers
776541,2025-08-29,San Diego Padres,4,Minnesota Twins,7,Minnesota Twins
776542,2025-08-29,Chicago Cubs,11,Colorado Rockies,7,Chicago Cubs
776538,2025-08-29,Texas Rangers,5,Athletics,2,Texas Rangers
776534,2025-08-29,Arizona Diamondbacks,3,Los Angeles Dodgers,0,Arizona Diamondbacks
776533,2025-08-29,Baltimore Orioles,8,San Francisco Giants,15,San Francisco Giants
