game_id,date,away_team,away_score,home_team,home_score,winner
777101,2025-07-18,Boston Red Sox,1,Chicago Cubs,4,Chicago Cubs
777107,2025-07-18,Chicago White Sox,10,Pittsburgh Pirates,1,Chicago White Sox
777112,2025-07-18,San Diego Padres,7,Washington Nationals,2,San Diego Padres
777106,2025-07-18,Los Angeles Angels,6,Philadelphia Phillies,5,Los Angeles Angels
777108,2025-07-18,San Francisco Giants,0,Toronto Blue Jays,4,Toronto Blue Jays
777111,2025-07-18,Cincinnati Reds,8,New York Mets,4,Cincinnati Reds
777105,2025-07-18,Athletics,6,Cleveland Guardians,8,Cleveland Guardians
777109,2025-07-18,Kansas City Royals,7,Miami Marlins,8,Miami Marlins
777114,2025-07-18,New York Yankees,3,Atlanta Braves,7,Atlanta Braves
777110,2025-07-18,Baltimore Orioles,1,Tampa Bay Rays,11,Tampa Bay Rays
777098,2025-07-18,Detroit Tigers,0,Texas Rangers,2,Texas Rangers
777102,2025-07-18,Minnesota Twins,4,Colorado Rockies,6,Colorado Rockies
777100,2025-07-18,St. Louis Cardinals,3,Arizona Diamondbacks,7,Arizona Diamondbacks
777099,2025-07-18,Houston Astros,1,Seattle Mariners,6,Seattle Mariners
777103,2025-07-18,Milwaukee Brewers,2,Los Angeles Dodgers,0,Milwaukee Brewers
