game_id,date,away_team,away_score,home_team,home_score,winner
776844,2025-08-06,San Francisco Giants,4,Pittsburgh Pirates,2,San Francisco Giants
776851,2025-08-06,Baltimore Orioles,5,Philadelphia Phillies,1,Baltimore Orioles
776846,2025-08-06,Cleveland Guardians,4,New York Mets,1,Cleveland Guardians
776859,2025-08-06,Minnesota Twins,9,Detroit Tigers,4,Minnesota Twins
776847,2025-08-06,Cincinnati Reds,1,Chicago Cubs,6,Chicago Cubs
776845,2025-08-06,New York Yankees,3,Texas Rangers,2,New York Yankees
776836,2025-08-06,Toronto Blue Jays,20,Colorado Rockies,1,Toronto Blue Jays
776843,2025-08-06,Tampa Bay Rays,5,Los Angeles Angels,4,Tampa Bay Rays
776839,2025-08-06,St. Louis Cardinals,5,Los Angeles Dodgers,3,St. Louis Cardinals
776849,2025-08-06,Houston Astros,4,Miami Marlins,6,Miami Marlins
776850,2025-08-06,Athletics,1,Washington Nationals,2,Washington Nationals
776856,2025-08-06,Kansas City Royals,7,Boston Red Sox,3,Kansas City Royals
776853,2025-08-06,Milwaukee Brewers,5,Atlanta Braves,4,Milwaukee Brewers
776838,2025-08-06,San Diego Padres,3,Arizona Diamondbacks,2,San Diego Padres
776841,2025-08-06,Chicago White Sox,6,Seattle Mariners,8,Seattle Mariners
