game_id,date,away_team,away_score,home_team,home_score,winner
776708,2025-08-17,Philadelphia Phillies,11,Washington Nationals,9,Philadelphia Phillies
776714,2025-08-17,Miami Marlins,5,Boston Red Sox,3,Miami Marlins
776710,2025-08-17,Texas Rangers,10,Toronto Blue Jays,4,Texas Rangers
776706,2025-08-17,Atlanta Braves,5,Cleveland Guardians,4,Atlanta Braves
776709,2025-08-17,Milwaukee Brewers,2,Cincinnati Reds,3,Cincinnati Reds
776705,2025-08-17,Baltimore Orioles,12,Houston Astros,0,Baltimore Orioles
776700,2025-08-17,Detroit Tigers,1,Minnesota Twins,8,Minnesota Twins
776702,2025-08-17,Chicago White Sox,2,Kansas City Royals,6,Kansas City Royals
776698,2025-08-17,New York Yankees,8,St. Louis Cardinals,4,New York Yankees
776704,2025-08-17,Pittsburgh Pirates,3,Chicago Cubs,4,Chicago Cubs
776701,2025-08-17,Arizona Diamondbacks,5,Colorado Rockies,6,Colorado Rockies
776699,2025-08-17,Los Angeles Angels,11,Athletics,5,Los Angeles Angels
776703,2025-08-17,Tampa Bay Rays,1,San Francisco Giants,7,San Francisco Giants
776697,2025-08-17,San Diego Padres,4,Los Angeles Dodgers,5,Los Angeles Dodgers
776707,2025-08-17,Seattle Mariners,3,New York Mets,7,New York Mets
