game_id,date,away_team,away_score,home_team,home_score,winner
776901,2025-08-02,Los Angeles Dodgers,0,Tampa Bay Rays,4,Tampa Bay Rays
776902,2025-08-02,Baltimore Orioles,4,Chicago Cubs,3,Baltimore Orioles
776900,2025-08-02,Kansas City Royals,2,Toronto Blue Jays,4,Toronto Blue Jays
776904,2025-08-02,Pittsburgh Pirates,5,Colorado Rockies,8,Colorado Rockies
776912,2025-08-02,Detroit Tigers,7,Philadelphia Phillies,5,Detroit Tigers
776903,2025-08-02,Milwaukee Brewers,8,Washington Nationals,2,Milwaukee Brewers
776909,2025-08-02,Houston Astros,3,Boston Red Sox,7,Boston Red Sox
776911,2025-08-02,San Francisco Giants,6,New York Mets,12,New York Mets
776897,2025-08-02,Texas Rangers,6,Seattle Mariners,4,Texas Rangers
776905,2025-08-02,Minnesota Twins,4,Cleveland Guardians,5,Cleveland Guardians
776910,2025-08-02,New York Yankees,0,Miami Marlins,2,Miami Marlins
776899,2025-08-02,Arizona Diamondbacks,7,Athletics,2,Arizona Diamondbacks
776898,2025-08-02,Chicago White Sox,1,Los Angeles Angels,0,Chicago White Sox
776896,2025-08-02,St. Louis Cardinals,8,San Diego Padres,5,St. Louis Cardinals
