game_id,date,away_team,away_score,home_team,home_score,winner
776490,2025-09-02,New York Mets,12,Detroit Tigers,5,New York Mets
776496,2025-09-02,Los Angeles Dodgers,7,Pittsburgh Pirates,9,Pittsburgh Pirates
776491,2025-09-02,Toronto Blue Jays,12,Cincinnati Reds,9,Toronto Blue Jays
776493,2025-09-02,Cleveland Guardians,7,Boston Red Sox,11,Boston Red Sox
776482,2025-09-02,Miami Marlins,2,Washington Nationals,5,Washington Nationals
776485,2025-09-02,Seattle Mariners,5,Tampa Bay Rays,6,Tampa Bay Rays
776488,2025-09-02,Los Angeles Angels,5,Kansas City Royals,1,Los Angeles Angels
776487,2025-09-02,Atlanta Braves,3,Chicago Cubs,4,Chicago Cubs
776484,2025-09-02,Chicago White Sox,12,Minnesota Twins,3,Chicago White Sox
776483,2025-09-02,Athletics,1,St. Louis Cardinals,2,St. Louis Cardinals
776489,2025-09-02,New York Yankees,7,Houston Astros,1,New York Yankees
776486,2025-09-02,San Francisco Giants,7,Colorado Rockies,4,San Francisco Giants
776480,2025-09-02,Baltimore Orioles,6,San Diego Padres,2,Baltimore Orioles
776481,2025-09-02,Texas Rangers,3,Arizona Diamondbacks,5,Arizona Diamondbacks
