game_id,date,away_team,away_score,home_team,home_score,winner
777815,2025-05-23,Baltimore Orioles,5,Boston Red Sox,19,Boston Red Sox
777811,2025-05-23,Chicago Cubs,13,Cincinnati Reds,6,Chicago Cubs
777806,2025-05-23,Milwaukee Brewers,5,Pittsburgh Pirates,6,Pittsburgh Pirates
777801,2025-05-23,San Francisco Giants,4,Washington Nationals,0,San Francisco Giants
777810,2025-05-23,Toronto Blue Jays,1,Tampa Bay Rays,3,Tampa Bay Rays
777807,2025-05-23,Cleveland Guardians,3,Detroit Tigers,1,Cleveland Guardians
777808,2025-05-23,Los Angeles Dodgers,7,New York Mets,5,Los Angeles Dodgers
777813,2025-05-23,San Diego Padres,2,Atlanta Braves,1,San Diego Padres
777805,2025-05-23,Texas Rangers,1,Chicago White Sox,4,Chicago White Sox
777800,2025-05-23,Seattle Mariners,5,Houston Astros,3,Seattle Mariners
777799,2025-05-23,Kansas City Royals,1,Minnesota Twins,3,Minnesota Twins
777797,2025-05-23,Arizona Diamondbacks,3,St. Louis Cardinals,4,St. Louis Cardinals
777802,2025-05-23,New York Yankees,2,Colorado Rockies,3,Colorado Rockies
777798,2025-05-23,Miami Marlins,4,Los Angeles Angels,7,Los Angeles Angels
777804,2025-05-23,Philadelphia Phillies,4,Athletics,3,Philadelphia Phillies
