game_id,date,away_team,away_score,home_team,home_score,winner
776792,2025-08-11,Philadelphia Phillies,4,Cincinnati Reds,1,Philadelphia Phillies
776790,2025-08-11,Minnesota Twins,2,New York Yankees,6,New York Yankees
776784,2025-08-11,Washington Nationals,4,Kansas City Royals,7,Kansas City Royals
776781,2025-08-11,Detroit Tigers,2,Chicago White Sox,1,Detroit Tigers
776786,2025-08-11,Pittsburgh Pirates,1,Milwaukee Brewers,7,Milwaukee Brewers
776783,2025-08-11,Colorado Rockies,2,St. Louis Cardinals,3,St. Louis Cardinals
776785,2025-08-11,Arizona Diamondbacks,6,Texas Rangers,7,Texas Rangers
776782,2025-08-11,Boston Red Sox,6,Houston Astros,7,Houston Astros
776779,2025-08-11,Los Angeles Dodgers,4,Los Angeles Angels,7,Los Angeles Angels
776780,2025-08-11,San Diego Padres,4,San Francisco Giants,1,San Diego Padres
776787,2025-08-11,Tampa Bay Rays,7,Athletics,4,Tampa Bay Rays
