game_id,date,away_team,away_score,home_team,home_score,winner
776966,2025-07-28,Toronto Blue Jays,4,Baltimore Orioles,11,Baltimore Orioles
776968,2025-07-28,Colorado Rockies,8,Cleveland Guardians,6,Colorado Rockies
776973,2025-07-28,Arizona Diamondbacks,1,Detroit Tigers,5,Detroit Tigers
776970,2025-07-28,Tampa Bay Rays,4,New York Yankees,2,Tampa Bay Rays
776967,2025-07-28,Los Angeles Dodgers,5,Cincinnati Reds,2,Los Angeles Dodgers
776961,2025-07-28,Boston Red Sox,4,Minnesota Twins,5,Minnesota Twins
776971,2025-07-28,Atlanta Braves,10,Kansas City Royals,7,Atlanta Braves
776972,2025-07-28,Philadelphia Phillies,2,Chicago White Sox,6,Chicago White Sox
776965,2025-07-28,Chicago Cubs,4,Milwaukee Brewers,8,Milwaukee Brewers
776960,2025-07-28,Miami Marlins,1,St. Louis Cardinals,7,St. Louis Cardinals
776969,2025-07-28,Washington Nationals,2,Houston Astros,1,Washington Nationals
776958,2025-07-28,Texas Rangers,4,Los Angeles Angels,6,Los Angeles Angels
776959,2025-07-28,New York Mets,6,San Diego Padres,7,San Diego Padres
776964,2025-07-28,Pittsburgh Pirates,6,San Francisco Giants,5,Pittsburgh Pirates
776957,2025-07-28,Seattle Mariners,3,Athletics,1,Seattle Mariners
