game_id,date,away_team,away_score,home_team,home_score,winner
777271,2025-07-02,Athletics,5,Tampa Bay Rays,6,Tampa Bay Rays
777272,2025-07-02,St. Louis Cardinals,0,Pittsburgh Pirates,5,Pittsburgh Pirates
777284,2025-07-02,Detroit Tigers,11,Washington Nationals,2,Detroit Tigers
777265,2025-07-02,Detroit Tigers,4,Washington Nationals,9,Washington Nationals
777273,2025-07-02,San Diego Padres,6,Philadelphia Phillies,4,San Diego Padres
777290,2025-07-02,San Diego Padres,1,Philadelphia Phillies,5,Philadelphia Phillies
777289,2025-07-02,Milwaukee Brewers,7,New York Mets,2,Milwaukee Brewers
777276,2025-07-02,Milwaukee Brewers,3,New York Mets,7,New York Mets
777294,2025-07-02,Cincinnati Reds,3,Boston Red Sox,5,Boston Red Sox
777275,2025-07-02,Minnesota Twins,2,Miami Marlins,1,Minnesota Twins
777274,2025-07-02,New York Yankees,9,Toronto Blue Jays,11,Toronto Blue Jays
777277,2025-07-02,Cincinnati Reds,8,Boston Red Sox,4,Cincinnati Reds
777279,2025-07-02,Los Angeles Angels,3,Atlanta Braves,8,Atlanta Braves
777266,2025-07-02,Cleveland Guardians,4,Chicago Cubs,5,Chicago Cubs
777268,2025-07-02,Baltimore Orioles,0,Texas Rangers,6,Texas Rangers
777269,2025-07-02,Houston Astros,5,Colorado Rockies,3,Houston Astros
777262,2025-07-02,Kansas City Royals,2,Seattle Mariners,3,Seattle Mariners
777270,2025-07-02,San Francisco Giants,6,Arizona Diamondbacks,5,San Francisco Giants
777267,2025-07-02,Chicago White Sox,4,Los Angeles Dodgers,5,Los Angeles Dodgers
