game_id,date,away_team,away_score,home_team,home_score,winner
777164,2025-07-11,Cleveland Guardians,4,Chicago White Sox,2,Cleveland Guardians
777146,2025-07-11,Cleveland Guardians,4,Chicago White Sox,5,Chicago White Sox
777157,2025-07-11,Miami Marlins,2,Baltimore Orioles,5,Baltimore Orioles
777153,2025-07-11,Chicago Cubs,0,New York Yankees,11,New York Yankees
777160,2025-07-11,Colorado Rockies,3,Cincinnati Reds,2,Colorado Rockies
777161,2025-07-11,Seattle Mariners,12,Detroit Tigers,3,Seattle Mariners
777155,2025-07-11,Tampa Bay Rays,4,Boston Red Sox,5,Boston Red Sox
777151,2025-07-11,New York Mets,8,Kansas City Royals,3,New York Mets
777154,2025-07-11,Texas Rangers,7,Houston Astros,3,Texas Rangers
777148,2025-07-11,Pittsburgh Pirates,1,Minnesota Twins,2,Minnesota Twins
777149,2025-07-11,Washington Nationals,3,Milwaukee Brewers,8,Milwaukee Brewers
777147,2025-07-11,Atlanta Braves,6,St. Louis Cardinals,5,Atlanta Braves
777150,2025-07-11,Arizona Diamondbacks,5,Los Angeles Angels,6,Los Angeles Angels
777139,2025-07-11,Philadelphia Phillies,2,San Diego Padres,4,San Diego Padres
777152,2025-07-11,Toronto Blue Jays,7,Athletics,6,Toronto Blue Jays
777143,2025-07-11,Los Angeles Dodgers,7,San Francisco Giants,8,San Francisco Giants
