game_id,date,away_team,away_score,home_team,home_score,winner
777739,2025-05-28,Los Angeles Dodgers,4,Cleveland Guardians,7,Cleveland Guardians
777738,2025-05-28,San Francisco Giants,3,Detroit Tigers,4,Detroit Tigers
777732,2025-05-28,Minnesota Twins,0,Tampa Bay Rays,5,Tampa Bay Rays
777737,2025-05-28,Chicago White Sox,9,New York Mets,4,Chicago White Sox
777736,2025-05-28,Boston Red Sox,5,Milwaukee Brewers,6,Milwaukee Brewers
777734,2025-05-28,Athletics,3,Houston Astros,5,Houston Astros
777729,2025-05-28,Pittsburgh Pirates,10,Arizona Diamondbacks,1,Pittsburgh Pirates
777726,2025-05-28,Miami Marlins,10,San Diego Padres,8,Miami Marlins
777740,2025-05-28,St. Louis Cardinals,6,Baltimore Orioles,4,St. Louis Cardinals
777733,2025-05-28,Cincinnati Reds,2,Kansas City Royals,3,Kansas City Royals
777731,2025-05-28,Colorado Rockies,1,Chicago Cubs,2,Chicago Cubs
777724,2025-05-28,Toronto Blue Jays,2,Texas Rangers,0,Toronto Blue Jays
777728,2025-05-28,New York Yankees,1,Los Angeles Angels,0,New York Yankees
777730,2025-05-28,Washington Nationals,9,Seattle Mariners,0,Washington Nationals
