game_id,date,away_team,away_score,home_team,home_score,winner
777753,2025-05-27,Los Angeles Dodgers,9,Cleveland Guardians,5,Los Angeles Dodgers
777754,2025-05-27,St. Louis Cardinals,7,Baltimore Orioles,4,St. Louis Cardinals
777755,2025-05-27,San Francisco Giants,1,Detroit Tigers,3,Detroit Tigers
777748,2025-05-27,Atlanta Braves,0,Philadelphia Phillies,2,Philadelphia Phillies
777746,2025-05-27,Minnesota Twins,4,Tampa Bay Rays,2,Minnesota Twins
777749,2025-05-27,Chicago White Sox,4,New York Mets,6,New York Mets
777750,2025-05-27,Cincinnati Reds,7,Kansas City Royals,2,Cincinnati Reds
777747,2025-05-27,Boston Red Sox,1,Milwaukee Brewers,5,Milwaukee Brewers
777751,2025-05-27,Colorado Rockies,3,Chicago Cubs,4,Chicago Cubs
777741,2025-05-27,Toronto Blue Jays,0,Texas Rangers,2,Texas Rangers
777752,2025-05-27,Athletics,1,Houston Astros,11,Houston Astros
777745,2025-05-27,New York Yankees,3,Los Angeles Angels,2,New York Yankees
777744,2025-05-27,Pittsburgh Pirates,9,Arizona Diamondbacks,6,Pittsburgh Pirates
777743,2025-05-27,Washington Nationals,1,Seattle Mariners,9,Seattle Mariners
777742,2025-05-27,Miami Marlins,6,San Diego Padres,8,San Diego Padres
