game_id,date,away_team,away_score,home_team,home_score,winner
776637,2025-08-22,Colorado Rockies,0,Pittsburgh Pirates,9,Pittsburgh Pirates
776648,2025-08-22,Washington Nationals,5,Philadelphia Phillies,4,Washington Nationals
776643,2025-08-22,Houston Astros,10,Baltimore Orioles,7,Houston Astros
776647,2025-08-22,Boston Red Sox,1,New York Yankees,0,Boston Red Sox
776649,2025-08-22,Kansas City Royals,5,Detroit Tigers,7,Detroit Tigers
776646,2025-08-22,Toronto Blue Jays,5,Miami Marlins,2,Toronto Blue Jays
776645,2025-08-22,New York Mets,12,Atlanta Braves,7,New York Mets
776633,2025-08-22,St. Louis Cardinals,6,Tampa Bay Rays,10,Tampa Bay Rays
776639,2025-08-22,Minnesota Twins,9,Chicago White Sox,7,Minnesota Twins
776641,2025-08-22,Cleveland Guardians,3,Texas Rangers,4,Texas Rangers
776634,2025-08-22,San Francisco Giants,4,Milwaukee Brewers,5,Milwaukee Brewers
776640,2025-08-22,Chicago Cubs,3,Los Angeles Angels,2,Chicago Cubs
776635,2025-08-22,Cincinnati Reds,5,Arizona Diamondbacks,6,Arizona Diamondbacks
776636,2025-08-22,Los Angeles Dodgers,1,San Diego Padres,2,San Diego Padres
776638,2025-08-22,Athletics,2,Seattle Mariners,3,Seattle Mariners
