game_id,date,away_team,away_score,home_team,home_score,winner
776866,2025-08-05,San Francisco Giants,8,Pittsburgh Pirates,1,San Francisco Giants
776861,2025-08-05,Minnesota Twins,6,Detroit Tigers,3,Minnesota Twins
776862,2025-08-05,Houston Astros,7,Miami Marlins,3,Houston Astros
776865,2025-08-05,Athletics,16,Washington Nationals,7,Athletics
776868,2025-08-05,Baltimore Orioles,0,Philadelphia Phillies,5,Philadelphia Phillies
776864,2025-08-05,Kansas City Royals,2,Boston Red Sox,6,Boston Red Sox
776863,2025-08-05,Cleveland Guardians,3,New York Mets,2,Cleveland Guardians
776869,2025-08-05,Milwaukee Brewers,7,Atlanta Braves,2,Milwaukee Brewers
776860,2025-08-05,Cincinnati Reds,5,Chicago Cubs,1,Cincinnati Reds
776855,2025-08-05,New York Yankees,0,Texas Rangers,2,Texas Rangers
776854,2025-08-05,Toronto Blue Jays,10,Colorado Rockies,4,Toronto Blue Jays
776848,2025-08-05,Tampa Bay Rays,7,Los Angeles Angels,3,Tampa Bay Rays
776852,2025-08-05,San Diego Padres,10,Arizona Diamondbacks,5,San Diego Padres
776857,2025-08-05,Chicago White Sox,3,Seattle Mariners,8,Seattle Mariners
776858,2025-08-05,St. Louis Cardinals,6,Los Angeles Dodgers,12,Los Angeles Dodgers
