game_id,date,away_team,away_score,home_team,home_score,winner
777245,2025-07-04,Boston Red Sox,11,Washington Nationals,2,Boston Red Sox
777255,2025-07-04,Cincinnati Reds,9,Philadelphia Phillies,6,Cincinnati Reds
777246,2025-07-04,St. Louis Cardinals,3,Chicago Cubs,11,Chicago Cubs
777250,2025-07-04,New York Yankees,5,New York Mets,6,New York Mets
777236,2025-07-04,Pittsburgh Pirates,0,Seattle Mariners,6,Seattle Mariners
777247,2025-07-04,Tampa Bay Rays,3,Minnesota Twins,4,Minnesota Twins
777239,2025-07-04,Texas Rangers,2,San Diego Padres,3,San Diego Padres
777242,2025-07-04,Los Angeles Angels,3,Toronto Blue Jays,4,Toronto Blue Jays
777249,2025-07-04,Detroit Tigers,2,Cleveland Guardians,1,Detroit Tigers
777254,2025-07-04,Milwaukee Brewers,6,Miami Marlins,5,Milwaukee Brewers
777252,2025-07-04,Baltimore Orioles,3,Atlanta Braves,2,Baltimore Orioles
777243,2025-07-04,Chicago White Sox,3,Colorado Rockies,2,Chicago White Sox
777235,2025-07-04,Houston Astros,18,Los Angeles Dodgers,1,Houston Astros
777248,2025-07-04,Kansas City Royals,9,Arizona Diamondbacks,3,Kansas City Royals
777244,2025-07-04,San Francisco Giants,2,Athletics,11,Athletics
