game_id,date,away_team,away_score,home_team,home_score,winner
777809,2025-05-24,Baltimore Orioles,5,Boston Red Sox,6,Boston Red Sox
777790,2025-05-24,Baltimore Orioles,2,Boston Red Sox,1,Baltimore Orioles
777788,2025-05-24,Kansas City Royals,4,Minnesota Twins,5,Minnesota Twins
777786,2025-05-24,Arizona Diamondbacks,5,St. Louis Cardinals,6,St. Louis Cardinals
777793,2025-05-24,San Francisco Giants,0,Washington Nationals,3,Washington Nationals
777794,2025-05-24,Milwaukee Brewers,1,Pittsburgh Pirates,2,Pittsburgh Pirates
777791,2025-05-24,Chicago Cubs,4,Cincinnati Reds,6,Cincinnati Reds
777787,2025-05-24,Seattle Mariners,1,Houston Astros,2,Houston Astros
777803,2025-05-24,San Diego Padres,1,Atlanta Braves,7,Atlanta Braves
777792,2025-05-24,Texas Rangers,5,Chicago White Sox,10,Chicago White Sox
777782,2025-05-24,New York Yankees,13,Colorado Rockies,1,New York Yankees
777795,2025-05-24,Toronto Blue Jays,1,Tampa Bay Rays,3,Tampa Bay Rays
777796,2025-05-24,Cleveland Guardians,7,Detroit Tigers,5,Cleveland Guardians
777789,2025-05-24,Los Angeles Dodgers,2,New York Mets,5,New York Mets
777784,2025-05-24,Philadelphia Phillies,9,Athletics,6,Philadelphia Phillies
777781,2025-05-24,Miami Marlins,6,Los Angeles Angels,2,Miami Marlins
