game_id,date,away_team,away_score,home_team,home_score,winner
777505,2025-06-15,Cincinnati Reds,8,Detroit Tigers,4,Cincinnati Reds
777501,2025-06-15,Los Angeles Angels,2,Baltimore Orioles,11,Baltimore Orioles
777499,2025-06-15,Toronto Blue Jays,4,Philadelphia Phillies,11,Philadelphia Phillies
777504,2025-06-15,Colorado Rockies,10,Atlanta Braves,1,Colorado Rockies
777503,2025-06-15,Miami Marlins,3,Washington Nationals,1,Miami Marlins
777500,2025-06-15,New York Yankees,0,Boston Red Sox,2,Boston Red Sox
777502,2025-06-15,Tampa Bay Rays,9,New York Mets,0,Tampa Bay Rays
777496,2025-06-15,Athletics,3,Kansas City Royals,2,Athletics
777494,2025-06-15,Minnesota Twins,1,Houston Astros,2,Houston Astros
777492,2025-06-15,St. Louis Cardinals,2,Milwaukee Brewers,3,Milwaukee Brewers
777497,2025-06-15,Pittsburgh Pirates,2,Chicago Cubs,3,Chicago Cubs
777493,2025-06-15,Chicago White Sox,1,Texas Rangers,2,Texas Rangers
777491,2025-06-15,San Diego Padres,8,Arizona Diamondbacks,2,San Diego Padres
777495,2025-06-15,Cleveland Guardians,0,Seattle Mariners,6,Seattle Mariners
777498,2025-06-15,San Francisco Giants,4,Los Angeles Dodgers,5,Los Angeles Dodgers
