game_id,date,away_team,away_score,home_team,home_score,winner
777859,2025-05-19,Cincinnati Reds,7,Pittsburgh Pirates,1,Cincinnati Reds
777863,2025-05-19,Chicago Cubs,7,Miami Marlins,8,Miami Marlins
777856,2025-05-19,New York Mets,1,Boston Red Sox,3,Boston Red Sox
777858,2025-05-19,Houston Astros,4,Tampa Bay Rays,3,Houston Astros
777857,2025-05-19,Seattle Mariners,5,Chicago White Sox,1,Seattle Mariners
777860,2025-05-19,Baltimore Orioles,4,Milwaukee Brewers,5,Milwaukee Brewers
777862,2025-05-19,Detroit Tigers,4,St. Louis Cardinals,11,St. Louis Cardinals
777852,2025-05-19,Philadelphia Phillies,9,Colorado Rockies,3,Philadelphia Phillies
777855,2025-05-19,Kansas City Royals,3,San Francisco Giants,1,Kansas City Royals
777853,2025-05-19,Los Angeles Angels,4,Athletics,3,Los Angeles Angels
777854,2025-05-19,Arizona Diamondbacks,9,Los Angeles Dodgers,5,Arizona Diamondbacks
