game_id,date,away_team,away_score,home_team,home_score,winner
776691,2025-08-19,Milwaukee Brewers,4,Chicago Cubs,6,Chicago Cubs
776676,2025-08-19,Milwaukee Brewers,1,Chicago Cubs,4,Chicago Cubs
776685,2025-08-19,Houston Astros,0,Detroit Tigers,1,Detroit Tigers
776679,2025-08-19,Toronto Blue Jays,7,Pittsburgh Pirates,3,Toronto Blue Jays
776686,2025-08-19,St. Louis Cardinals,7,Miami Marlins,4,St. Louis Cardinals
776678,2025-08-19,New York Mets,8,Washington Nationals,1,New York Mets
776680,2025-08-19,Seattle Mariners,4,Philadelphia Phillies,6,Philadelphia Phillies
776684,2025-08-19,Baltimore Orioles,4,Boston Red Sox,3,Baltimore Orioles
776687,2025-08-19,Chicago White Sox,10,Atlanta Braves,11,Atlanta Braves
776677,2025-08-19,New York Yankees,13,Tampa Bay Rays,3,New York Yankees
776675,2025-08-19,Texas Rangers,2,Kansas City Royals,5,Kansas City Royals
776674,2025-08-19,Athletics,6,Minnesota Twins,3,Athletics
776671,2025-08-19,Los Angeles Dodgers,11,Colorado Rockies,4,Los Angeles Dodgers
776668,2025-08-19,Cincinnati Reds,6,Los Angeles Angels,4,Cincinnati Reds
776672,2025-08-19,Cleveland Guardians,5,Arizona Diamondbacks,6,Arizona Diamondbacks
776667,2025-08-19,San Francisco Giants,1,San Diego Padres,5,San Diego Padres
