game_id,date,away_team,away_score,home_team,home_score,winner
777847,2025-05-20,Cincinnati Reds,0,Pittsburgh Pirates,1,Pittsburgh Pirates
777850,2025-05-20,Chicago Cubs,14,Miami Marlins,1,Chicago Cubs
777851,2025-05-20,New York Mets,0,Boston Red Sox,2,Boston Red Sox
777841,2025-05-20,Atlanta Braves,3,Washington Nationals,5,Washington Nationals
777848,2025-05-20,Houston Astros,2,Tampa Bay Rays,3,Tampa Bay Rays
777849,2025-05-20,Texas Rangers,2,New York Yankees,5,New York Yankees
777845,2025-05-20,San Diego Padres,0,Toronto Blue Jays,3,Toronto Blue Jays
777846,2025-05-20,Seattle Mariners,0,Chicago White Sox,1,Chicago White Sox
777844,2025-05-20,Baltimore Orioles,2,Milwaukee Brewers,5,Milwaukee Brewers
777840,2025-05-20,Detroit Tigers,5,St. Louis Cardinals,4,Detroit Tigers
777842,2025-05-20,Philadelphia Phillies,7,Colorado Rockies,4,Philadelphia Phillies
777836,2025-05-20,Kansas City Royals,2,San Francisco Giants,3,San Francisco Giants
777843,2025-05-20,Los Angeles Angels,7,Athletics,5,Los Angeles Angels
777838,2025-05-20,Arizona Diamondbacks,3,Los Angeles Dodgers,4,Los Angeles Dodgers
