game_id,date,away_team,away_score,home_team,home_score,winner
777712,2025-05-30,Cincinnati Reds,6,Chicago Cubs,2,Cincinnati Reds
777720,2025-05-30,Chicago White Sox,1,Baltimore Orioles,2,Baltimore Orioles
777715,2025-05-30,Milwaukee Brewers,6,Philadelphia Phillies,2,Milwaukee Brewers
777716,2025-05-30,Athletics,7,Toronto Blue Jays,11,Toronto Blue Jays
777721,2025-05-30,Los Angeles Angels,4,Cleveland Guardians,1,Los Angeles Angels
777718,2025-05-30,Colorado Rockies,2,New York Mets,4,New York Mets
777717,2025-05-30,San Francisco Giants,2,Miami Marlins,0,San Francisco Giants
777719,2025-05-30,Boston Red Sox,5,Atlanta Braves,1,Boston Red Sox
777709,2025-05-30,St. Louis Cardinals,1,Texas Rangers,11,Texas Rangers
777711,2025-05-30,Detroit Tigers,7,Kansas City Royals,5,Detroit Tigers
777714,2025-05-30,Tampa Bay Rays,1,Houston Astros,2,Houston Astros
777710,2025-05-30,Washington Nationals,9,Arizona Diamondbacks,7,Washington Nationals
777707,2025-05-30,Pittsburgh Pirates,2,San Diego Padres,3,San Diego Padres
777713,2025-05-30,Minnesota Twins,12,Seattle Mariners,6,Minnesota Twins
777708,2025-05-30,New York Yankees,5,Los Angeles Dodgers,8,Los Angeles Dodgers
