game_id,date,away_team,away_score,home_team,home_score,winner
776776,2025-08-12,Seattle Mariners,1,Baltimore Orioles,0,Seattle Mariners
776777,2025-08-12,Philadelphia Phillies,1,Cincinnati Reds,6,Cincinnati Reds
776778,2025-08-12,Miami Marlins,3,Cleveland Guardians,4,Cleveland Guardians
776774,2025-08-12,Minnesota Twins,1,New York Yankees,9,New York Yankees
776768,2025-08-12,Chicago Cubs,1,Toronto Blue Jays,5,Toronto Blue Jays
776772,2025-08-12,Atlanta Braves,5,New York Mets,13,New York Mets
776770,2025-08-12,Washington Nationals,5,Kansas City Royals,8,Kansas City Royals
776773,2025-08-12,Detroit Tigers,6,Chicago White Sox,9,Chicago White Sox
776771,2025-08-12,Pittsburgh Pirates,0,Milwaukee Brewers,14,Milwaukee Brewers
776775,2025-08-12,Colorado Rockies,3,St. Louis Cardinals,0,Colorado Rockies
776764,2025-08-12,Arizona Diamondbacks,3,Texas Rangers,2,Arizona Diamondbacks
776769,2025-08-12,Boston Red Sox,14,Houston Astros,1,Boston Red Sox
776763,2025-08-12,Los Angeles Dodgers,6,Los Angeles Angels,7,Los Angeles Angels
776767,2025-08-12,San Diego Padres,5,San Francisco Giants,1,San Diego Padres
776762,2025-08-12,Tampa Bay Rays,0,Athletics,6,Athletics
