game_id,date,away_team,away_score,home_team,home_score,winner
777592,2025-06-08,Miami Marlins,2,Tampa Bay Rays,3,Tampa Bay Rays
777586,2025-06-08,San Diego Padres,1,Milwaukee Brewers,0,San Diego Padres
777596,2025-06-08,Texas Rangers,4,Washington Nationals,2,Texas Rangers
777595,2025-06-08,Philadelphia Phillies,1,Pittsburgh Pirates,2,Pittsburgh Pirates
777602,2025-06-08,Arizona Diamondbacks,2,Cincinnati Reds,4,Cincinnati Reds
777594,2025-06-08,Chicago Cubs,0,Detroit Tigers,4,Detroit Tigers
777591,2025-06-08,Houston Astros,2,Cleveland Guardians,4,Cleveland Guardians
777585,2025-06-08,Toronto Blue Jays,3,Minnesota Twins,6,Minnesota Twins
777590,2025-06-08,Kansas City Royals,7,Chicago White Sox,5,Kansas City Royals
777582,2025-06-08,Los Angeles Dodgers,7,St. Louis Cardinals,3,Los Angeles Dodgers
777583,2025-06-08,New York Mets,13,Colorado Rockies,5,New York Mets
777588,2025-06-08,Baltimore Orioles,1,Athletics,5,Athletics
777587,2025-06-08,Atlanta Braves,3,San Francisco Giants,4,San Francisco Giants
777589,2025-06-08,Seattle Mariners,3,Los Angeles Angels,2,Seattle Mariners
777593,2025-06-08,Boston Red Sox,11,New York Yankees,7,Boston Red Sox
