game_id,date,away_team,away_score,home_team,home_score,winner
777552,2025-06-11,Miami Marlins,2,Pittsburgh Pirates,5,Pittsburgh Pirates
777553,2025-06-11,Chicago Cubs,2,Philadelphia Phillies,7,Philadelphia Phillies
777549,2025-06-11,Cincinnati Reds,2,Cleveland Guardians,11,Cleveland Guardians
777554,2025-06-11,Atlanta Braves,6,Milwaukee Brewers,2,Atlanta Braves
777545,2025-06-11,Toronto Blue Jays,5,St. Louis Cardinals,2,Toronto Blue Jays
777548,2025-06-11,Seattle Mariners,2,Arizona Diamondbacks,5,Arizona Diamondbacks
777542,2025-06-11,Athletics,5,Los Angeles Angels,6,Los Angeles Angels
777543,2025-06-11,Los Angeles Dodgers,5,San Diego Padres,2,Los Angeles Dodgers
777562,2025-06-11,Detroit Tigers,1,Baltimore Orioles,10,Baltimore Orioles
777555,2025-06-11,Washington Nationals,0,New York Mets,5,New York Mets
777561,2025-06-11,Tampa Bay Rays,3,Boston Red Sox,4,Boston Red Sox
777556,2025-06-11,Texas Rangers,2,Minnesota Twins,6,Minnesota Twins
777551,2025-06-11,New York Yankees,6,Kansas City Royals,3,New York Yankees
777550,2025-06-11,Chicago White Sox,2,Houston Astros,10,Houston Astros
777547,2025-06-11,San Francisco Giants,10,Colorado Rockies,7,San Francisco Giants
