game_id,date,away_team,away_score,home_team,home_score,winner
777452,2025-06-19,Minnesota Twins,12,Cincinnati Reds,5,Minnesota Twins
777445,2025-06-19,Colorado Rockies,3,Washington Nationals,4,Washington Nationals
777449,2025-06-19,Los Angeles Angels,3,New York Yankees,7,New York Yankees
777451,2025-06-19,Pittsburgh Pirates,2,Detroit Tigers,9,Detroit Tigers
777464,2025-06-19,Pittsburgh Pirates,8,Detroit Tigers,4,Pittsburgh Pirates
777447,2025-06-19,St. Louis Cardinals,5,Chicago White Sox,4,St. Louis Cardinals
777458,2025-06-19,St. Louis Cardinals,8,Chicago White Sox,6,St. Louis Cardinals
777450,2025-06-19,Milwaukee Brewers,8,Chicago Cubs,7,Milwaukee Brewers
777443,2025-06-19,Kansas City Royals,4,Texas Rangers,1,Kansas City Royals
777448,2025-06-19,Arizona Diamondbacks,9,Toronto Blue Jays,5,Arizona Diamondbacks
777440,2025-06-19,Cleveland Guardians,1,San Francisco Giants,2,San Francisco Giants
777444,2025-06-19,Philadelphia Phillies,2,Miami Marlins,1,Philadelphia Phillies
777455,2025-06-19,New York Mets,1,Atlanta Braves,7,Atlanta Braves
777446,2025-06-19,Baltimore Orioles,4,Tampa Bay Rays,1,Baltimore Orioles
777441,2025-06-19,Houston Astros,4,Athletics,6,Athletics
777442,2025-06-19,San Diego Padres,5,Los Angeles Dodgers,3,San Diego Padres
