game_id,date,away_team,away_score,home_team,home_score,winner
777770,2025-05-26,San Francisco Giants,1,Detroit Tigers,3,Detroit Tigers
777764,2025-05-26,Boston Red Sox,2,Milwaukee Brewers,3,Milwaukee Brewers
777757,2025-05-26,Colorado Rockies,1,Chicago Cubs,3,Chicago Cubs
777771,2025-05-26,St. Louis Cardinals,2,Baltimore Orioles,5,Baltimore Orioles
777759,2025-05-26,Toronto Blue Jays,2,Texas Rangers,1,Toronto Blue Jays
777760,2025-05-26,Cincinnati Reds,7,Kansas City Royals,4,Cincinnati Reds
777758,2025-05-26,Chicago White Sox,1,New York Mets,2,New York Mets
777769,2025-05-26,Los Angeles Dodgers,7,Cleveland Guardians,2,Los Angeles Dodgers
777762,2025-05-26,Minnesota Twins,2,Tampa Bay Rays,7,Tampa Bay Rays
777761,2025-05-26,Pittsburgh Pirates,0,Arizona Diamondbacks,5,Arizona Diamondbacks
777756,2025-05-26,Miami Marlins,3,San Diego Padres,4,San Diego Padres
777763,2025-05-26,New York Yankees,5,Los Angeles Angels,1,New York Yankees
