game_id,date,away_team,away_score,home_team,home_score,winner
777573,2025-06-10,Detroit Tigers,5,Baltimore Orioles,3,Detroit Tigers
777569,2025-06-10,Cincinnati Reds,1,Cleveland Guardians,0,Cincinnati Reds
777566,2025-06-10,Miami Marlins,3,Pittsburgh Pirates,2,Miami Marlins
777571,2025-06-10,Chicago Cubs,8,Philadelphia Phillies,4,Chicago Cubs
777570,2025-06-10,Washington Nationals,4,New York Mets,5,New York Mets
777565,2025-06-10,Tampa Bay Rays,1,Boston Red Sox,3,Boston Red Sox
777557,2025-06-10,Texas Rangers,16,Minnesota Twins,4,Texas Rangers
777572,2025-06-10,New York Yankees,10,Kansas City Royals,2,New York Yankees
777568,2025-06-10,Atlanta Braves,1,Milwaukee Brewers,4,Milwaukee Brewers
777558,2025-06-10,Toronto Blue Jays,10,St. Louis Cardinals,9,Toronto Blue Jays
777567,2025-06-10,Chicago White Sox,4,Houston Astros,2,Chicago White Sox
777563,2025-06-10,San Francisco Giants,6,Colorado Rockies,5,San Francisco Giants
777564,2025-06-10,Athletics,1,Los Angeles Angels,2,Los Angeles Angels
777560,2025-06-10,Los Angeles Dodgers,1,San Diego Padres,11,San Diego Padres
777559,2025-06-10,Seattle Mariners,3,Arizona Diamondbacks,10,Arizona Diamondbacks
