game_id,date,away_team,away_score,home_team,home_score,winner
776591,2025-08-26,Boston Red Sox,5,Baltimore Orioles,0,Boston Red Sox
776584,2025-08-26,Tampa Bay Rays,0,Cleveland Guardians,3,Cleveland Guardians
776581,2025-08-26,Atlanta Braves,11,Miami Marlins,2,Atlanta Braves
776588,2025-08-26,Washington Nationals,1,New York Yankees,5,New York Yankees
776582,2025-08-26,Minnesota Twins,7,Toronto Blue Jays,5,Minnesota Twins
776585,2025-08-26,Philadelphia Phillies,5,New York Mets,6,New York Mets
776583,2025-08-26,Kansas City Royals,5,Chicago White Sox,4,Kansas City Royals
776586,2025-08-26,Arizona Diamondbacks,8,Milwaukee Brewers,9,Milwaukee Brewers
776578,2025-08-26,Pittsburgh Pirates,8,St. Louis Cardinals,3,Pittsburgh Pirates
776575,2025-08-26,Los Angeles Angels,3,Texas Rangers,7,Texas Rangers
776587,2025-08-26,Colorado Rockies,6,Houston Astros,1,Colorado Rockies
776577,2025-08-26,San Diego Padres,7,Seattle Mariners,6,San Diego Padres
776576,2025-08-26,Chicago Cubs,2,San Francisco Giants,5,San Francisco Giants
776573,2025-08-26,Detroit Tigers,6,Athletics,7,Athletics
776574,2025-08-26,Cincinnati Reds,3,Los Angeles Dodgers,6,Los Angeles Dodgers
