game_id,date,away_team,away_score,home_team,home_score,winner
776498,2025-09-01,Miami Marlins,0,Washington Nationals,2,Washington Nationals
776501,2025-09-01,New York Mets,10,Detroit Tigers,8,New York Mets
776503,2025-09-01,Toronto Blue Jays,4,Cincinnati Reds,5,Cincinnati Reds
776505,2025-09-01,Cleveland Guardians,4,Boston Red Sox,6,Boston Red Sox
776499,2025-09-01,Los Angeles Angels,3,Houston Astros,8,Houston Astros
776502,2025-09-01,Chicago White Sox,6,Minnesota Twins,5,Chicago White Sox
776497,2025-09-01,Athletics,11,St. Louis Cardinals,3,Athletics
776506,2025-09-01,Atlanta Braves,6,Chicago Cubs,7,Chicago Cubs
776492,2025-09-01,San Francisco Giants,8,Colorado Rockies,2,San Francisco Giants
776500,2025-09-01,Philadelphia Phillies,10,Milwaukee Brewers,8,Philadelphia Phillies
776494,2025-09-01,Baltimore Orioles,4,San Diego Padres,3,Baltimore Orioles
776504,2025-09-01,Seattle Mariners,2,Tampa Bay Rays,10,Tampa Bay Rays
776495,2025-09-01,Texas Rangers,7,Arizona Diamondbacks,5,Texas Rangers
