game_id,date,away_team,away_score,home_team,home_score,winner
777514,2025-06-14,Miami Marlins,4,Washington Nationals,3,Miami Marlins
777517,2025-06-14,Cincinnati Reds,11,Detroit Tigers,1,Cincinnati Reds
777513,2025-06-14,Pittsburgh Pirates,1,Chicago Cubs,2,Chicago Cubs
777519,2025-06-14,Los Angeles Angels,5,Baltimore Orioles,6,Baltimore Orioles
777509,2025-06-14,Toronto Blue Jays,2,Philadelphia Phillies,3,Philadelphia Phillies
777508,2025-06-14,Chicago White Sox,4,Texas Rangers,5,Texas Rangers
777511,2025-06-14,Athletics,4,Kansas City Royals,0,Athletics
777518,2025-06-14,Tampa Bay Rays,8,New York Mets,4,Tampa Bay Rays
777510,2025-06-14,Minnesota Twins,2,Houston Astros,3,Houston Astros
777523,2025-06-14,Colorado Rockies,1,Atlanta Braves,4,Atlanta Braves
777512,2025-06-14,St. Louis Cardinals,8,Milwaukee Brewers,5,St. Louis Cardinals
777515,2025-06-14,San Diego Padres,7,Arizona Diamondbacks,8,Arizona Diamondbacks
777516,2025-06-14,New York Yankees,3,Boston Red Sox,4,Boston Red Sox
777507,2025-06-14,Cleveland Guardians,3,Seattle Mariners,4,Seattle Mariners
777506,2025-06-14,San Francisco Giants,5,Los Angeles Dodgers,11,Los Angeles Dodgers
