game_id,date,away_team,away_score,home_team,home_score,winner
777420,2025-06-21,Detroit Tigers,3,Tampa Bay Rays,8,Tampa Bay Rays
777422,2025-06-21,Baltimore Orioles,0,New York Yankees,9,New York Yankees
777412,2025-06-21,Milwaukee Brewers,9,Minnesota Twins,0,Milwaukee Brewers
777415,2025-06-21,Cincinnati Reds,5,St. Louis Cardinals,6,St. Louis Cardinals
777419,2025-06-21,Seattle Mariners,7,Chicago Cubs,10,Chicago Cubs
777418,2025-06-21,Chicago White Sox,1,Toronto Blue Jays,7,Toronto Blue Jays
777417,2025-06-21,Boston Red Sox,2,San Francisco Giants,3,San Francisco Giants
777421,2025-06-21,Texas Rangers,3,Pittsburgh Pirates,2,Texas Rangers
777424,2025-06-21,Atlanta Braves,7,Miami Marlins,0,Atlanta Braves
777413,2025-06-21,Kansas City Royals,1,San Diego Padres,5,San Diego Padres
777423,2025-06-21,New York Mets,11,Philadelphia Phillies,4,New York Mets
777410,2025-06-21,Arizona Diamondbacks,5,Colorado Rockies,3,Arizona Diamondbacks
777414,2025-06-21,Houston Astros,1,Los Angeles Angels,9,Los Angeles Angels
777411,2025-06-21,Cleveland Guardians,4,Athletics,2,Cleveland Guardians
777416,2025-06-21,Washington Nationals,7,Los Angeles Dodgers,3,Washington Nationals
