game_id,date,away_team,away_score,home_team,home_score,winner
777678,2025-06-01,St. Louis Cardinals,1,Texas Rangers,8,Texas Rangers
777692,2025-06-01,Boston Red Sox,3,Atlanta Braves,1,Boston Red Sox
777684,2025-06-01,Chicago White Sox,2,Baltimore Orioles,3,Baltimore Orioles
777688,2025-06-01,Milwaukee Brewers,5,Philadelphia Phillies,2,Milwaukee Brewers
777685,2025-06-01,Athletics,4,Toronto Blue Jays,8,Toronto Blue Jays
777683,2025-06-01,Los Angeles Angels,2,Cleveland Guardians,4,Cleveland Guardians
777686,2025-06-01,Colorado Rockies,3,New York Mets,5,New York Mets
777689,2025-06-01,San Francisco Giants,4,Miami Marlins,2,San Francisco Giants
777677,2025-06-01,Detroit Tigers,1,Kansas City Royals,0,Detroit Tigers
777690,2025-06-01,Tampa Bay Rays,0,Houston Astros,1,Houston Astros
777687,2025-06-01,Cincinnati Reds,3,Chicago Cubs,7,Chicago Cubs
777679,2025-06-01,Washington Nationals,1,Arizona Diamondbacks,3,Arizona Diamondbacks
777680,2025-06-01,Minnesota Twins,1,Seattle Mariners,2,Seattle Mariners
777681,2025-06-01,Pittsburgh Pirates,4,San Diego Padres,6,San Diego Padres
777682,2025-06-01,New York Yankees,7,Los Angeles Dodgers,3,New York Yankees
